recorte,flow,year,country,metricFOB,metricKG,metricStatistic
SC,export,2022,México,180911,7360,2
SC,export,2022,Seicheles,174732,6000,1
SC,export,2022,Turquia,173920,8795,7
SC,export,2022,Reino Unido,166524,3900,1
SC,export,2022,Argentina,166430,11100,7
SC,export,2022,Paraguai,163019,9725,12
SC,export,2022,Portugal,161631,7850,3
SC,export,2022,Curaçao,152546,3760,1
SC,export,2022,Turquia,138060,6620,2
SC,export,2022,Alemanha,132940,3200,2
SC,export,2022,Espanha,124859,6050,6
SC,export,2022,Porto Rico,115040,3400,1
SC,export,2022,Emirados Árabes Unidos,105908,4000,2
SC,export,2022,Paraguai,104457,3600,2
SC,export,2022,Vietnã,91306,5100,4
SC,export,2022,Nova Zelândia,71674,2900,4
SC,export,2022,Nova Zelândia,66348,4200,3
SC,export,2022,Paraguai,62073,2320,1
SC,export,2022,Emirados Árabes Unidos,53780,2500,1
SC,export,2022,Uruguai,45785,2395,3
SC,export,2022,Vietnã,42168,2800,4
SC,export,2022,Turquia,40209,1900,2
SC,export,2022,Coreia do Sul,39740,1300,2
SC,export,2022,Dinamarca,34800,1300,2
SC,export,2022,Argentina,34700,2395,3
SC,export,2022,Alemanha,30638,1500,2
SC,export,2022,Uruguai,29330,1350,2
SC,export,2022,Colômbia,27438,1300,2
SC,export,2022,Coveite (Kuweit),22450,1800,1
SC,export,2022,Países Baixos (Holanda),20602,1800,1
SC,export,2022,Nova Zelândia,15604,895,1
SC,export,2021,Estados Unidos,9063765,209895,15
SC,export,2021,Estados Unidos,7450910,206200,32
SC,export,2021,Austrália,1990536,46145,4
SC,export,2021,França,1769478,42000,2
SC,export,2021,Paraguai,1487826,47597,7
SC,export,2021,Austrália,412082,13300,2
SC,export,2021,Turquia,329500,8100,3
SC,export,2021,Canadá,304780,9500,1
SC,export,2021,Emirados Árabes Unidos,286887,9500,1
SC,export,2021,Singapura,252784,6000,1
SC,export,2021,República Dominicana,232233,6000,1
SC,export,2021,Bélgica,224161,6000,1
SC,export,2021,Equador,178512,5400,1
SC,export,2021,Porto Rico,178500,5400,1
SC,export,2021,Países Baixos (Holanda),154005,11850,15
SC,export,2021,Países Baixos (Holanda),118385,8092,3
SC,export,2021,Paraguai,113650,7450,10
SC,export,2021,Uruguai,71546,3740,3
SC,export,2021,Austrália,62877,2180,9
SC,export,2021,Argentina,55687,4400,3
SC,export,2021,Dinamarca,47016,1750,3
SC,export,2021,Coveite (Kuweit),34704,1500,2
SC,export,2021,Portugal,34643,1150,1
SC,export,2021,Argentina,12583,750,1
SC,export,2021,Porto Rico,12240,183,8
SC,export,2021,Uruguai,4386,128,1
SC,export,2021,Estados Unidos,3700,46,2
SC,export,2021,Japão,3604,46,2
SC,export,2021,Suriname,1823,52,1
SC,export,2020,Estados Unidos,3736367,96054,22
SC,export,2020,Estados Unidos,2732142,75055,7
SC,export,2020,"Virgens, Ilhas (Americanas)",2030000,44000,1
SC,export,2020,Argentina,806066,35100,5
SC,export,2020,Paraguai,319586,11792,2
SC,export,2020,Bahamas,155660,3760,1
SC,export,2020,Japão,78323,3295,1
SC,export,2020,Países Baixos (Holanda),73114,6200,12
SC,export,2020,Turquia,65228,1300,1
SC,export,2020,Canadá,64113,2200,1
SC,export,2020,Emirados Árabes Unidos,38512,2200,1
SC,export,2020,Dinamarca,34863,1350,2
SC,export,2020,Suíça,18360,268,12
SC,export,2020,Estados Unidos,8534,111,5
SC,export,2020,França,6596,252,8
SC,export,2020,Austrália,4590,69,3
SC,export,2020,Chile,3674,46,2
SC,export,2019,Estados Unidos,6683513,136500,13
SC,export,2019,Paraguai,4089729,95100,12
SC,export,2019,Estados Unidos,1522713,42750,3
SC,export,2019,Colômbia,906483,21800,1
SC,export,2019,"Cayman, Ilhas",584881,12700,2
SC,export,2019,Argentina,287770,20700,6
SC,export,2019,Tailândia,150000,5700,1
SC,export,2019,Índia,116340,3250,5
SC,export,2019,Emirados Árabes Unidos,85316,3295,1
SC,export,2019,Colômbia,76790,5900,4
SC,export,2019,Argentina,67858,4350,5
SC,export,2019,Nova Zelândia,67602,3400,4
SC,export,2019,Suíça,35847,1350,3
SC,export,2019,Paraguai,27485,1630,2
SC,export,2019,Austrália,12607,850,1
SC,export,2019,Estados Unidos,6208,285,1
SC,export,2018,Estados Unidos,5275556,114000,11
SC,export,2018,Estados Unidos,3118594,75408,5
SC,export,2018,Paraguai,2678831,76600,10
SC,export,2018,Uruguai,1150000,21800,1
SC,export,2018,Itália,481172,10500,1
SC,export,2018,Paraguai,253037,11100,7
SC,export,2018,Austrália,128308,3900,1
SC,export,2018,Argentina,95185,5950,6
SC,export,2018,Bolívia,84000,920,8
SC,export,2018,Argentina,43893,2750,2
SC,export,2018,Colômbia,22000,1560,2
SC,export,2017,Estados Unidos,5231236,110000,11
SC,export,2017,Estados Unidos,3368401,80610,11
SC,export,2017,Argentina,1983257,97362,31
SC,export,2017,Paraguai,1701609,54678,9
SC,export,2017,Emirados Árabes Unidos,980000,20000,2
SC,export,2017,Panamá,469777,11200,1
SC,export,2017,Peru,126089,3900,2
SC,export,2017,Argentina,120715,7550,8
SC,export,2017,Polônia,114086,4000,1
SC,export,2017,Espanha,65448,3440,4
SC,export,2017,Austrália,60685,1800,1
SC,export,2017,Colômbia,21300,1500,2
SC,export,2017,Austrália,19361,950,1
SC,export,2017,Peru,18977,1217,8
SC,export,2017,Uruguai,13636,1200,15
SC,export,2017,Paraguai,12494,450,1
SC,export,2016,Estados Unidos,4135425,98120,7
SC,export,2016,Itália,3752777,65900,2
SC,export,2016,Uruguai,1238428,23650,2
SC,export,2016,Argentina,968457,40868,17
SC,export,2016,Paraguai,926543,32550,6
SC,export,2016,Estados Unidos,904117,20000,2
SC,export,2016,Austrália,861611,31590,5
SC,export,2016,Colômbia,494501,11200,1
SC,export,2016,Argentina,322853,21162,34
SC,export,2016,Alemanha,113906,5260,4
SC,export,2016,Espanha,45600,1180,1
SC,export,2016,Peru,42393,1800,1
SC,export,2016,Chile,41348,1650,1
SC,export,2016,Sérvia,37106,1750,3
SC,export,2016,Colômbia,31383,1200,1
SC,export,2016,Peru,28273,1250,2
SC,export,2016,Paraguai,21815,986,1
SC,export,2016,Canadá,12224,147,7
SC,export,2016,Coveite (Kuweit),9604,110,5
SC,export,2016,Estados Unidos,4847,59,3
SC,export,2016,Dinamarca,4111,44,2
SC,export,2016,Chile,2408,22,1
SC,export,2016,Peru,2362,20,1
SC,export,2016,Hungria,2301,18,1
SC,export,2016,Suíça,2294,22,1
SC,export,2016,Índia,2259,22,1
SC,export,2016,Austrália,2247,22,1
SC,export,2016,Israel,2000,22,1
SC,export,2015,Uruguai,1500000,23500,1
SC,export,2015,Estados Unidos,1234720,30712,5
SC,export,2015,Paraguai,405000,11200,1
SC,export,2015,Austrália,82064,3600,2
SC,export,2015,Emirados Árabes Unidos,79680,5140,2
SC,export,2015,Emirados Árabes Unidos,39360,1540,2
SC,export,2015,Estados Unidos,33093,1700,1
SC,export,2015,Argentina,27444,1469,1
SC,export,2015,Chile,27000,1850,1
SC,export,2015,Países Baixos (Holanda),23023,1800,1
SC,export,2015,Paraguai,15078,1400,1
SC,export,2015,Alemanha,2037,22,1
SC,export,2014,Emirados Árabes Unidos,228055,9170,9
SC,export,2014,Coreia do Sul,117000,3200,1
SC,export,2013,Emirados Árabes Unidos,189269,11104,4
SC,export,2013,Argentina,98000,3654,1
SC,export,2013,Coreia do Sul,77081,4542,2
SC,export,2013,Japão,3000,153,1
SC,export,2013,Portugal,2757,90,2
SC,export,2012,Países Baixos (Holanda),147950,8523,6
SC,export,2011,Países Baixos (Holanda),255357,16244,10
SC,export,2011,Noruega,154342,6300,1
SC,export,2011,Bélgica,128485,7624,3
SC,export,2011,Uruguai,19657,950,1
SC,export,2010,"Virgens, Ilhas (Britânicas)",690353,63520,1
SC,export,2010,Noruega,625790,36697,17
SC,export,2010,Bélgica,103555,5304,2
SC,export,2010,Colômbia,80196,5490,9
SC,export,2010,Países Baixos (Holanda),60019,3702,2
SC,export,2010,Uruguai,6690,1180,1
SC,import,2026,México,71259201,2984792,8680
SC,import,2026,Estados Unidos,1439760,32238,100
SC,import,2026,China,35895,16393,3251
SC,import,2026,Japão,35636,928,5
SC,import,2026,Taiwan (Formosa),33693,2097,90
SC,import,2026,França,32261,172,2
SC,import,2026,México,22503,6050,47
SC,import,2026,China,18813,5754,251
SC,import,2026,China,18455,852,129
SC,import,2026,China,14098,3906,31
SC,import,2026,França,6534,51,1
SC,import,2026,China,6173,58,4
SC,import,2026,China,5682,1897,150
SC,import,2026,Canadá,4736,1278,9
SC,import,2026,Canadá,4736,1278,9
SC,import,2026,Estados Unidos,3112,852,6
SC,import,2026,Taiwan (Formosa),1664,86,900
SC,import,2026,Hong Kong,300,90,2
SC,import,2026,Hong Kong,70,45,1
SC,import,2025,México,101603640,4042925,11452
SC,import,2025,Estados Unidos,11749158,298084,983
SC,import,2025,Japão,2359236,63308,259
SC,import,2025,Itália,1184911,33293,3
SC,import,2025,França,470000,32471,2
SC,import,2025,Brasil,407155,9000,1
SC,import,2025,China,80489,602,54
SC,import,2025,Taiwan (Formosa),69105,4155,180
SC,import,2025,Alemanha,67266,168,2
SC,import,2025,China,62750,20067,4337
SC,import,2025,China,60486,1106,101
SC,import,2025,Dinamarca,53586,722,17
SC,import,2025,China,45940,14243,1355
SC,import,2025,Áustria,37345,823,4
SC,import,2025,Reino Unido,25384,230,1
SC,import,2025,China,21914,7264,1109
SC,import,2025,Tailândia,16500,510,3
SC,import,2025,Canadá,8580,1992,17
SC,import,2025,Itália,5903,120,2
SC,import,2025,China,5351,300,4
SC,import,2025,Reino Unido,4009,611,6
SC,import,2025,China,3002,30,2
SC,import,2025,China,1414,409,3
SC,import,2024,México,132278319,4825909,13694
SC,import,2024,Estados Unidos,2014491,99021,92
SC,import,2024,Estados Unidos,1661584,42168,135
SC,import,2024,China,171708,1382,272
SC,import,2024,Itália,107394,4250,5
SC,import,2024,China,77480,487,44
SC,import,2024,Japão,73000,1856,10
SC,import,2024,China,65186,5505,62
SC,import,2024,Reino Unido,57126,102000,1
SC,import,2024,China,32506,9968,646
SC,import,2024,Brasil,30000,679,4
SC,import,2024,China,22611,7033,2148
SC,import,2024,Dinamarca,21350,300,6
SC,import,2024,Taiwan (Formosa),17929,1072,44
SC,import,2024,Itália,17323,191,1
SC,import,2024,México,15909,3735,39
SC,import,2024,Tailândia,15000,383,2
SC,import,2024,China,8699,3098,1923
SC,import,2024,Austrália,8064,162,1
SC,import,2024,Tailândia,7500,188,1
SC,import,2024,Taiwan (Formosa),1660,332,1
SC,import,2023,México,90340429,3292171,9358
SC,import,2023,Itália,17032069,272085,1
SC,import,2023,Estados Unidos,8082915,207026,741
SC,import,2023,Itália,976034,9000,1
SC,import,2023,Japão,677298,16941,87
SC,import,2023,Canadá,651042,32289,30
SC,import,2023,China,136026,1410,30
SC,import,2023,Taiwan (Formosa),112226,6638,289
SC,import,2023,Estados Unidos,43775,2153,2
SC,import,2023,Colômbia,39070,473,1
SC,import,2023,Estados Unidos,34865,834,3
SC,import,2023,Alemanha,23062,70,2
SC,import,2023,China,23060,118,13
SC,import,2023,Dinamarca,15212,202,4
SC,import,2023,China,13159,4082,1704
SC,import,2023,China,11342,1362,5
SC,import,2023,México,8741,2426,27
SC,import,2023,China,4055,70,22
SC,import,2023,Estados Unidos,3533,111,1
SC,import,2023,China,2170,823,124
SC,import,2023,Itália,1258,65,1
SC,import,2022,México,65313256,2561687,7599
SC,import,2022,Itália,7220847,130000,1
SC,import,2022,México,4808257,246887,740
SC,import,2022,Estados Unidos,2440186,81533,625
SC,import,2022,Estados Unidos,654526,23279,295
SC,import,2022,Japão,234054,5939,32
SC,import,2022,África do Sul,215614,4850,1
SC,import,2022,Taiwan (Formosa),112277,6171,275
SC,import,2022,China,80678,23440,2385
SC,import,2022,França,68000,7900,1
SC,import,2022,China,32295,8016,2600
SC,import,2022,China,27369,7268,1780
SC,import,2022,China,27067,878,25
SC,import,2022,Itália,23688,330,1
SC,import,2022,China,21273,6289,551
SC,import,2022,Hong Kong,13369,1123,40
SC,import,2022,Estados Unidos,11230,500,2
SC,import,2022,França,8141,310,10
SC,import,2022,Hong Kong,8086,233,5
SC,import,2022,Hong Kong,6461,1849,643
SC,import,2022,Estados Unidos,5593,265,2
SC,import,2022,China,28,22,1
SC,import,2021,México,47406055,2548879,7459
SC,import,2021,Itália,11067256,205610,13
SC,import,2021,França,1198576,31435,1
SC,import,2021,Estados Unidos,494275,12946,6
SC,import,2021,Estados Unidos,339856,13881,340
SC,import,2021,Japão,285276,7053,38
SC,import,2021,China,218005,71394,7536
SC,import,2021,França,87959,9186,284
SC,import,2021,China,59034,1566,41
SC,import,2021,Taiwan (Formosa),42221,2716,121
SC,import,2021,Reino Unido,8250,75,3
SC,import,2020,México,24849088,1396600,4170
SC,import,2020,Estados Unidos,80271,4098,219
SC,import,2020,China,55111,26929,4059
SC,import,2020,França,37714,4594,142
SC,import,2020,Estados Unidos,36301,1251,10
SC,import,2020,China,34651,4768,155
SC,import,2020,Argentina,29242,960,1
SC,import,2020,Taiwan (Formosa),27951,1517,68
SC,import,2020,Reino Unido,21350,798,8
SC,import,2020,Reino Unido,543,12,1
SC,import,2020,França,209,127,2
SC,import,2019,México,40019274,2005062,5702
SC,import,2019,Itália,1860745,65300,2
SC,import,2019,Estados Unidos,153117,7704,279
SC,import,2019,China,111133,43418,6460
SC,import,2019,China,67578,7262,193
SC,import,2019,França,25883,2565,87
SC,import,2019,Argentina,22750,592,16
SC,import,2019,Taiwan (Formosa),18408,990,45
SC,import,2019,China,10890,993,24
SC,import,2019,França,9322,444,14
SC,import,2019,Espanha,4866,799,11
SC,import,2019,Estados Unidos,3077,111,1
SC,import,2019,Estados Unidos,95,3,1
SC,import,2018,México,29569430,1543281,4377
SC,import,2018,Itália,2790490,77988,10
SC,import,2018,China,178818,68831,8432
SC,import,2018,China,138871,12850,360
SC,import,2018,Estados Unidos,124813,11786,205
SC,import,2018,Taiwan (Formosa),48371,2048,91
SC,import,2018,Colômbia,37048,380,1
SC,import,2018,França,18660,266,4
SC,import,2018,França,16120,576,18
SC,import,2018,China,10332,1025,25
SC,import,2018,Estados Unidos,7051,288,2
SC,import,2018,Estados Unidos,107,19,1
SC,import,2017,México,21838052,1105822,3273
SC,import,2017,Itália,2400069,65000,1
SC,import,2017,China,204750,67079,6223
SC,import,2017,Estados Unidos,152720,9585,174
SC,import,2017,China,150916,15798,396
SC,import,2017,Estados Unidos,54193,2444,17
SC,import,2017,França,1569,45,2
SC,import,2016,México,7007265,381671,1096
SC,import,2016,Itália,3342470,90000,1
SC,import,2016,China,110007,30115,2978
SC,import,2016,China,103438,9855,280
SC,import,2016,Estados Unidos,31341,1627,34
SC,import,2016,Estados Unidos,29116,1248,12
SC,import,2016,Canadá,10028,27,1
SC,import,2015,México,10830673,759027,2362
SC,import,2015,Reino Unido,2362352,58035,3
SC,import,2015,Canadá,1185603,84751,218
SC,import,2015,China,160964,37190,8835
SC,import,2015,Estados Unidos,95261,4142,69
SC,import,2015,China,72110,7278,250
SC,import,2015,Estados Unidos,27921,1256,11
SC,import,2015,Hong Kong,7740,2812,145
SC,import,2014,Canadá,16887866,910735,2595
SC,import,2014,Itália,11725385,180360,3
SC,import,2014,México,5461416,320302,1544
SC,import,2014,Reino Unido,680158,28000,1
SC,import,2014,Estados Unidos,356052,28815,36
SC,import,2014,China,209809,42620,15377
SC,import,2014,Japão,146180,4438,12
SC,import,2014,Itália,137623,1502,17
SC,import,2014,China,37234,4901,144
SC,import,2014,China,3600,320,1
SC,import,2014,Hong Kong,414,190,6
SC,import,2013,Canadá,22436357,1095630,3048
SC,import,2013,Itália,8623770,198140,8
SC,import,2013,Reino Unido,4749528,152000,6
SC,import,2013,México,1698231,80470,432
SC,import,2013,Japão,549347,17916,52
SC,import,2013,Estados Unidos,359249,28059,30
SC,import,2013,China,286457,18981,63
SC,import,2013,China,246055,67998,25044
SC,import,2013,Tailândia,89452,2044,8
SC,import,2013,Estados Unidos,78123,2939,1
SC,import,2013,Países Baixos (Holanda),22847,175,1
SC,import,2013,Austrália,3137,145,2
SC,import,2013,Hong Kong,2192,165,62
SC,import,2012,Canadá,23627922,1155897,3246
SC,import,2012,Itália,20018569,461929,22
SC,import,2012,Estados Unidos,2587113,156872,123
SC,import,2012,Reino Unido,2206800,61100,2
SC,import,2012,Estados Unidos,1010468,31743,89
SC,import,2012,Japão,988154,32160,94
SC,import,2012,França,237388,13400,1
SC,import,2012,China,190372,12261,55
SC,import,2012,China,115078,33212,9487
SC,import,2012,Reino Unido,17062,285,1
SC,import,2012,Alemanha,8607,159,3
SC,import,2012,Itália,3589,104,6
SC,import,2012,Hong Kong,1900,442,40
SC,import,2012,Estados Unidos,79,5,1
SC,import,2011,Itália,51838372,1013339,54
SC,import,2011,Canadá,24273411,1066425,3055
SC,import,2011,Reino Unido,5924419,78486,4
SC,import,2011,Estados Unidos,2718181,144702,111
SC,import,2011,Turquia,2470288,33000,1
SC,import,2011,Japão,965029,30253,92
SC,import,2011,Estados Unidos,785078,28451,73
SC,import,2011,França,294545,10350,1
SC,import,2011,China,239829,98774,43194
SC,import,2011,França,226205,7500,1
SC,import,2011,China,95533,5041,16
SC,import,2011,França,82155,2800,8
SC,import,2011,Itália,15024,280,1
SC,import,2011,Finlândia,6192,392,1
SC,import,2011,Estados Unidos,5830,145,1
SC,import,2011,China,3900,101,1
SC,import,2010,Itália,41675080,946981,7500
SC,import,2010,Canadá,12800852,679386,1903
SC,import,2010,Itália,1230114,28800,1
SC,import,2010,Estados Unidos,1009451,52830,49
SC,import,2010,Estados Unidos,772796,40664,66
SC,import,2010,Japão,391336,12334,35
SC,import,2010,Reino Unido,375697,10668,1
SC,import,2010,França,194146,8201,1
SC,import,2010,China,123433,57367,20600
SC,import,2010,China,36724,2827,8
SC,import,2010,Eslovênia,26655,320,1
SC,import,2010,Nova Zelândia,22560,117,1
