recorte,flow,year,country,metricFOB,metricKG,metricStatistic
BR,export,2026,Estados Unidos,14366808,315675,51
BR,export,2026,Espanha,3055405,34200,3
BR,export,2026,Paraguai,2643676,52150,12
BR,export,2026,Itália,2014158,44586,2
BR,export,2026,Panamá,1562580,30000,1
BR,export,2026,França,1100000,30000,1
BR,export,2026,Estados Unidos,873788,16000,4
BR,export,2026,México,748445,10900,1
BR,export,2026,Uruguai,467592,17736,177
BR,export,2026,Hong Kong,448815,9000,1
BR,export,2026,Malta,365078,7000,2
BR,export,2026,Turquia,310760,10200,1
BR,export,2026,Equador,257000,6000,1
BR,export,2026,Uruguai,246658,6770,1
BR,export,2026,Colômbia,246051,11908,10
BR,export,2026,Canadá,213686,6000,1
BR,export,2026,Guiana,173999,15695,146
BR,export,2026,Paraguai,170946,4741,27
BR,export,2026,Estados Unidos,170910,4000,1
BR,export,2026,Colômbia,151265,5020,9
BR,export,2026,Malta,150400,7000,2
BR,export,2026,Colômbia,143466,6580,8
BR,export,2026,França,106970,3500,1
BR,export,2026,Argentina,96239,3500,1
BR,export,2026,Croácia,93867,2300,1
BR,export,2026,Paraguai,76349,3300,5
BR,export,2026,Malta,40000,2395,3
BR,export,2026,Argentina,34262,1640,20
BR,export,2026,Chipre,34178,1400,2
BR,export,2026,Zâmbia,34145,700,1
BR,export,2026,Uruguai,33709,1960,23
BR,export,2026,Croácia,31560,1500,1
BR,export,2026,Chipre,19742,936,1
BR,export,2026,Chile,18455,2060,70
BR,export,2026,Suriname,13933,1810,6
BR,export,2026,Peru,10340,609,3
BR,export,2026,Alemanha,10044,54,1
BR,export,2026,Bolívia,6276,180,3
BR,export,2026,Costa Rica,5010,150,1
BR,export,2026,Guiana Francesa,4917,1090,4
BR,export,2026,Argentina,3871,144,4
BR,export,2026,Portugal,3256,612,4
BR,export,2026,Espanha,1714,15,90
BR,export,2026,Países Baixos (Holanda),1149,41,1
BR,export,2026,França,879,37,1
BR,export,2026,Grécia,497,60,10
BR,export,2026,Chipre,341,2,1
BR,export,2026,Países Baixos (Holanda),117,1,1
BR,export,2026,Panamá,84,3,2
BR,export,2026,Barbados,7,0,7
BR,export,2025,Estados Unidos,21424816,506052,81
BR,export,2025,Estados Unidos,10169014,221915,31
BR,export,2025,Portugal,6989091,92960,1
BR,export,2025,Itália,3821345,89172,4
BR,export,2025,Argentina,1815000,40485,2
BR,export,2025,Bélgica,1193636,19900,2
BR,export,2025,Panamá,1073737,22293,1
BR,export,2025,Austrália,997376,19085,9
BR,export,2025,México,875786,29916,4
BR,export,2025,Paraguai,839465,28330,13
BR,export,2025,Austrália,830928,11900,1
BR,export,2025,França,793692,10900,1
BR,export,2025,França,784816,5150,1
BR,export,2025,Panamá,645616,11110,17
BR,export,2025,México,494172,12240,2
BR,export,2025,Colômbia,325734,10375,25
BR,export,2025,Guatemala,316336,6000,1
BR,export,2025,Espanha,297798,6003,35
BR,export,2025,Colômbia,281494,12488,12
BR,export,2025,Espanha,252561,6000,1
BR,export,2025,Bélgica,248863,6000,1
BR,export,2025,Paraguai,193424,9104,19
BR,export,2025,Guiana,188001,19015,120
BR,export,2025,Uruguai,184873,12764,284
BR,export,2025,Turquia,163231,8500,1
BR,export,2025,Chile,153479,5008,3
BR,export,2025,Uruguai,141506,10580,246
BR,export,2025,Paraguai,141174,7513,11
BR,export,2025,Paraguai,134508,5635,6
BR,export,2025,Estados Unidos,133810,2841,9
BR,export,2025,Albânia,116380,3000,1
BR,export,2025,Colômbia,84810,2954,2
BR,export,2025,Uruguai,71147,2300,1
BR,export,2025,Noruega,61853,88,2
BR,export,2025,Argentina,58000,1600,4
BR,export,2025,Chile,49438,3450,97
BR,export,2025,Argentina,38181,1082,1
BR,export,2025,Noruega,30655,18,1
BR,export,2025,Argentina,28000,2400,21
BR,export,2025,Guiné-Bissau,25802,680,1
BR,export,2025,Países Baixos (Holanda),22093,800,1
BR,export,2025,Estados Unidos,21109,2349,7
BR,export,2025,Suriname,19864,1800,10
BR,export,2025,"Congo, República Democrática",18700,750,1
BR,export,2025,Bolívia,13103,618,292
BR,export,2025,Uruguai,9533,530,1
BR,export,2025,Venezuela,7846,930,7
BR,export,2025,Portugal,6700,592,6
BR,export,2025,Portugal,5588,800,1
BR,export,2025,Guiana,2925,195,3
BR,export,2025,Grécia,2797,20,190
BR,export,2025,Guiana Francesa,2455,1000,2
BR,export,2025,Guiana,2080,500,1
BR,export,2025,França,50,36,1
BR,export,2025,Hong Kong,0,0,0
BR,export,2024,Estados Unidos,22151332,567850,91
BR,export,2024,Estados Unidos,18213552,352523,52
BR,export,2024,Itália,8608986,207728,8
BR,export,2024,Itália,5407037,92960,1
BR,export,2024,Paraguai,3190477,48299,7
BR,export,2024,Uruguai,1810602,35700,2
BR,export,2024,Espanha,863281,18014,133
BR,export,2024,Austrália,713664,10900,1
BR,export,2024,Bélgica,700000,10900,1
BR,export,2024,Colômbia,563054,15230,12
BR,export,2024,Emirados Árabes Unidos,437736,14170,5
BR,export,2024,Colômbia,373371,19550,18
BR,export,2024,Uruguai,359605,13878,222
BR,export,2024,Estados Unidos,340106,10856,6
BR,export,2024,Turquia,335660,10800,1
BR,export,2024,Suíça,322886,10800,1
BR,export,2024,Portugal,314335,10060,17
BR,export,2024,"Cayman, Ilhas",272452,6000,1
BR,export,2024,Paraguai,227431,9130,16
BR,export,2024,México,209511,6750,1
BR,export,2024,Porto Rico,206241,3400,1
BR,export,2024,Países Baixos (Holanda),180000,5600,1
BR,export,2024,México,166009,5650,1
BR,export,2024,Paraguai,164820,6700,6
BR,export,2024,Noruega,153171,205,7
BR,export,2024,Turquia,146145,6100,1
BR,export,2024,Chile,135420,3500,1
BR,export,2024,Paraguai,125874,7545,11
BR,export,2024,Itália,119897,3549,3
BR,export,2024,Argentina,108082,2501,3
BR,export,2024,Países Baixos (Holanda),96068,3400,1
BR,export,2024,Chile,82400,1449,2
BR,export,2024,Reino Unido,79380,4590,54
BR,export,2024,Guiana,70279,8355,48
BR,export,2024,Uruguai,69435,5043,116
BR,export,2024,Suíça,69273,2050,1
BR,export,2024,Países Baixos (Holanda),61507,3200,2
BR,export,2024,Noruega,56287,87,2
BR,export,2024,Chile,52635,5355,180
BR,export,2024,Estados Unidos,51173,1520,2
BR,export,2024,Chile,44997,1643,1
BR,export,2024,Porto Rico,42080,1790,2
BR,export,2024,Estados Unidos,38173,678,5
BR,export,2024,Argentina,33696,1670,18
BR,export,2024,Uruguai,33239,1505,2
BR,export,2024,Argentina,21600,1050,10
BR,export,2024,Guiana Francesa,14774,1053,5
BR,export,2024,Canadá,13711,97,3
BR,export,2024,Países Baixos (Holanda),9896,129,4
BR,export,2024,Bolívia,9590,674,2
BR,export,2024,Estados Unidos,8550,11,1
BR,export,2024,Paraguai,5878,112,1
BR,export,2024,Guatemala,3220,174,4
BR,export,2024,Reino Unido,1760,33,4
BR,export,2024,Singapura,278,5,3
BR,export,2024,Lituânia,178,1,1
BR,export,2024,Uruguai,164,61,12
BR,export,2023,Estados Unidos,20118916,463465,87
BR,export,2023,Estados Unidos,16238953,291123,22
BR,export,2023,Itália,7448636,193036,8
BR,export,2023,Itália,5344304,92960,1
BR,export,2023,Costa Rica,2279000,41000,2
BR,export,2023,Porto Rico,1723843,41400,5
BR,export,2023,Turquia,1452868,45970,10
BR,export,2023,Emirados Árabes Unidos,1434282,46720,3
BR,export,2023,Bélgica,1302700,27000,2
BR,export,2023,Austrália,1189627,18300,1
BR,export,2023,Equador,1107600,18300,1
BR,export,2023,Canadá,778586,14961,409
BR,export,2023,Paraguai,775983,25720,10
BR,export,2023,Itália,735755,15500,3
BR,export,2023,Nova Zelândia,570000,12500,1
BR,export,2023,Austrália,562058,9900,1
BR,export,2023,Equador,426988,9000,1
BR,export,2023,Paraguai,382765,14210,13
BR,export,2023,México,336799,10158,2
BR,export,2023,Peru,294185,10616,3
BR,export,2023,Canadá,281625,6000,1
BR,export,2023,México,276481,7402,4
BR,export,2023,Alemanha,267907,6000,1
BR,export,2023,Uruguai,255013,14863,295
BR,export,2023,Estados Unidos,208491,6922,137
BR,export,2023,Colômbia,195037,10080,10
BR,export,2023,Estados Unidos,175974,7049,21
BR,export,2023,Emirados Árabes Unidos,168327,4950,3
BR,export,2023,Uruguai,153078,9208,157
BR,export,2023,Espanha,150858,4000,2
BR,export,2023,Reino Unido,149250,131,1
BR,export,2023,Estados Unidos,130418,9245,5
BR,export,2023,Espanha,123342,3500,2
BR,export,2023,República Dominicana,119372,5745,5
BR,export,2023,Paraguai,110819,4720,4
BR,export,2023,Peru,84025,3600,2
BR,export,2023,Países Baixos (Holanda),77620,5370,6
BR,export,2023,Noruega,69079,130,3
BR,export,2023,Uruguai,65920,3350,2
BR,export,2023,Alemanha,65344,2463,2
BR,export,2023,Guiana,52812,6748,40
BR,export,2023,Turquia,50025,2395,3
BR,export,2023,Noruega,47332,120,3
BR,export,2023,Países Baixos (Holanda),44616,86,2
BR,export,2023,Guiana Francesa,35788,4784,22
BR,export,2023,Alemanha,30860,1320,1
BR,export,2023,Panamá,25200,216,12
BR,export,2023,Países Baixos (Holanda),24548,53,1
BR,export,2023,Porto Rico,23930,1015,2
BR,export,2023,Paraguai,23352,2408,25
BR,export,2023,Emirados Árabes Unidos,21830,895,1
BR,export,2023,Argentina,18550,900,10
BR,export,2023,Suécia,11000,3000,1
BR,export,2023,França,10526,580,1
BR,export,2023,"Marshall, Ilhas",10000,110,1
BR,export,2023,Portugal,8947,590,3
BR,export,2023,Bolívia,8563,375,1
BR,export,2023,Porto Rico,5914,186,4
BR,export,2023,Portugal,4790,350,2
BR,export,2023,Equador,3950,44,2
BR,export,2023,Espanha,2313,17,136
BR,export,2023,Emirados Árabes Unidos,1730,85,1
BR,export,2023,Reino Unido,1536,85,5
BR,export,2023,Guiana,769,100,1
BR,export,2023,Uruguai,410,100,30
BR,export,2023,Bélgica,4,7,1
BR,export,2022,Estados Unidos,13970216,336857,53
BR,export,2022,Estados Unidos,12609557,241650,17
BR,export,2022,Itália,5735854,163142,6
BR,export,2022,Estados Unidos,5174809,126301,12
BR,export,2022,Paraguai,2283630,34600,3
BR,export,2022,Suíça,2203274,64480,1
BR,export,2022,Itália,1878019,52200,2
BR,export,2022,Austrália,1665592,35900,3
BR,export,2022,Colômbia,1662725,37700,1
BR,export,2022,Equador,945414,18300,1
BR,export,2022,Japão,873383,20000,1
BR,export,2022,Espanha,662126,20100,2
BR,export,2022,Paraguai,603360,21589,129
BR,export,2022,Turquia,474939,19500,6
BR,export,2022,Equador,346718,8700,2
BR,export,2022,Costa Rica,345315,9000,1
BR,export,2022,Países Baixos (Holanda),318496,10900,6
BR,export,2022,Espanha,299028,8000,4
BR,export,2022,Canadá,277941,5727,152
BR,export,2022,Bélgica,245713,6000,1
BR,export,2022,Espanha,230750,6100,4
BR,export,2022,Chile,210864,8500,1
BR,export,2022,Uruguai,209552,14088,398
BR,export,2022,República Dominicana,187966,3900,1
BR,export,2022,México,180911,7360,2
BR,export,2022,Seicheles,174732,6000,1
BR,export,2022,Turquia,173920,8795,7
BR,export,2022,Reino Unido,166524,3900,1
BR,export,2022,Argentina,166430,11100,7
BR,export,2022,Paraguai,163019,9725,12
BR,export,2022,Portugal,161631,7850,3
BR,export,2022,Curaçao,152546,3760,1
BR,export,2022,Turquia,138060,6620,2
BR,export,2022,Alemanha,132940,3200,2
BR,export,2022,Espanha,124859,6050,6
BR,export,2022,Chile,119329,3950,1
BR,export,2022,França,116720,6895,22
BR,export,2022,Porto Rico,115040,3400,1
BR,export,2022,Estados Unidos,112049,4497,17
BR,export,2022,Emirados Árabes Unidos,105908,4000,2
BR,export,2022,Paraguai,104457,3600,2
BR,export,2022,Argentina,100772,5455,62
BR,export,2022,Estados Unidos,91431,2525,44
BR,export,2022,Vietnã,91306,5100,4
BR,export,2022,Peru,85000,10720,1
BR,export,2022,Uruguai,79499,5089,98
BR,export,2022,Estados Unidos,74944,5707,4
BR,export,2022,Países Baixos (Holanda),73367,131,3
BR,export,2022,Nova Zelândia,71674,2900,4
BR,export,2022,Nova Zelândia,66348,4200,3
BR,export,2022,Paraguai,62073,2320,1
BR,export,2022,Estados Unidos,61806,2110,9
BR,export,2022,Emirados Árabes Unidos,53780,2500,1
BR,export,2022,Noruega,48883,86,2
BR,export,2022,Guiana,47878,3428,76
BR,export,2022,Bulgária,43051,1230,4
BR,export,2022,Vietnã,42168,2800,4
BR,export,2022,Coreia do Sul,39740,1300,2
BR,export,2022,Guatemala,38612,1360,1
BR,export,2022,Países Baixos (Holanda),37481,82,2
BR,export,2022,Dinamarca,34800,1300,2
BR,export,2022,Argentina,34700,2395,3
BR,export,2022,Alemanha,30638,1500,2
BR,export,2022,Espanha,28988,2300,1
BR,export,2022,Colômbia,27438,1300,2
BR,export,2022,Guiana Francesa,24358,3892,12
BR,export,2022,Países Baixos (Holanda),23982,48,2
BR,export,2022,Coveite (Kuweit),22450,1800,1
BR,export,2022,Países Baixos (Holanda),20602,1800,1
BR,export,2022,Nova Zelândia,15604,895,1
BR,export,2022,Austrália,15496,440,2
BR,export,2022,Guatemala,12474,330,6
BR,export,2022,Venezuela,9500,710,6
BR,export,2022,Bulgária,7590,174,4
BR,export,2022,Guiana,4363,90030,6
BR,export,2022,Grécia,3889,21,160
BR,export,2022,Bolívia,2073,92,1
BR,export,2022,"Marshall, Ilhas",707,9,1
BR,export,2022,Angola,559,28,1
BR,export,2022,Espanha,335,1,20
BR,export,2022,Bolívia,141,4,1
BR,export,2021,Estados Unidos,9862125,230895,16
BR,export,2021,Estados Unidos,7831131,226374,37
BR,export,2021,Paraguai,1995253,70325,75
BR,export,2021,Austrália,1990536,46145,4
BR,export,2021,França,1769478,42000,2
BR,export,2021,Turquia,1070503,56300,16
BR,export,2021,Paraguai,707382,46014,3393
BR,export,2021,Austrália,412082,13300,2
BR,export,2021,Uruguai,379240,27199,646
BR,export,2021,Turquia,329500,8100,3
BR,export,2021,Canadá,304780,9500,1
BR,export,2021,Emirados Árabes Unidos,286887,9500,1
BR,export,2021,Singapura,252784,6000,1
BR,export,2021,República Dominicana,232233,6000,1
BR,export,2021,Estados Unidos,229819,15469,53
BR,export,2021,Países Baixos (Holanda),225083,487,11
BR,export,2021,Bélgica,224161,6000,1
BR,export,2021,Equador,178512,5400,1
BR,export,2021,Porto Rico,178500,5400,1
BR,export,2021,Noruega,176334,279,9
BR,export,2021,Espanha,175096,11000,1
BR,export,2021,Países Baixos (Holanda),154005,11850,15
BR,export,2021,Argentina,149173,9290,94
BR,export,2021,Países Baixos (Holanda),118385,8092,3
BR,export,2021,Guiana,82930,6790,132
BR,export,2021,Austrália,62877,2180,9
BR,export,2021,Suíça,62000,2800,1
BR,export,2021,Argentina,55687,4400,3
BR,export,2021,França,54657,3042,7
BR,export,2021,Dinamarca,47016,1750,3
BR,export,2021,Guiana Francesa,43639,6686,31
BR,export,2021,Canadá,41106,231,5
BR,export,2021,Canadá,39961,692,4
BR,export,2021,Portugal,37620,1478,5
BR,export,2021,Coveite (Kuweit),34704,1500,2
BR,export,2021,Uruguai,29111,1992,24
BR,export,2021,Portugal,13908,5000,1
BR,export,2021,Porto Rico,12240,183,8
BR,export,2021,Peru,11250,600,1
BR,export,2021,Colômbia,4936,300,2
BR,export,2021,Bolívia,4684,1200,1
BR,export,2021,Uruguai,4386,128,1
BR,export,2021,Chile,4330,162,3
BR,export,2021,Grécia,4323,20,160
BR,export,2021,Japão,3604,46,2
BR,export,2021,Angola,2855,440,4
BR,export,2021,Cabo Verde,2338,117,10
BR,export,2021,Espanha,1989,6,104
BR,export,2021,Suriname,1823,52,1
BR,export,2021,"Marshall, Ilhas",57,2,2
BR,export,2021,Hong Kong,44,1,1
BR,export,2020,Itália,4462413,71100,2
BR,export,2020,Estados Unidos,3742042,96156,52
BR,export,2020,Estados Unidos,3530302,94555,8
BR,export,2020,"Virgens, Ilhas (Americanas)",2030000,44000,1
BR,export,2020,França,866255,18000,1
BR,export,2020,Argentina,806066,35100,5
BR,export,2020,Turquia,730880,37700,11
BR,export,2020,Paraguai,395555,15668,4
BR,export,2020,Paraguai,299647,16837,235
BR,export,2020,Países Baixos (Holanda),263223,443,54
BR,export,2020,Bahamas,155660,3760,1
BR,export,2020,Uruguai,151935,11792,224
BR,export,2020,Japão,78323,3295,1
BR,export,2020,Estados Unidos,74803,1732,24
BR,export,2020,Países Baixos (Holanda),73114,6200,12
BR,export,2020,Irlanda,69392,198,4
BR,export,2020,Turquia,65228,1300,1
BR,export,2020,Guiana Francesa,64511,6959,60
BR,export,2020,Canadá,64113,2200,1
BR,export,2020,Uruguai,42644,2600,1
BR,export,2020,Emirados Árabes Unidos,38512,2200,1
BR,export,2020,Dinamarca,34863,1350,2
BR,export,2020,Suíça,18360,268,12
BR,export,2020,França,18065,54,2
BR,export,2020,Colômbia,17603,995,7
BR,export,2020,Uruguai,12650,20,7
BR,export,2020,França,11864,1100,1250
BR,export,2020,Portugal,7842,370,2
BR,export,2020,França,6596,252,8
BR,export,2020,Argentina,6000,950,10
BR,export,2020,Austrália,4590,69,3
BR,export,2020,Chile,3674,46,2
BR,export,2020,Canadá,3120,53,1
BR,export,2020,Canadá,2906,39,1
BR,export,2020,Grécia,2351,13,90
BR,export,2020,Espanha,1153,4,55
BR,export,2020,Angola,1037,64,2
BR,export,2020,Guiana,996,80,1
BR,export,2020,Hong Kong,165,9,2
BR,export,2020,Itália,135,25,1
BR,export,2019,Estados Unidos,6683513,136500,13
BR,export,2019,Estados Unidos,5667373,159050,8
BR,export,2019,Paraguai,4367597,107906,19
BR,export,2019,Itália,2048676,40300,2
BR,export,2019,Bahamas,1032727,18000,1
BR,export,2019,Colômbia,906483,21800,1
BR,export,2019,"Cayman, Ilhas",584881,12700,2
BR,export,2019,Noruega,307928,569,16
BR,export,2019,Argentina,287770,20700,6
BR,export,2019,Paraguai,238555,21915,143
BR,export,2019,Turquia,215600,9800,4
BR,export,2019,Tailândia,150000,5700,1
BR,export,2019,Argentina,135872,8065,43
BR,export,2019,Índia,116340,3250,5
BR,export,2019,Estados Unidos,115923,515,14
BR,export,2019,Portugal,115462,2644,23
BR,export,2019,Países Baixos (Holanda),98090,61,2
BR,export,2019,Emirados Árabes Unidos,85316,3295,1
BR,export,2019,Colômbia,76790,5900,4
BR,export,2019,Suriname,72368,7667,1
BR,export,2019,Nova Zelândia,67602,3400,4
BR,export,2019,Uruguai,59314,3305,46
BR,export,2019,Suíça,35847,1350,3
BR,export,2019,Irlanda,25048,64,4
BR,export,2019,Portugal,21921,795,3
BR,export,2019,Guiana Francesa,13656,1595,8
BR,export,2019,Austrália,12607,850,1
BR,export,2019,Guiana,7723,380,4
BR,export,2019,Suriname,7045,750,5
BR,export,2019,Grécia,1152,45,45
BR,export,2019,Países Baixos (Holanda),914,108,36
BR,export,2019,Espanha,600,2,29
BR,export,2019,Emirados Árabes Unidos,108,131,1
BR,export,2019,Angola,98,36,1
BR,export,2018,Estados Unidos,7276127,152708,9
BR,export,2018,Estados Unidos,5626950,129020,16
BR,export,2018,Paraguai,3131616,89600,11
BR,export,2018,Uruguai,1150000,21800,1
BR,export,2018,Itália,481172,10500,1
BR,export,2018,Paraguai,365105,26370,116
BR,export,2018,Noruega,241184,410,13
BR,export,2018,Argentina,176507,11598,65
BR,export,2018,Austrália,128308,3900,1
BR,export,2018,Colômbia,101588,6895,23
BR,export,2018,Bolívia,84000,920,8
BR,export,2018,Estados Unidos,82302,2241,20
BR,export,2018,Uruguai,52922,3845,53
BR,export,2018,Alemanha,52150,6200,1
BR,export,2018,Chile,46672,1008,4
BR,export,2018,Argentina,43893,2750,2
BR,export,2018,Turquia,41378,4900,1
BR,export,2018,Nova Zelândia,6200,91,2
BR,export,2018,Grécia,2055,9,89
BR,export,2018,Bolívia,1686,140,2
BR,export,2018,Espanha,47,0,5
BR,export,2017,Estados Unidos,5252236,110900,12
BR,export,2017,Estados Unidos,5090501,128910,14
BR,export,2017,Argentina,3456538,144312,37
BR,export,2017,Paraguai,1882892,72398,12
BR,export,2017,Emirados Árabes Unidos,980000,20000,2
BR,export,2017,Panamá,469777,11200,1
BR,export,2017,Argentina,345636,20800,127
BR,export,2017,Noruega,295289,1925,15
BR,export,2017,Uruguai,195882,13489,113
BR,export,2017,Índia,195000,5100,6
BR,export,2017,Paraguai,153006,13405,226
BR,export,2017,Colômbia,149501,10480,39
BR,export,2017,Peru,126089,3900,2
BR,export,2017,Polônia,114086,4000,1
BR,export,2017,Espanha,100015,6028,125
BR,export,2017,Austrália,60685,1800,1
BR,export,2017,Bélgica,52270,7740,1
BR,export,2017,Argentina,21540,180,2
BR,export,2017,Austrália,19361,950,1
BR,export,2017,Peru,18977,1217,8
BR,export,2017,Canadá,18250,81,2
BR,export,2017,Singapura,8663,27,1
BR,export,2017,Alemanha,3900,32,1
BR,export,2017,Bolívia,3278,605,5
BR,export,2017,Bolívia,3145,340,4
BR,export,2017,Angola,3097,240,2
BR,export,2017,Grécia,788,6,53
BR,export,2016,Estados Unidos,9345826,341440,17
BR,export,2016,Itália,3752777,65900,2
BR,export,2016,Argentina,2286484,103504,354
BR,export,2016,Estados Unidos,2152008,41207,34
BR,export,2016,Uruguai,1238955,23735,3
BR,export,2016,Argentina,968457,40868,17
BR,export,2016,Paraguai,926543,32550,6
BR,export,2016,Austrália,861611,31590,5
BR,export,2016,Colômbia,494501,11200,1
BR,export,2016,Panamá,329239,8560,1
BR,export,2016,Noruega,293479,534,16
BR,export,2016,Uruguai,168544,10410,119
BR,export,2016,Alemanha,124132,6160,5
BR,export,2016,Taiwan (Formosa),99196,2235,3
BR,export,2016,Paraguai,82687,7943,85
BR,export,2016,Malta,65000,3175,1
BR,export,2016,Angola,63545,2500,1
BR,export,2016,Bolívia,63099,5164,111
BR,export,2016,China,55325,1750,2
BR,export,2016,Espanha,45600,1180,1
BR,export,2016,Peru,42393,1800,1
BR,export,2016,Espanha,42103,4500,10
BR,export,2016,Chile,41348,1650,1
BR,export,2016,Angola,40700,1200,1
BR,export,2016,Sérvia,37106,1750,3
BR,export,2016,Estados Unidos,34820,279,5
BR,export,2016,Alemanha,34711,275,58
BR,export,2016,Colômbia,31383,1200,1
BR,export,2016,Peru,28273,1250,2
BR,export,2016,Canadá,12224,147,7
BR,export,2016,Chile,11994,633,3
BR,export,2016,Coveite (Kuweit),9604,110,5
BR,export,2016,Singapura,6580,97,2
BR,export,2016,Bolívia,4773,120,1
BR,export,2016,Reino Unido,4460,52,1
BR,export,2016,Dinamarca,4111,44,2
BR,export,2016,Chile,2408,22,1
BR,export,2016,Peru,2362,20,1
BR,export,2016,Hungria,2301,18,1
BR,export,2016,Suíça,2294,22,1
BR,export,2016,Índia,2259,22,1
BR,export,2016,Austrália,2247,22,1
BR,export,2016,Israel,2000,22,1
BR,export,2016,Espanha,652,3,52
BR,export,2016,Grécia,373,1,29
BR,export,2016,Portugal,142,150,1
BR,export,2015,Estados Unidos,6245674,147872,16
BR,export,2015,Uruguai,1500000,23500,1
BR,export,2015,Paraguai,405000,11200,1
BR,export,2015,Estados Unidos,258056,7211,7
BR,export,2015,Noruega,177322,312,10
BR,export,2015,Estados Unidos,131828,3445,29
BR,export,2015,Paraguai,86224,4844,37
BR,export,2015,Austrália,82064,3600,2
BR,export,2015,Emirados Árabes Unidos,79680,5140,2
BR,export,2015,Bolívia,55154,3068,23
BR,export,2015,Emirados Árabes Unidos,39360,1540,2
BR,export,2015,Uruguai,32250,1695,29
BR,export,2015,Argentina,27444,1469,1
BR,export,2015,Chile,27000,1850,1
BR,export,2015,Países Baixos (Holanda),23023,1800,1
BR,export,2015,Canadá,18880,313,8
BR,export,2015,Venezuela,9276,22,2
BR,export,2015,República Dominicana,8907,250,1
BR,export,2015,Alemanha,6847,75,4
BR,export,2015,Países Baixos (Holanda),5374,34,2
BR,export,2015,Coreia do Sul,4780,70,1
BR,export,2015,Suíça,4638,11,1
BR,export,2015,Rússia,4409,11,1
BR,export,2015,Suíça,2705,150,1
BR,export,2015,Bolívia,2664,100,1
BR,export,2015,Singapura,2280,110,2
BR,export,2015,Angola,1687,88,2
BR,export,2015,Chile,369,6,6
BR,export,2015,Espanha,361,1,23
BR,export,2015,Espanha,294,4,3
BR,export,2015,Grécia,239,1,24
BR,export,2014,Estados Unidos,806956,22600,4
BR,export,2014,Emirados Árabes Unidos,228055,9170,9
BR,export,2014,México,194030,5650,1
BR,export,2014,Estados Unidos,148092,4010,55
BR,export,2014,Coreia do Sul,117000,3200,1
BR,export,2014,Noruega,101437,357,19
BR,export,2014,Emirados Árabes Unidos,90139,3720,2
BR,export,2014,Angola,84464,3270,4
BR,export,2014,Uruguai,80382,3680,61
BR,export,2014,Paraguai,75498,3941,73
BR,export,2014,Portugal,49800,90,1
BR,export,2014,França,28621,67,5
BR,export,2014,Alemanha,22542,85,3
BR,export,2014,Angola,17654,210,7
BR,export,2014,Bolívia,16464,1440,22
BR,export,2014,Índia,9276,22,2
BR,export,2014,Angola,5634,138,1
BR,export,2014,África do Sul,4638,11,1
BR,export,2014,Reino Unido,4636,11,1
BR,export,2014,Equador,3693,166,8
BR,export,2014,Colômbia,1609,94,4
BR,export,2014,Portugal,1388,122,473
BR,export,2014,Países Baixos (Holanda),806,20,1
BR,export,2014,Peru,489,40,1
BR,export,2014,Paraguai,357,7,4
BR,export,2014,Nova Zelândia,325,5,1
BR,export,2014,Uruguai,121,22,2
BR,export,2014,Costa Rica,13,1,1
BR,export,2013,Estados Unidos,431077,9671,50
BR,export,2013,Estados Unidos,336740,587,458
BR,export,2013,Uruguai,218453,10274,332
BR,export,2013,Estados Unidos,198733,5400,1
BR,export,2013,Emirados Árabes Unidos,189269,11104,4
BR,export,2013,Paraguai,101587,5366,46
BR,export,2013,Argentina,98000,3654,1
BR,export,2013,Coreia do Sul,77081,4542,2
BR,export,2013,Noruega,67792,244,7
BR,export,2013,Guiné Equatorial,49957,569,2
BR,export,2013,China,46375,110,10
BR,export,2013,Reino Unido,38000,85,1
BR,export,2013,Venezuela,31854,93,3
BR,export,2013,Finlândia,16453,348,3
BR,export,2013,Argentina,13791,465,1
BR,export,2013,Paraguai,11152,1279,3
BR,export,2013,Emirados Árabes Unidos,10920,2050,3
BR,export,2013,Noruega,9970,44,2
BR,export,2013,Angola,5113,160,1
BR,export,2013,Angola,4726,250,2
BR,export,2013,Quênia,4638,11,1
BR,export,2013,Bolívia,4472,350,5
BR,export,2013,Japão,3000,153,1
BR,export,2013,Portugal,2757,90,2
BR,export,2013,Irlanda,1880,11,1
BR,export,2013,Reino Unido,1610,1000,1
BR,export,2013,Equador,1450,65,3
BR,export,2013,Espanha,654,2,47
BR,export,2013,Paraguai,472,49,24
BR,export,2013,Nova Zelândia,305,4,1
BR,export,2013,Cuba,250,18,1
BR,export,2013,França,242,85,85
BR,export,2012,Estados Unidos,7050000,329940,1
BR,export,2012,Uruguai,161788,8127,299
BR,export,2012,Noruega,156128,818,45
BR,export,2012,Países Baixos (Holanda),147950,8523,6
BR,export,2012,Venezuela,108575,310,10
BR,export,2012,Paraguai,82378,4496,77
BR,export,2012,China,81052,141,6
BR,export,2012,"Virgens, Ilhas (Britânicas)",37308,54,2
BR,export,2012,Hong Kong,36190,54,2
BR,export,2012,Singapura,25746,81,4
BR,export,2012,Aruba,19767,500,34
BR,export,2012,Porto Rico,13252,1877,1
BR,export,2012,Paraguai,11729,1400,1
BR,export,2012,Coveite (Kuweit),9275,22,2
BR,export,2012,Chile,9243,1000,10
BR,export,2012,Canadá,7876,108,3
BR,export,2012,Emirados Árabes Unidos,3657,54,2
BR,export,2012,Estados Unidos,2687,25,1
BR,export,2012,"Cayman, Ilhas",2080,11,1
BR,export,2012,Nova Zelândia,1021,9,23
