grupo,flow,year,municipio,uf,metricFOB,metricKG
1604-1605,import,2013,Palhoça,SC,110025,12943
1604-1605,import,2013,Jaraguá do Sul,SC,84775,28100
1604-1605,import,2013,Joinville,SC,73890,24000
1604-1605,import,2013,Balneário Camboriú,SC,36244,17692
1604-1605,import,2013,Florianópolis,SC,35012,11260
1604-1605,import,2013,Camboriú,SC,14500,5000
1604-1605,import,2012,Itajaí,SC,40148605,13814046
1604-1605,import,2012,Navegantes,SC,3424825,1306324
1604-1605,import,2012,Fraiburgo,SC,953280,412117
1604-1605,import,2012,Florianópolis,SC,637583,200755
1604-1605,import,2012,Palhoça,SC,610019,71917
1604-1605,import,2012,Balneário Camboriú,SC,518066,199581
1604-1605,import,2012,São Francisco do Sul,SC,372256,128763
1604-1605,import,2012,Porto Belo,SC,147531,32069
1604-1605,import,2012,Itapema,SC,72186,10895
1604-1605,import,2012,Jaraguá do Sul,SC,70941,20540
1604-1605,import,2012,Blumenau,SC,63204,10080
1604-1605,import,2012,Ilhota,SC,53801,22000
1604-1605,import,2012,Joinville,SC,25145,33
1604-1605,import,2011,Itajaí,SC,19177663,6547574
1604-1605,import,2011,Navegantes,SC,3486245,1445580
1604-1605,import,2011,Fraiburgo,SC,1258439,553025
1604-1605,import,2011,Balneário Camboriú,SC,1035290,380462
1604-1605,import,2011,Pomerode,SC,447083,144960
1604-1605,import,2011,Florianópolis,SC,276893,96754
1604-1605,import,2011,Ilhota,SC,59800,23000
1604-1605,import,2011,Blumenau,SC,47643,7171
1604-1605,import,2011,Jaraguá do Sul,SC,47400,12000
1604-1605,import,2011,Porto Belo,SC,47166,16157
1604-1605,import,2010,Itajaí,SC,12453386,4758682
1604-1605,import,2010,Navegantes,SC,2570845,1005506
1604-1605,import,2010,Fraiburgo,SC,406312,179965
1604-1605,import,2010,Balneário Camboriú,SC,347130,115356
1604-1605,import,2010,Pomerode,SC,179118,49990
1604-1605,import,2010,Itapema,SC,45000,15000
1604-1605,import,2010,Florianópolis,SC,35732,9820
1604-1605,import,2010,Blumenau,SC,30279,5137
1604-1605,import,2010,Ilhota,SC,17700,6000
