flow,year,municipio,uf,metricFOB,metricKG
import,2011,Olinda,PE,123764,4218
import,2011,Jaboatão dos Guararapes,PE,115270,5914
import,2011,Santos,SP,114546,7700
import,2011,Esmeraldas,MG,112745,41778
import,2011,Guarulhos,SP,99288,9526
import,2011,Vila Velha,ES,79204,2585
import,2011,Goiânia,GO,71885,2900
import,2011,Ponte Nova,MG,63717,19118
import,2011,Novo Hamburgo,RS,60450,3569
import,2011,Ilhabela,SP,58800,6000
import,2011,Barueri,SP,58291,8817
import,2011,Araquari,SC,57321,696
import,2011,Uberlândia,MG,48577,15355
import,2011,Garopaba,SC,47297,2646
import,2011,Rubiataba,GO,40800,2560
import,2011,São Bento,PB,38765,1990
import,2011,Rio Largo,AL,34279,1700
import,2011,Foz do Iguaçu,PR,32309,1444
import,2011,Cariacica,ES,31500,1350
import,2011,Nova Roma do Sul,RS,30300,1416
import,2011,Diadema,SP,29273,1117
import,2011,Londrina,PR,28941,944
import,2011,Santa Isabel,SP,25098,225
import,2011,Belo Horizonte,MG,24707,1167
import,2011,Brusque,SC,23839,554
import,2011,São José dos Pinhais,PR,23474,1310
import,2011,Jaboticabal,SP,22500,595
import,2011,São Leopoldo,RS,20000,738
import,2011,Chapecó,SC,20000,738
import,2011,Santa Rosa,RS,19522,1404
import,2011,Simões Filho,BA,18363,1461
import,2011,Boa Vista,RR,17799,590
import,2011,Porto Belo,SC,17147,6519
import,2011,Gavião Peixoto,SP,15738,50
import,2011,Teresina,PI,15102,668
import,2011,Belford Roxo,RJ,14922,846
import,2011,Cambé,PR,14098,2201
import,2011,Cotia,SP,14062,388
import,2011,Campo Bom,RS,14000,450
import,2011,Barra de São Francisco,ES,12381,369
import,2011,Caxias do Sul,RS,11439,551
import,2011,Eunápolis,BA,9623,770
import,2011,Santo André,SP,9559,383
import,2011,Camaçari,BA,9399,3221
import,2011,Aracaju,SE,8999,145
import,2011,Teresópolis,RJ,8527,383
import,2011,Pinhais,PR,7620,334
import,2011,São Sebastião,SP,5700,400
import,2011,Natal,RN,5677,240
import,2011,Caieiras,SP,4862,1014
import,2011,Franca,SP,4700,336
import,2011,Itupeva,SP,4628,6
import,2011,Ananindeua,PA,3789,1298
import,2011,Cordilheira Alta,SC,3579,1341
import,2011,Araxá,MG,3390,376
import,2011,Aparecida do Taboado,MS,3058,884
import,2011,Nossa Senhora do Socorro,SE,2593,1180
import,2011,Araricá,RS,1690,454
import,2011,São Francisco do Sul,SC,1317,539
import,2011,Jaraguá do Sul,SC,1190,442
import,2011,Ribeirão das Neves,MG,1166,268
import,2011,Passo Fundo,RS,579,80
import,2011,Santa Rita do Passa Quatro,SP,500,112
import,2011,Santana,AP,372,97
import,2011,São Bernardo do Campo,SP,55,2
import,2010,Itajaí,SC,38961927,912125
import,2010,Manaus,AM,19385222,751134
import,2010,São Paulo,SP,18241333,504400
import,2010,Joinville,SC,15616268,794120
import,2010,Macapá,AP,12481633,290215
import,2010,Palmas,TO,3952169,101320
import,2010,João Pessoa,PB,3853288,147883
import,2010,Florianópolis,SC,3222212,49808
import,2010,Recife,PE,3149251,149834
import,2010,Rio de Janeiro,RJ,2891489,109125
import,2010,Vila Velha,ES,1878810,82743
import,2010,Maceió,AL,1332760,55136
import,2010,Angra dos Reis,RJ,1058000,36058
import,2010,Brasília,DF,971569,29907
import,2010,Serra,ES,830746,30757
import,2010,São José dos Campos,SP,768392,2121
import,2010,Santana de Parnaíba,SP,482345,22055
import,2010,Balneário Camboriú,SC,457793,16969
import,2010,Barueri,SP,432656,16370
import,2010,Cabedelo,PB,429644,17022
import,2010,Santos,SP,408037,32590
import,2010,Niterói,RJ,380072,18085
import,2010,Vitória,ES,367517,17448
import,2010,Campinas,SP,358578,12923
import,2010,Curitiba,PR,338990,36476
import,2010,Belo Horizonte,MG,231377,10500
import,2010,Ribeirão Preto,SP,222763,10565
import,2010,Belém,PA,220676,9061
import,2010,Porto Alegre,RS,218270,32408
import,2010,Santa Bárbara d'Oeste,SP,171590,10565
import,2010,Jandira,SP,168998,50385
import,2010,Guarulhos,SP,157828,13832
import,2010,Macaé,RJ,148855,2282
import,2010,Porto Velho,RO,147295,5795
import,2010,São José,SC,113344,53163
import,2010,Gavião Peixoto,SP,113014,148
import,2010,Cabo de Santo Agostinho,PE,101705,4518
import,2010,Criciúma,SC,95860,4008
import,2010,Pomerode,SC,74125,3454
import,2010,Palhoça,SC,66001,2256
import,2010,Esmeraldas,MG,60325,25471
import,2010,Santa Cruz do Sul,RS,59791,23100
import,2010,Fortaleza,CE,52772,4069
import,2010,Dionísio Cerqueira,SC,44940,2022
import,2010,Piracicaba,SP,43817,2973
import,2010,Diadema,SP,43162,4249
import,2010,Arujá,SP,42460,1627
import,2010,Lauro de Freitas,BA,42254,2477
import,2010,São Bernardo do Campo,SP,40337,5105
import,2010,Maracanaú,CE,39413,1920
import,2010,Várzea Grande,MT,38564,1363
import,2010,São Bento,PB,36000,1938
import,2010,Rubiataba,GO,34060,1164
import,2010,Jaboatão dos Guararapes,PE,30941,1289
import,2010,Boca do Acre,AM,25171,1179
import,2010,Foz do Iguaçu,PR,24653,964
import,2010,Cuiabá,MT,22879,777
import,2010,Osasco,SP,18135,30
import,2010,Novo Hamburgo,RS,15190,751
import,2010,Mauá,SP,13465,300
import,2010,Petrópolis,RJ,13000,404
import,2010,Uberlândia,MG,11555,4473
import,2010,Arapongas,PR,10999,760
import,2010,Caxias do Sul,RS,10800,381
import,2010,Contagem,MG,10139,430
import,2010,São Leopoldo,RS,9500,359
import,2010,Pinhais,PR,8560,397
import,2010,Duque de Caxias,RJ,8237,4034
import,2010,Uruguaiana,RS,5930,600
import,2010,Montenegro,RS,5900,280
import,2010,Bom Jesus dos Perdões,SP,5569,1300
import,2010,São Francisco do Sul,SC,3662,1623
import,2010,Ponte Nova,MG,3352,1303
import,2010,Salvador,BA,2777,221
import,2010,Jaraguá do Sul,SC,2712,947
import,2010,Exterior,EX,2339,40
import,2010,Nossa Senhora do Socorro,SE,1915,903
import,2010,São José dos Pinhais,PR,1551,42
import,2010,Santana,AP,528,148
