grupo,flow,year,country,metricFOB,metricKG
1604-1605,import,2024,Marrocos,47129,10950
1604-1605,import,2024,Itália,45300,1497
1604-1605,import,2024,Argentina,29245,5415
1604-1605,import,2023,Tailândia,6656765,3003766
1604-1605,import,2023,Equador,3282503,1254513
1604-1605,import,2023,China,2740969,1052900
1604-1605,import,2023,El Salvador,1391797,656372
1604-1605,import,2023,Chile,1096822,391835
1604-1605,import,2023,Portugal,1003076,189327
1604-1605,import,2023,Peru,372042,154514
1604-1605,import,2023,Colômbia,184982,99990
1604-1605,import,2023,Espanha,116594,41920
1604-1605,import,2023,Uruguai,102920,32005
1604-1605,import,2023,Islândia,55143,3000
1604-1605,import,2023,Argentina,40484,6380
1604-1605,import,2023,Itália,37152,1307
1604-1605,import,2023,Países Baixos (Holanda),9620,2410
1604-1605,import,2022,Equador,7944476,2997246
1604-1605,import,2022,Tailândia,4123384,1545240
1604-1605,import,2022,China,2145444,754000
1604-1605,import,2022,El Salvador,2108270,1213745
1604-1605,import,2022,Portugal,1079837,248397
1604-1605,import,2022,Peru,1005787,308075
1604-1605,import,2022,Chile,283032,103894
1604-1605,import,2022,Argentina,193188,19311
1604-1605,import,2022,Itália,165352,7835
1604-1605,import,2022,Espanha,78992,33173
1604-1605,import,2022,Uruguai,63400,20000
1604-1605,import,2022,Colômbia,44996,24998
1604-1605,import,2021,Tailândia,4973313,2847710
1604-1605,import,2021,Equador,4634355,2278522
1604-1605,import,2021,China,3557492,1386400
1604-1605,import,2021,El Salvador,1206189,724023
1604-1605,import,2021,Portugal,1204561,259792
1604-1605,import,2021,Peru,965828,390941
1604-1605,import,2021,Chile,443000,159882
1604-1605,import,2021,Uruguai,181960,64000
1604-1605,import,2021,Argentina,101680,38960
1604-1605,import,2021,Itália,31216,1087
1604-1605,import,2021,Espanha,26711,12000
1604-1605,import,2020,Tailândia,7041088,2847498
1604-1605,import,2020,Equador,6512391,2576510
1604-1605,import,2020,El Salvador,2034332,929490
1604-1605,import,2020,China,1121348,562500
1604-1605,import,2020,Portugal,1057379,238856
1604-1605,import,2020,Chile,741852,265765
1604-1605,import,2020,Peru,655309,196729
1604-1605,import,2020,Argentina,188023,69041
1604-1605,import,2020,Itália,139810,5246
1604-1605,import,2020,Uruguai,91960,34000
1604-1605,import,2020,Espanha,88219,6432
1604-1605,import,2019,Tailândia,12366804,4626710
1604-1605,import,2019,Equador,5493562,1405501
1604-1605,import,2019,El Salvador,3116858,1146709
1604-1605,import,2019,China,1036211,506000
1604-1605,import,2019,Portugal,916403,212641
1604-1605,import,2019,Chile,774260,305000
1604-1605,import,2019,Peru,259340,57958
1604-1605,import,2019,Espanha,124406,9853
1604-1605,import,2019,Uruguai,104700,36200
1604-1605,import,2019,Argentina,94595,33008
1604-1605,import,2018,Tailândia,20499971,6459263
1604-1605,import,2018,Equador,15053722,3131233
1604-1605,import,2018,China,2261501,823320
1604-1605,import,2018,El Salvador,1299915,475180
1604-1605,import,2018,Portugal,1228306,285566
1604-1605,import,2018,Chile,1069595,450500
1604-1605,import,2018,Uruguai,343305,119410
1604-1605,import,2018,Argentina,333973,51448
1604-1605,import,2018,Peru,129608,28856
1604-1605,import,2017,Equador,15572436,4325075
1604-1605,import,2017,Tailândia,13054289,5471361
1604-1605,import,2017,China,2100301,704760
1604-1605,import,2017,El Salvador,1519413,697522
1604-1605,import,2017,Chile,859410,329960
1604-1605,import,2017,Portugal,561227,138132
1604-1605,import,2017,Peru,413578,112746
1604-1605,import,2017,Uruguai,382737,135960
1604-1605,import,2017,Argentina,166500,36884
1604-1605,import,2017,Espanha,49309,3609
1604-1605,import,2016,Equador,19690505,5612226
1604-1605,import,2016,Tailândia,12715742,5560687
1604-1605,import,2016,China,3580087,1316700
1604-1605,import,2016,Chile,1222851,459585
1604-1605,import,2016,El Salvador,1066993,599612
1604-1605,import,2016,Peru,885777,195810
1604-1605,import,2016,Uruguai,656934,235920
1604-1605,import,2016,Portugal,502714,123517
1604-1605,import,2016,Itália,42179,2514
1604-1605,import,2016,Argentina,35700,12000
1604-1605,import,2015,Tailândia,20044415,7672254
1604-1605,import,2015,Equador,19445567,6048297
1604-1605,import,2015,Peru,2560067,703612
1604-1605,import,2015,Chile,2176116,688781
1604-1605,import,2015,China,1221663,547500
1604-1605,import,2015,El Salvador,983531,432125
1604-1605,import,2015,Uruguai,486698,165580
1604-1605,import,2015,Portugal,476640,113254
1604-1605,import,2015,Espanha,132149,25820
1604-1605,import,2015,Argentina,130160,36800
1604-1605,import,2014,Equador,31830411,7759221
1604-1605,import,2014,Tailândia,21921287,7659535
1604-1605,import,2014,Peru,4988600,1350157
1604-1605,import,2014,El Salvador,4039860,1384256
1604-1605,import,2014,Chile,2233954,709305
1604-1605,import,2014,China,1127403,482500
1604-1605,import,2014,Uruguai,1000681,346089
1604-1605,import,2014,Portugal,528352,99836
1604-1605,import,2014,Argentina,494544,124624
1604-1605,import,2014,Brasil,32023,6716
1604-1605,import,2014,Espanha,14181,2430
1604-1605,import,2013,Tailândia,33174723,12849937
1604-1605,import,2013,Equador,24506943,5632717
1604-1605,import,2013,Peru,10693633,2848079
1604-1605,import,2013,El Salvador,4814669,1433065
1604-1605,import,2013,Chile,2452944,812335
1604-1605,import,2013,China,1722149,758000
1604-1605,import,2013,Uruguai,913260,300784
1604-1605,import,2013,Argentina,472005,139600
1604-1605,import,2013,Portugal,437880,84733
1604-1605,import,2013,Alemanha,213803,17059
1604-1605,import,2013,Espanha,148813,16554
1604-1605,import,2012,Tailândia,26731162,10317240
1604-1605,import,2012,Equador,11386338,3093001
1604-1605,import,2012,Peru,2366077,631353
1604-1605,import,2012,China,1885077,833000
1604-1605,import,2012,Uruguai,1588746,506486
1604-1605,import,2012,Chile,1289356,474754
1604-1605,import,2012,Argentina,912264,261151
1604-1605,import,2012,Alemanha,422566,27255
1604-1605,import,2012,Portugal,363373,69272
1604-1605,import,2012,Espanha,152483,15608
1604-1605,import,2011,Tailândia,11322413,4133159
1604-1605,import,2011,Equador,6183691,2094757
1604-1605,import,2011,Uruguai,2760404,1048889
1604-1605,import,2011,China,1541432,694000
1604-1605,import,2011,Chile,1154983,411948
1604-1605,import,2011,Peru,1103222,433194
1604-1605,import,2011,Argentina,1044439,299920
1604-1605,import,2011,Portugal,428980,77602
1604-1605,import,2011,Alemanha,184704,14791
1604-1605,import,2011,Espanha,159354,18423
1604-1605,import,2010,Tailândia,10130969,3827727
1604-1605,import,2010,Uruguai,2405997,949821
1604-1605,import,2010,Equador,1676837,620789
1604-1605,import,2010,Argentina,1099389,458182
1604-1605,import,2010,Chile,404350,174000
1604-1605,import,2010,Peru,124062,53077
1604-1605,import,2010,Espanha,113932,12723
1604-1605,import,2010,China,99687,44000
1604-1605,import,2010,Alemanha,30279,5137
