grupo,flow,year,state,uf,metricFOB,metricKG
1604-1605,export,2016,Santa Catarina,SC,10144488,2794408
1604-1605,export,2016,Rio de Janeiro,RJ,123932,33770
1604-1605,export,2016,São Paulo,SP,77691,9886
1604-1605,export,2016,Paraná,PR,25228,2296
1604-1605,export,2016,Minas Gerais,MG,3484,433
1604-1605,export,2016,Rio Grande do Sul,RS,3246,907
1604-1605,export,2016,Pernambuco,PE,2901,392
1604-1605,export,2016,Rondônia,RO,275,36
1604-1605,export,2016,Goiás,GO,85,8
1604-1605,export,2015,Santa Catarina,SC,12091763,3438133
1604-1605,export,2015,Rio de Janeiro,RJ,252709,67830
1604-1605,export,2015,São Paulo,SP,219367,36220
1604-1605,export,2015,Paraná,PR,10142,1350
1604-1605,export,2015,Minas Gerais,MG,7279,1041
1604-1605,export,2015,Rio Grande do Sul,RS,3365,902
1604-1605,export,2015,Rondônia,RO,112,19
1604-1605,export,2014,Santa Catarina,SC,13905589,3374504
1604-1605,export,2014,Rio Grande do Sul,RS,851510,121125
1604-1605,export,2014,São Paulo,SP,321907,53625
1604-1605,export,2014,Rio de Janeiro,RJ,205978,38185
1604-1605,export,2014,Minas Gerais,MG,3616,3300
1604-1605,export,2014,Pernambuco,PE,1975,245
1604-1605,export,2014,Paraná,PR,578,138
1604-1605,export,2014,Goiás,GO,144,12
1604-1605,export,2013,Santa Catarina,SC,14542565,3618028
1604-1605,export,2013,Rio Grande do Sul,RS,2398671,340381
1604-1605,export,2013,São Paulo,SP,144077,11096
1604-1605,export,2013,Rio de Janeiro,RJ,84908,16515
1604-1605,export,2013,Minas Gerais,MG,3660,298
1604-1605,export,2013,Paraná,PR,1362,269
1604-1605,export,2013,Não Declarada,ND,1065,234
1604-1605,export,2013,Zona Não Declarada,ZN,320,34
1604-1605,export,2013,Mato Grosso,MT,38,6
1604-1605,export,2012,Santa Catarina,SC,16994727,4473732
1604-1605,export,2012,Rio Grande do Sul,RS,4860552,864201
1604-1605,export,2012,São Paulo,SP,112421,12303
1604-1605,export,2012,Rio de Janeiro,RJ,5627,921
1604-1605,export,2012,Pará,PA,5138,512
1604-1605,export,2012,Não Declarada,ND,3588,1143
1604-1605,export,2012,Paraná,PR,3389,696
1604-1605,export,2012,Mercadoria Nacionalizada,MN,959,12
1604-1605,export,2012,Rondônia,RO,784,85
1604-1605,export,2012,Zona Não Declarada,ZN,759,71
1604-1605,export,2012,Minas Gerais,MG,220,24
1604-1605,export,2012,Mato Grosso,MT,12,60
1604-1605,export,2011,Santa Catarina,SC,14053694,3751652
1604-1605,export,2011,Rio Grande do Sul,RS,4781444,974985
1604-1605,export,2011,Rio de Janeiro,RJ,896619,197042
1604-1605,export,2011,São Paulo,SP,121359,21208
1604-1605,export,2011,Acre,AC,65907,18430
1604-1605,export,2011,Zona Não Declarada,ZN,21399,2816
1604-1605,export,2011,Paraná,PR,17237,2644
1604-1605,export,2011,Mercadoria Nacionalizada,MN,9535,397
1604-1605,export,2011,Não Declarada,ND,1798,203
1604-1605,export,2011,Goiás,GO,999,263
1604-1605,export,2011,Minas Gerais,MG,760,57
1604-1605,export,2011,Rondônia,RO,686,61
1604-1605,export,2011,Pará,PA,534,60
1604-1605,export,2011,Mato Grosso do Sul,MS,133,55
1604-1605,export,2010,Santa Catarina,SC,11643053,3438618
1604-1605,export,2010,Rio Grande do Sul,RS,3796590,859255
1604-1605,export,2010,Rio de Janeiro,RJ,1288202,276566
1604-1605,export,2010,São Paulo,SP,224770,41424
1604-1605,export,2010,Zona Não Declarada,ZN,26828,1665
1604-1605,export,2010,Minas Gerais,MG,15424,4131
1604-1605,export,2010,Paraná,PR,12185,2027
1604-1605,export,2010,Não Declarada,ND,10321,1222
1604-1605,export,2010,Goiás,GO,2393,484
1604-1605,export,2010,Pará,PA,2316,549
1604-1605,export,2010,Mercadoria Nacionalizada,MN,406,85
1604-1605,export,2010,Mato Grosso do Sul,MS,214,28
1604-1605,import,2026,Santa Catarina,SC,28723504,8823053
1604-1605,import,2026,São Paulo,SP,6848673,1388596
1604-1605,import,2026,Rio de Janeiro,RJ,1660599,465608
1604-1605,import,2026,Rondônia,RO,987708,285306
1604-1605,import,2026,Rio Grande do Sul,RS,620385,171417
1604-1605,import,2026,Pernambuco,PE,541244,187468
1604-1605,import,2026,Minas Gerais,MG,504151,73298
1604-1605,import,2026,Alagoas,AL,406113,122284
1604-1605,import,2026,Bahia,BA,309864,85120
1604-1605,import,2026,Ceará,CE,285120,129600
1604-1605,import,2026,Paraná,PR,204175,48978
1604-1605,import,2026,Espírito Santo,ES,170574,50294
1604-1605,import,2026,Paraíba,PB,133099,15599
1604-1605,import,2026,Goiás,GO,74205,20196
1604-1605,import,2026,Amazonas,AM,64192,8992
1604-1605,import,2026,Distrito Federal,DF,6887,218
1604-1605,import,2025,Santa Catarina,SC,26447679,8995427
1604-1605,import,2025,São Paulo,SP,11731043,2376254
1604-1605,import,2025,Ceará,CE,2556999,1032262
1604-1605,import,2025,Rio de Janeiro,RJ,2002109,671893
1604-1605,import,2025,Rondônia,RO,1068878,300910
1604-1605,import,2025,Rio Grande do Sul,RS,920661,208953
1604-1605,import,2025,Minas Gerais,MG,780935,120050
1604-1605,import,2025,Pernambuco,PE,776797,280296
1604-1605,import,2025,Bahia,BA,487073,130973
1604-1605,import,2025,Espírito Santo,ES,391165,102917
1604-1605,import,2025,Alagoas,AL,239310,114504
1604-1605,import,2025,Amazonas,AM,205787,35332
1604-1605,import,2025,Paraná,PR,137898,6920
1604-1605,import,2025,Goiás,GO,122555,30600
1604-1605,import,2025,Paraíba,PB,69192,10159
1604-1605,import,2024,Santa Catarina,SC,29250017,9886778
1604-1605,import,2024,São Paulo,SP,12697116,2589242
1604-1605,import,2024,Rondônia,RO,1819504,563226
1604-1605,import,2024,Rio de Janeiro,RJ,1797518,600370
1604-1605,import,2024,Ceará,CE,1285236,460881
1604-1605,import,2024,Pernambuco,PE,996166,385844
1604-1605,import,2024,Minas Gerais,MG,903922,138794
1604-1605,import,2024,Rio Grande do Sul,RS,688409,168446
1604-1605,import,2024,Bahia,BA,561901,154514
1604-1605,import,2024,Espírito Santo,ES,546987,143054
1604-1605,import,2024,Alagoas,AL,350498,127894
1604-1605,import,2024,Amazonas,AM,300048,55832
1604-1605,import,2024,Goiás,GO,87016,21828
1604-1605,import,2024,Paraná,PR,42413,1871
1604-1605,import,2024,Paraíba,PB,39758,6948
1604-1605,import,2023,Santa Catarina,SC,17090869,6890239
1604-1605,import,2023,São Paulo,SP,11876749,2441040
1604-1605,import,2023,Rio de Janeiro,RJ,1852195,604726
1604-1605,import,2023,Minas Gerais,MG,1083336,209269
1604-1605,import,2023,Rondônia,RO,1067470,361342
1604-1605,import,2023,Pernambuco,PE,984915,313480
1604-1605,import,2023,Ceará,CE,913352,300217
1604-1605,import,2023,Rio Grande do Sul,RS,572398,134298
1604-1605,import,2023,Bahia,BA,269103,76683
1604-1605,import,2023,Espírito Santo,ES,228357,59539
1604-1605,import,2023,Paraná,PR,203193,27126
1604-1605,import,2023,Amazonas,AM,165892,32916
1604-1605,import,2023,Alagoas,AL,153620,70166
1604-1605,import,2023,Goiás,GO,98069,27460
1604-1605,import,2023,Rio Grande do Norte,RN,56675,25000
1604-1605,import,2022,Santa Catarina,SC,19236158,7275914
1604-1605,import,2022,São Paulo,SP,7792143,1768662
1604-1605,import,2022,Rondônia,RO,1448003,511203
1604-1605,import,2022,Ceará,CE,1394595,721966
1604-1605,import,2022,Rio de Janeiro,RJ,1376814,496575
1604-1605,import,2022,Espírito Santo,ES,1120381,309437
1604-1605,import,2022,Minas Gerais,MG,794750,234820
1604-1605,import,2022,Rio Grande do Sul,RS,610265,184572
1604-1605,import,2022,Pernambuco,PE,477600,167464
1604-1605,import,2022,Alagoas,AL,277200,108550
1604-1605,import,2022,Bahia,BA,224442,71675
1604-1605,import,2022,Amazonas,AM,187034,42961
1604-1605,import,2022,Paraná,PR,71506,12061
1604-1605,import,2022,Mato Grosso do Sul,MS,24600,5098
1604-1605,import,2022,Goiás,GO,12860,2808
1604-1605,import,2021,Santa Catarina,SC,17326305,8163317
1604-1605,import,2021,São Paulo,SP,8811477,2521575
1604-1605,import,2021,Rio de Janeiro,RJ,1727510,650576
1604-1605,import,2021,Ceará,CE,1241328,692018
1604-1605,import,2021,Minas Gerais,MG,1171148,361430
1604-1605,import,2021,Pernambuco,PE,1170335,417463
1604-1605,import,2021,Rio Grande do Sul,RS,738358,243756
1604-1605,import,2021,Rondônia,RO,618641,198987
1604-1605,import,2021,Espírito Santo,ES,509972,191390
1604-1605,import,2021,Bahia,BA,409951,119022
1604-1605,import,2021,Alagoas,AL,332000,122383
1604-1605,import,2021,Amazonas,AM,208688,46731
1604-1605,import,2021,Paraná,PR,151905,35436
1604-1605,import,2021,Goiás,GO,56978,15344
1604-1605,import,2021,Mato Grosso do Sul,MS,2975,648
1604-1605,import,2020,Santa Catarina,SC,19671711,7732067
1604-1605,import,2020,São Paulo,SP,9409732,2515229
1604-1605,import,2020,Rio de Janeiro,RJ,1585028,572470
1604-1605,import,2020,Ceará,CE,1445230,605549
1604-1605,import,2020,Espírito Santo,ES,1386010,453409
1604-1605,import,2020,Minas Gerais,MG,965966,287693
1604-1605,import,2020,Alagoas,AL,800434,311148
1604-1605,import,2020,Pernambuco,PE,612818,193553
1604-1605,import,2020,Rondônia,RO,501854,160492
1604-1605,import,2020,Rio Grande do Sul,RS,412625,100948
1604-1605,import,2020,Goiás,GO,142595,45859
1604-1605,import,2020,Bahia,BA,135528,36659
1604-1605,import,2020,Amazonas,AM,118755,26736
1604-1605,import,2020,Paraná,PR,63300,18650
1604-1605,import,2020,Sergipe,SE,55946,16994
1604-1605,import,2020,Tocantins,TO,43886,18302
1604-1605,import,2020,Mato Grosso do Sul,MS,2144,432
1604-1605,import,2019,Santa Catarina,SC,24287139,8339580
1604-1605,import,2019,São Paulo,SP,15436149,3939220
1604-1605,import,2019,Rondônia,RO,2518117,765813
1604-1605,import,2019,Rio de Janeiro,RJ,2022541,743725
1604-1605,import,2019,Ceará,CE,1750534,674383
1604-1605,import,2019,Espírito Santo,ES,1209357,330120
1604-1605,import,2019,Rio Grande do Sul,RS,789514,214576
1604-1605,import,2019,Alagoas,AL,725524,181638
1604-1605,import,2019,Tocantins,TO,482061,170153
1604-1605,import,2019,Mato Grosso do Sul,MS,435327,118488
1604-1605,import,2019,Pernambuco,PE,427340,133259
1604-1605,import,2019,Minas Gerais,MG,331274,91606
1604-1605,import,2019,Amazonas,AM,179537,34304
1604-1605,import,2019,Paraná,PR,120624,30724
1604-1605,import,2019,Paraíba,PB,18094,4298
1604-1605,import,2019,Bahia,BA,10807,2332
1604-1605,import,2019,Sergipe,SE,2535,583
1604-1605,import,2019,Distrito Federal,DF,1865,389
1604-1605,import,2018,Santa Catarina,SC,42219896,11824776
1604-1605,import,2018,São Paulo,SP,15885697,3818193
1604-1605,import,2018,Espírito Santo,ES,2410553,676993
1604-1605,import,2018,Rio de Janeiro,RJ,2078446,769277
1604-1605,import,2018,Rondônia,RO,1691637,492309
1604-1605,import,2018,Ceará,CE,687170,308400
1604-1605,import,2018,Alagoas,AL,584564,200466
1604-1605,import,2018,Minas Gerais,MG,477971,122411
1604-1605,import,2018,Rio Grande do Sul,RS,451071,111995
1604-1605,import,2018,Tocantins,TO,421435,155612
1604-1605,import,2018,Mato Grosso do Sul,MS,342245,94080
1604-1605,import,2018,Pernambuco,PE,337859,97003
1604-1605,import,2018,Paraná,PR,198326,34723
1604-1605,import,2018,Sergipe,SE,155085,38824
1604-1605,import,2018,Amazonas,AM,153951,30960
1604-1605,import,2018,Goiás,GO,111894,29997
1604-1605,import,2018,Bahia,BA,46112,10876
1604-1605,import,2018,Paraíba,PB,40215,9240
1604-1605,import,2017,Santa Catarina,SC,34679200,11956009
1604-1605,import,2017,São Paulo,SP,16057618,4546446
1604-1605,import,2017,Espírito Santo,ES,1921312,626415
1604-1605,import,2017,Rio de Janeiro,RJ,1915422,701634
1604-1605,import,2017,Ceará,CE,875168,410060
1604-1605,import,2017,Rio Grande do Sul,RS,825223,314543
1604-1605,import,2017,Rondônia,RO,783263,190723
1604-1605,import,2017,Alagoas,AL,757100,226634
1604-1605,import,2017,Tocantins,TO,439151,161133
1604-1605,import,2017,Pernambuco,PE,413869,117801
1604-1605,import,2017,Minas Gerais,MG,359636,105931
1604-1605,import,2017,Paraná,PR,341232,96417
1604-1605,import,2017,Mato Grosso do Sul,MS,301084,77480
1604-1605,import,2017,Goiás,GO,274694,74993
1604-1605,import,2017,Sergipe,SE,86690,23491
1604-1605,import,2017,Amazonas,AM,79470,16065
1604-1605,import,2017,Bahia,BA,71973,16525
1604-1605,import,2017,Paraíba,PB,30571,6734
1604-1605,import,2017,Maranhão,MA,13489,3024
1604-1605,import,2016,Santa Catarina,SC,40399482,14118571
1604-1605,import,2016,São Paulo,SP,8499170,2455900
1604-1605,import,2016,Rio de Janeiro,RJ,2157790,872264
1604-1605,import,2016,Espírito Santo,ES,1251073,422603
1604-1605,import,2016,Goiás,GO,860336,299960
1604-1605,import,2016,Rondônia,RO,746249,218674
1604-1605,import,2016,Rio Grande do Sul,RS,716931,306425
1604-1605,import,2016,Tocantins,TO,628339,258021
1604-1605,import,2016,Paraná,PR,586741,188780
1604-1605,import,2016,Pernambuco,PE,449220,138694
1604-1605,import,2016,Alagoas,AL,367913,110881
1604-1605,import,2016,Ceará,CE,256910,115770
1604-1605,import,2016,Minas Gerais,MG,231786,62118
1604-1605,import,2016,Mato Grosso do Sul,MS,186223,66000
1604-1605,import,2016,Bahia,BA,77687,17856
1604-1605,import,2016,Amazonas,AM,28631,6724
1604-1605,import,2016,Paraíba,PB,21960,4838
1604-1605,import,2016,Sergipe,SE,5531,1043
1604-1605,import,2016,Maranhão,MA,3675,864
1604-1605,import,2015,Santa Catarina,SC,47657006,16434023
1604-1605,import,2015,São Paulo,SP,13938388,3577588
1604-1605,import,2015,Espírito Santo,ES,2925805,966245
1604-1605,import,2015,Rio de Janeiro,RJ,2301518,731576
1604-1605,import,2015,Paraná,PR,1648792,521708
1604-1605,import,2015,Ceará,CE,928340,242745
1604-1605,import,2015,Rio Grande do Sul,RS,914569,304374
1604-1605,import,2015,Rondônia,RO,823352,278379
1604-1605,import,2015,Mato Grosso do Sul,MS,682618,246450
1604-1605,import,2015,Tocantins,TO,534693,194520
1604-1605,import,2015,Pernambuco,PE,442028,124578
1604-1605,import,2015,Goiás,GO,371663,93527
1604-1605,import,2015,Bahia,BA,316071,78412
1604-1605,import,2015,Amazonas,AM,245843,89853
1604-1605,import,2015,Alagoas,AL,204815,88440
1604-1605,import,2015,Minas Gerais,MG,172584,42878
1604-1605,import,2015,Paraíba,PB,54930,21118
1604-1605,import,2015,Sergipe,SE,51517,17162
1604-1605,import,2014,Santa Catarina,SC,68211296,19924669
1604-1605,import,2014,São Paulo,SP,15092523,3548174
1604-1605,import,2014,Rio de Janeiro,RJ,3883929,1021074
1604-1605,import,2014,Espírito Santo,ES,2980484,1027342
1604-1605,import,2014,Paraná,PR,2802951,910491
1604-1605,import,2014,Pernambuco,PE,1936279,539540
1604-1605,import,2014,Rio Grande do Sul,RS,1530892,420864
1604-1605,import,2014,Goiás,GO,1363520,405371
1604-1605,import,2014,Tocantins,TO,1344490,374952
1604-1605,import,2014,Ceará,CE,1211434,333356
1604-1605,import,2014,Amazonas,AM,985963,268365
1604-1605,import,2014,Alagoas,AL,679029,182960
1604-1605,import,2014,Mato Grosso do Sul,MS,628317,219502
1604-1605,import,2014,Minas Gerais,MG,470802,133805
1604-1605,import,2014,Bahia,BA,419680,122979
1604-1605,import,2014,Rondônia,RO,282349,26120
1604-1605,import,2014,Sergipe,SE,2219,389
1604-1605,import,2013,Santa Catarina,SC,79550822,24892863
1604-1605,import,2013,São Paulo,SP,16082390,3599248
1604-1605,import,2013,Pernambuco,PE,5523863,1518604
1604-1605,import,2013,Rio de Janeiro,RJ,2767471,795659
1604-1605,import,2013,Goiás,GO,2487815,614496
1604-1605,import,2013,Amazonas,AM,2281459,663613
1604-1605,import,2013,Espírito Santo,ES,2241993,771953
1604-1605,import,2013,Paraná,PR,2193212,705614
1604-1605,import,2013,Rio Grande do Sul,RS,1847765,496548
1604-1605,import,2013,Tocantins,TO,1552584,411948
1604-1605,import,2013,Ceará,CE,1214630,313196
1604-1605,import,2013,Bahia,BA,712561,180545
1604-1605,import,2013,Mato Grosso do Sul,MS,189144,66600
1604-1605,import,2013,Minas Gerais,MG,171379,35823
1604-1605,import,2013,Rondônia,RO,156358,27540
1604-1605,import,2013,Distrito Federal,DF,119306,20516
1604-1605,import,2013,Alagoas,AL,19742,3800
1604-1605,import,2012,Santa Catarina,SC,47097442,16229120
1604-1605,import,2012,São Paulo,SP,14867024,3477134
1604-1605,import,2012,Rio de Janeiro,RJ,4106601,750852
1604-1605,import,2012,Paraná,PR,1957945,538951
1604-1605,import,2012,Goiás,GO,1861307,590155
1604-1605,import,2012,Pernambuco,PE,1495493,390880
1604-1605,import,2012,Tocantins,TO,1054339,296095
1604-1605,import,2012,Bahia,BA,922367,195719
1604-1605,import,2012,Rio Grande do Sul,RS,781368,240477
1604-1605,import,2012,Mato Grosso do Sul,MS,748192,286000
1604-1605,import,2012,Espírito Santo,ES,468151,142060
1604-1605,import,2012,Ceará,CE,398353,82803
1604-1605,import,2012,Rondônia,RO,265847,26796
1604-1605,import,2012,Minas Gerais,MG,245773,39792
1604-1605,import,2012,Amazonas,AM,52793,7711
1604-1605,import,2012,Alagoas,AL,1844,418
1604-1605,import,2011,Santa Catarina,SC,25883622,9226683
1604-1605,import,2011,São Paulo,SP,17897313,5409188
1604-1605,import,2011,Paraná,PR,5869027,2103649
1604-1605,import,2011,Ceará,CE,3740075,1176142
1604-1605,import,2011,Rio de Janeiro,RJ,2329497,697591
1604-1605,import,2011,Goiás,GO,1721895,613950
1604-1605,import,2011,Bahia,BA,1159851,392191
1604-1605,import,2011,Rio Grande do Sul,RS,966750,362555
1604-1605,import,2011,Espírito Santo,ES,707506,198671
1604-1605,import,2011,Tocantins,TO,490512,150228
1604-1605,import,2011,Pernambuco,PE,452853,140561
1604-1605,import,2011,Rondônia,RO,391951,105032
1604-1605,import,2011,Mato Grosso do Sul,MS,290202,110000
1604-1605,import,2011,Sergipe,SE,136291,39840
1604-1605,import,2011,Distrito Federal,DF,33210,5237
1604-1605,import,2011,Amazonas,AM,32458,4375
1604-1605,import,2010,Santa Catarina,SC,16085502,6145456
1604-1605,import,2010,São Paulo,SP,15188835,5204826
1604-1605,import,2010,Rio de Janeiro,RJ,4611188,1568368
1604-1605,import,2010,Paraná,PR,3256625,1097028
1604-1605,import,2010,Goiás,GO,1522018,587070
1604-1605,import,2010,Espírito Santo,ES,1116791,355690
1604-1605,import,2010,Rondônia,RO,638043,208373
1604-1605,import,2010,Pernambuco,PE,625700,265687
1604-1605,import,2010,Rio Grande do Sul,RS,551054,224031
1604-1605,import,2010,Mato Grosso do Sul,MS,543494,198000
1604-1605,import,2010,Bahia,BA,444077,127550
1604-1605,import,2010,Tocantins,TO,172955,35811
1604-1605,import,2010,Distrito Federal,DF,86412,4800
1604-1605,import,2010,Sergipe,SE,45472,16320
