cnpj,razao_social,nome_fantasia,porte,mei,data_inicio,cnae_principal,cnae_principal_nome,municipio,bairro,cep
59162350000105,59.162.350 JACKSON JOSE DA SILVA,,Microempresa,S,20250129,7721700,Aluguel de equipamentos recreativos e esportivos,BARRA VELHA,SAO CRISTOVAO,88390000
59176326000117,59.176.326 PAULO EDUARDO PESSOA LOPES,,Microempresa,S,20250129,9609207,Alojamento de animais domésticos,FLORIANOPOLIS,INGLESES DO RIO VERMELHO,88058450
59209425000158,LK TREINAMENTO PERSONALIZADO LTDA,,Microempresa,N,20250131,9313100,Atividades de condicionamento físico,QUILOMBO,INDUSTRIAL,89850000
59231121000197,L&D VILLA ENTRETENIMENTO LTDA,L&D VILLAPARQUE,Microempresa,N,20250201,9329802,Exploração de boliches,BRUSQUE,CENTRO II - URBANO,88353000
59241407000153,59.241.407 BEATRIZ WANZUITA SILVA,,Microempresa,S,20250203,4330405,Aplicação de revestimentos e de resinas em interiores e exteriores,BARRA VELHA,ITAJUBA,88390000
59306577000179,59.306.577 JEANE MARINA MENDES DA SILVA,,Microempresa,S,20250205,5011401,Transporte marítimo de cabotagem - Carga,ITAJAI,CABECUDAS,88306403
59351336000141,CHARLOTTE LOCACOES E EVENTOS LTDA,CHARLOTTE LOCACOES E EVENTOS,Microempresa,N,20250207,7729202,"Aluguel de móveis, utensílios e aparelhos de uso doméstico e pessoal; instrumentos musicais",BLUMENAU,ITOUPAVA NORTE,89052080
59394637000152,"BOAT NAUTICA, PECAS, ACESSORIOS E SERVICOS LTDA",BOAT NAUTICA,Empresa de pequeno porte,N,20250211,4763605,Comércio varejista de embarcações e outros veículos recreativos; peças e acessórios,ITAJAI,CENTRO,88303101
59460864000139,59.460.864 VILMAR PAULO CARDOSO PINOS,,Microempresa,S,20250213,3230200,Fabricação de artefatos para pesca e esporte,FLORIANOPOLIS,BARRA DA LAGOA,88061413
59467997000137,59.467.997 VINICIUS ARIATI,,Microempresa,S,20250214,8599699,Outras atividades de ensino não especificadas anteriormente,TREZE TILIAS,SAO JOSE,89650000
59470242000191,AUREA DE FATIMA DA SILVA GOMES,LEC LIGA ESPORTIVA DO CONTESTADO,Microempresa,N,20250214,9319199,Outras atividades esportivas não especificadas anteriormente,LEBON REGIS,CENTRO - URBANO,89515000
59477557000160,59.477.557 SULAMITA DE PAULA,,Microempresa,S,20250214,3317102,Manutenção e reparação de embarcações para esporte e lazer,ITAJAI,MURTA,88311310
59521265000188,59.521.265 TARLYNE FRANCYS BEUS,,Microempresa,S,20250218,5099801,Transporte aquaviário para passeios turísticos,BOMBINHAS,MARISCAL,88215000
59561025000107,59.561.025 ROSANGELA MARIA DA SILVA VIESER,,Microempresa,S,20250219,5099801,Transporte aquaviário para passeios turísticos,BALNEARIO BARRA DO SUL,CENTRO,89247000
59594054000175,M.B FUTSAL+ LTDA,,Microempresa,N,20250221,9319101,Produção e promoção de eventos esportivos,SAO MIGUEL DO OESTE,JARDIM PEPERI,89900000
59600453000100,59.600.453 IRONI EBERT,,Microempresa,S,20250221,8230001,"Serviços de organização de feiras, congressos, exposições e festas",AGUA DOCE,CENTRO,89654000
56142047000144,56.142.047 CATIANA DOS SANTOS FUNCU DE LIZ,,Microempresa,S,20240729,4789099,Comércio varejista de outros produtos não especificados anteriormente,OTACILIO COSTA,POCO RICO,88540000
59700343000101,59.700.343 VERA LUCIA DE FREITAS COELHO,,Microempresa,S,20250227,7721700,Aluguel de equipamentos recreativos e esportivos,ITAPEMA,MEIA PRAIA,88220000
59714734000185,ASSOCIACAO DE ESPORTES BRAVOS FUTSAL,BRAVOS FUTSAL,Demais,,20250218,9499500,Atividades associativas não especificadas anteriormente,ITAJAI,CENTRO,88302202
59794970000159,59.794.970 ROBSON GABRIEL MOREIRA LIBIO,,Microempresa,S,20250307,3317102,Manutenção e reparação de embarcações para esporte e lazer,BALNEARIO CAMBORIU,BARRA,88332135
59798271000187,59.798.271 JULIANA BARBOZA DE FREITAS,,Microempresa,S,20250308,3317102,Manutenção e reparação de embarcações para esporte e lazer,GARUVA,PALMILTAL,89248000
59853824000157,59.853.824 ARLETE DE FATIMA SEZERINO,,Microempresa,S,20250312,8230002,Casas de festas e eventos,INDAIAL,CARIJOS,89084018
59872458000183,59.872.458 HERBERT VICTOR NASCIMENTO DE CARVALHO,,Microempresa,S,20250312,8219999,Preparação de documentos e serviços especializados de apoio administrativo não especificados anteriormente,SAO JOSE,ROCADO,88108270
59912820000100,MICHELE A. VEDOIS LTDA,,Microempresa,N,20250314,9319199,Outras atividades esportivas não especificadas anteriormente,CHAPECO,PASSO DOS FORTES,89805500
59927490000119,59.927.490 JANALICE RODRIGUES D AVILA,,Microempresa,S,20250317,4781400,Comércio varejista de artigos do vestuário e acessórios,BRUSQUE,NOVA BRASILIA,88352670
59972980000137,ASSOCIACAO ESPORTIVA BAFANA FUTEBOL CLUBE,BAFANA FUTEBOL CLUBE,Demais,,20250220,9319101,Produção e promoção de eventos esportivos,JARAGUA DO SUL,VILA LENZI,89252400
41188062000407,MJA SERVICOS NAVAIS LTDA,MJA SERVICOS NAVAIS,Demais,N,20250324,8211300,Serviços combinados de escritório e apoio administrativo,JOINVILLE,IRIRIU,89227015
60056236000171,JB COMERCIO DE MOTORES E ACESSORIOS NAUTICOS LTDA,AQUASPORT,Microempresa,N,20250324,4763605,Comércio varejista de embarcações e outros veículos recreativos; peças e acessórios,ARAQUARI,PORTO GRANDE,89245000
60085101000134,60.085.101 ALLAN RODRIGO DOS SANTOS ABDALLA DA SILVA,,Microempresa,S,20250325,4923001,Serviço de táxi,ITAPEMA,MEIA PRAIA,88220000
60113831000100,ISP OFFSHORE SOLUTIONS LTDA,ISP OFFSHORE SOLUTIONS,Microempresa,N,20250327,3321000,Instalação de máquinas e equipamentos industriais,BALNEARIO CAMBORIU,CENTRO,88330363
60214366000195,60.214.366 DIEGO KRUMENAUER FOITZIK,,Microempresa,S,20250402,8230001,"Serviços de organização de feiras, congressos, exposições e festas",FLORIANOPOLIS,INGLESES DO RIO VERMELHO,88058600
50605771000180,SANTA BARBARA STABLES EVENTOS E NEGOCIOS LTDA,,Empresa de pequeno porte,N,20230509,9319199,Outras atividades esportivas não especificadas anteriormente,FLORIANOPOLIS,SAO JOAO DO RIO VERMELHO,88060328
60286068000100,60.286.068 ERISON DA SILVA RITA,,Microempresa,S,20250407,9001902,Produção musical,CRICIUMA,CENTRO,88801250
60290687000179,60.290.687 JONATHA MANOEL PEREIRA,,Microempresa,S,20250407,3317102,Manutenção e reparação de embarcações para esporte e lazer,BALNEARIO CAMBORIU,SAO JUDAS TADEU,88332425
60334138000159,60.334.138 ANDRE LUIZ RUFINO DE ANDRADE,,Microempresa,S,20250409,3317102,Manutenção e reparação de embarcações para esporte e lazer,ITAJAI,MARUI,88305660
54012434001706,JETSHR LTDA,,Demais,,20250411,7721700,Aluguel de equipamentos recreativos e esportivos,BALNEARIO CAMBORIU,CENTRO,88330528
60363705000103,60.363.705 KAUAN MACHADO BUDAG,,Microempresa,S,20250411,5011401,Transporte marítimo de cabotagem - Carga,SAO JOSE,BARREIROS,88117270
49895227000131,EGROUP 360 TECH MANUTENCOES INDUSTRIAIS E NAVAIS LTDA,,Microempresa,N,20230310,3314702,"Manutenção e reparação de equipamentos hidráulicos e pneumáticos, exceto válvulas",PENHA,ARMCAO,88385000
44505195000105,44.505.195 LAERTE FONTANA,,Microempresa,S,20211207,7319002,Promoção de vendas,BIGUACU,MORRO DA BINA,88160459
60453829000171,"AMPARA - ASSOCIACAO DE MAES, PAIS E REDE DE AMIGOS DOS AUTISTAS DECAPIVARI DE BAIXO-SC",,Demais,,20250314,9430800,Atividades de associações de defesa de direitos sociais,CAPIVARI DE BAIXO,SANTO ANDRE,88745000
48548915000162,YACHTSUL RBC LTDA,YACHTSUL,Microempresa,N,20221108,7490104,"Atividades de intermediação e agenciamento de serviços e negócios em geral, exceto imobiliários",BALNEARIO CAMBORIU,BARRA SUL,88330123
60494260000192,60.494.260 AMANDA LIMA DA CRUZ,,Microempresa,S,20250422,5612100,Serviços ambulantes de alimentação,FLORIANOPOLIS,PONTA DAS CANAS,88056682
60543405000106,JETWAVE SERVICOS LTDA,JETWAVE,Microempresa,N,20250425,8599605,Cursos preparatórios para concursos,ITAPEMA,CANTO DA PRAIA,88220000
47604299000157,ASSOCIACAO ATLETICA CULTURAL E DESPORTIVA SALTO VELOSO,ASSOCIACAO ATLETICA SALTO VELOSO,Demais,,20220613,9319101,Produção e promoção de eventos esportivos,SALTO VELOSO,CENTRO,89595000
60580661000165,60.580.661 LUCAS LANGHAMMER,,Microempresa,S,20250428,8599699,Outras atividades de ensino não especificadas anteriormente,POMERODE,TESTO CENTRAL,89107000
60600109000191,60.600.109 RODRIGO FERREIRA PINTO,,Microempresa,S,20250429,5099801,Transporte aquaviário para passeios turísticos,FLORIANOPOLIS,CANASVIEIRAS,88054070
60626255000196,60.626.255 ROSELEI ANTONINHA BARRIONUEVO,,Microempresa,S,20250430,8230001,"Serviços de organização de feiras, congressos, exposições e festas",FAXINAL DOS GUEDES,SAO CRISTOVAO,89694000
60701535000111,60.701.535 GUILHERME BRICK ESPERANDIO,,Microempresa,S,20250506,3317102,Manutenção e reparação de embarcações para esporte e lazer,NAVEGANTES,CENTRO,88370390
60719174000130,60.719.174 JHENIFFER ARTUZO ANTROBOS,,Microempresa,S,20250507,3230200,Fabricação de artefatos para pesca e esporte,CAMBORIU,TABULEIRO,88348065
60860951000162,60.860.951 DIEGO DE OLIVEIRA,,Microempresa,S,20250516,4763604,"Comércio varejista de artigos de caça, pesca e camping",POUSO REDONDO,LEOPOLDO MEES,89172000
60874316000134,60.874.316 KARIN HELOISE TAVARES,,Microempresa,S,20250517,9609207,Alojamento de animais domésticos,ARAQUARI,CENTRO,89245000
49821402000146,"ASSOCIACAO SOCIAL, CULTURAL, EDUCACIONAL E ESPORTIVA MENINOS E MENINAS DE VILA",MENINOS DE VILA,Demais,,20221216,9319199,Outras atividades esportivas não especificadas anteriormente,CRICIUMA,VILA MANAUS,88806774
60962815000183,ARTHUR MEDEIROS NUNES LTDA,,Microempresa,N,20250522,8599604,Treinamento em desenvolvimento profissional e gerencial,FLORIANOPOLIS,CENTRO,88015100
60991493000109,60.991.493 HEMOLI INVERSO RAMIRES,,Microempresa,S,20250525,8599699,Outras atividades de ensino não especificadas anteriormente,ITAPOA,CAMBIJU,89361426
60998947000165,COBRAX BRASIL LTDA,,Empresa de pequeno porte,N,20250526,4763601,Comércio varejista de brinquedos e artigos recreativos,SAO JOSE,BELA VISTA,88110800
61050455000106,61.050.455 LETICIA GONCALVES COSTA PEREIRA,,Microempresa,S,20250528,7420001,"Atividades de produção de fotografias, exceto aérea e submarina",NAVEGANTES,GRAVATA,88372618
61050666000149,61.050.666 RANGEL GERHARDT ALBANO,,Microempresa,S,20250528,8592999,Ensino de arte e cultura não especificado anteriormente,BALNEARIO ARROIO DO SILVA,CENTRO,88914000
56203244000207,VYMO COMERCIO E IMPORTACOES LTDA,,Empresa de pequeno porte,N,20250429,4781400,Comércio varejista de artigos do vestuário e acessórios,ITAJAI,SAO VICENTE,88309650
61078975000127,RESTAURANTE INFANTE LTDA,,Microempresa,N,20250530,5611201,Restaurantes e similares,ITAPOA,CENTRO,89360003
61138554000144,TRUST SERVICOS DE IMPLEMENTACAO NAUTICA LTDA,TRUST SERVICOS DE IMPLEMENTACAO NAUTICA,Microempresa,N,20250603,3317102,Manutenção e reparação de embarcações para esporte e lazer,ITAJAI,SAO JOAO,88304500
61161817000136,DM PARTS LTDA,DM PARTS,Empresa de pequeno porte,N,20250604,4530703,Comércio a varejo de peças e acessórios novos para veículos automotores,ITAJAI,RESSACADA,88307302
61194935000140,DEOCLECIO LUIZ PLINIO VARGAS LTDA,,Microempresa,N,20250606,4329102,Instalação de equipamentos para orientação à navegação marítima fluvial e lacustre,ITAJAI,FAZENDA,88302315
61238056000173,61.238.056 LUCAS CODO DE LIMA,,Microempresa,S,20250610,2539001,"Serviços de usinagem, tornearia e solda",ITAJAI,BAIA,88318090
61247188000161,61.247.188 FRANCIELE EWALD,,Microempresa,S,20250610,9001902,Produção musical,JARAGUA DO SUL,AMIZADE,89255744
61300550000110,ASSOCIACAO DE BADMINTON SAO MIGUEL,,Demais,,20140529,9312300,"Clubes sociais, esportivos e similares",SAO MIGUEL DO OESTE,AGOSTINI,89900000
61300952000115,61.300.952 SACHA NAZARENO JUSTINIANO,,Microempresa,S,20250613,7721700,Aluguel de equipamentos recreativos e esportivos,BOMBINHAS,BOMBAS,88215000
61360783000109,61.360.783 PAULO CESAR XAVIER,,Microempresa,S,20250618,3317102,Manutenção e reparação de embarcações para esporte e lazer,JOINVILLE,AVENTUREIRO,89226340
61466095000128,MC29 SERVICOS NAUTICOS LTDA,MC29 SERVICOS NAUTICOS,Microempresa,N,20250626,8599602,Cursos de pilotagem,TUBARAO,PASSAGEM,88705007
61470665000153,PUZZLE PROJECTS LTDA,PUZZLE PROJECTS,Microempresa,N,20250626,2219600,Fabricação de artefatos de borracha não especificados anteriormente,SAO BENTO DO SUL,COLONIAL,89288025
61472895000151,61.472.895 GABRIELA FIGUEIREDO FREIRE,,Microempresa,S,20250626,8219999,Preparação de documentos e serviços especializados de apoio administrativo não especificados anteriormente,FLORIANOPOLIS,PANTANAL,88040270
61711163000177,61.711.163 ADAIAS DALLA LASTA,,Microempresa,S,20250711,7721700,Aluguel de equipamentos recreativos e esportivos,VIDEIRA,CAMPO EXPERIMENTAL,89564496
61719062000142,61.719.062 MATEUS ESTEVAO FELISBERTO,,Microempresa,S,20250713,4321500,Instalação e manutenção elétrica,ITAJAI,SAO VICENTE,88309260
61738139000121,SILVA & PINHO COMERCIO DE LIVROS E ENSINO LTDA,,Microempresa,N,20250714,8599699,Outras atividades de ensino não especificadas anteriormente,ITUPORANGA,CENTRO,88400000
61932438000100,61.932.438 IARA FOCHESATTO VOCKES,,Microempresa,S,20250726,8592999,Ensino de arte e cultura não especificado anteriormente,MONDAI,MORADA DO SOL,89893000
54604112000180,CENTRO DE EVENTOS ESPORTIVOS ARENA 7 LTDA,ARENA 7,Microempresa,N,20240404,7721700,Aluguel de equipamentos recreativos e esportivos,LAGUNA,MATO ALTO,88790000
60086389000161,DMAR SERVICOS NAUTICOS LTDA,DMAR SERVICOS NAUTICOS,Microempresa,N,20250325,3317102,Manutenção e reparação de embarcações para esporte e lazer,ILHOTA,POCINHO,88325240
52213083000109,BRUGALLI COMERCIO E SERVICOS LTDA,BRUGALLI,Microempresa,N,20230918,4723700,Comércio varejista de bebidas,JOINVILLE,FLORESTA,89211320
57639669000145,PASARGADA THUNDERBIRD 4 PASSEIOS TURISTICOS LTDA,PASARGADA THUNDERBIRD 4,Microempresa,N,20241010,5099801,Transporte aquaviário para passeios turísticos,FLORIANOPOLIS,BARRA DA LAGOA,88062530
52334185000174,52.334.185 PAULO ALBERTO PEDRETTI,,Microempresa,S,20230927,7990200,Serviços de reservas e outros serviços de turismo não especificados anteriormente,BOMBINHAS,BOMBAS,88215000
61451322000141,61.451.322 TEREZINHA MARQUES DE OLIVEIRA,,Microempresa,S,20250625,7721700,Aluguel de equipamentos recreativos e esportivos,SAO JOSE,POTECAS,88119478
55915055000113,55.915.055 PRISCILA DE PAULA VIEIRA,,Microempresa,S,20240712,7721700,Aluguel de equipamentos recreativos e esportivos,ITAJAI,PRAIA BRAVA DE ITAJAI,88306600
58152236000123,58.152.236 RICARDO RAUL HOSTETTLER,,Microempresa,S,20241119,9529105,Reparação de artigos do mobiliário,FLORIANOPOLIS,CACHOEIRA DO BOM JESUS,88056200
59182026000140,DEZZU.NET LTDA,DEZZU.NET,Microempresa,N,20250130,4755502,Comercio varejista de artigos de armarinho,PALHOCA,PACHECOS,88134852
57444464000104,57.444.464 LEONARDO KALEO JUNKER ROMANELLO CARDOZO,,Microempresa,S,20240926,7721700,Aluguel de equipamentos recreativos e esportivos,BALNEARIO CAMBORIU,CENTRO,88330648
60281288000141,60.281.288 ANASTACIA RAMOS LOPES,,Microempresa,S,20250407,8230001,"Serviços de organização de feiras, congressos, exposições e festas",JOINVILLE,GLORIA,89217268
45767098000145,MECATEM SERVICOS MECANICOS LTDA,MECATEM SERVICOS MECANICOS,Microempresa,N,20220324,4520001,Serviços de manutenção e reparação mecânica de veículos automotores,ITAJAI,CANHANDUBA,88307740
45966032000184,C&I BRINQUEDOS LTDA,,Microempresa,N,20220408,7721700,Aluguel de equipamentos recreativos e esportivos,ITAPEMA,ALTO SAO BENTO,88220000
57401031000171,57.401.031 GUSTAVO DA SILVA PIELUHOWSKI,,Microempresa,S,20240923,3317102,Manutenção e reparação de embarcações para esporte e lazer,FLORIANOPOLIS,CACHOEIRA DO BOM JESUS,88056395
44715312000157,NAUTICA & MAIS - COMERCIO DE PRODUTOS E GESTAO DE SUPRIMENTOS LTDA,NAUTICA & MAIS,Microempresa,N,20220103,4744003,Comércio varejista de materiais hidráulicos,NAVEGANTES,SAO DOMINGOS,88370570
60603502000139,60.603.502 OSWALDO JOSE OLATE BRAVO,,Microempresa,S,20250429,4520005,"Serviços de lavagem, lubrificação e polimento de veículos automotores",TUBARAO,SAO CRISTOVAO,88703335
61972017000103,ASSOCIACAO DE CORREDORES DE RUA DE SAO FRANCISCO DO SUL - ACORSFS,ACORSFS,Demais,,20250701,9499500,Atividades associativas não especificadas anteriormente,SAO FRANCISCO DO SUL,UBATUBA,89335469
05895601000204,HEXA IMPORTADORA E DISTRIBUIDORA LTDA,HEXA,Demais,,20250731,4647801,Comércio atacadista de artigos de escritório e de papelaria,ITAJAI,CENTRO,88303101
62020506000110,OWLICITA CONSULTORIA EM LICITACOES LTDA,,Microempresa,N,20250801,7490104,"Atividades de intermediação e agenciamento de serviços e negócios em geral, exceto imobiliários",BLUMENAU,VELHA,89036260
62034513000170,FULLTORK AUTOPECAS LTDA,FULLTORK AUTOPECAS,Empresa de pequeno porte,N,20250801,4530703,Comércio a varejo de peças e acessórios novos para veículos automotores,ITAJAI,SANTA REGINA,88317500
62055754000104,Y RAJY ECOTURISMO NAUTICO E MERGULHO LTDA,Y RAJY VIVENCIAS NAGUA,Microempresa,N,20250804,5099801,Transporte aquaviário para passeios turísticos,FLORIANOPOLIS,ARMACAO,88066510
62074184000191,62.074.184 MARCOS ROBERTO BELIDO,,Microempresa,S,20250805,4763604,"Comércio varejista de artigos de caça, pesca e camping",SAO FRANCISCO DO SUL,RETA,89333700
62103923000126,62.103.923 BRUNO DA SILVA ARAUJO,,Microempresa,S,20250806,7721700,Aluguel de equipamentos recreativos e esportivos,JOINVILLE,JARDIM PARAISO,89226716
62140277000177,TOP 10 SPEEDWAY LTDA,COPA TOP 10,Empresa de pequeno porte,N,20250808,8129000,Atividades de limpeza não especificadas anteriormente,BALNEARIO CAMBORIU,NOVA ESPERANCA,88336140
62169956000179,WV AUTO PARTS LTDA,WV AUTOPARTS,Empresa de pequeno porte,N,20250811,4530703,Comércio a varejo de peças e acessórios novos para veículos automotores,ITAJAI,SAO JUDAS,88303470
62208033000189,ALVO CERTO OUTDOORS LTDA,ALVO CERTO,Microempresa,N,20250813,7721700,Aluguel de equipamentos recreativos e esportivos,JAGUARUNA,CRISTO REI,88715000
54711029000291,F FERENTZ  LTDA,OTTO NAUTIC SERVICE & PARTS,Microempresa,N,20250813,3317102,Manutenção e reparação de embarcações para esporte e lazer,JOINVILLE,COSTA E SILVA,89218430
62281984000183,62.281.984 DIEGO FERNANDO GARCIA,,Microempresa,S,20250818,7319002,Promoção de vendas,FLORIANOPOLIS,INGLESES DO RIO VERMELHO,88058512
62350826000138,CONSHIP LOGISTICA INTERNACIONAL LTDA,CONSHIP,Microempresa,N,20250822,5232000,Atividades de agenciamento marítimo,ITAJAI,CENTRO,88301303
62352089000102,MZ LOCACOES E MARKETING LTDA,MZ DIGITAL & MARKETING,Microempresa,N,20250822,7721700,Aluguel de equipamentos recreativos e esportivos,GASPAR,BELCHIOR BAIXO,89117455
62402765000105,VB OCEANIC LTDA,VB OCEANIC,Microempresa,N,20250826,7721700,Aluguel de equipamentos recreativos e esportivos,PENHA,CENTRO,88385000
62413973000100,62.413.973 MANOELA APARECIDA CORDEIRO,,Microempresa,S,20250826,4930201,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, municipal.",AGUA DOCE,CENTRO,89654000
62450066000130,62.450.066 ANDERSON ANILTON DE SOUTO,,Microempresa,S,20250828,7721700,Aluguel de equipamentos recreativos e esportivos,FLORIANOPOLIS,PONTA DAS CANAS,88056750
62482986000130,62.482.986 CHRISTIAN RAULINO,,Microempresa,S,20250831,5011401,Transporte marítimo de cabotagem - Carga,ITAJAI,CENTRO,88301100
62539314000114,CLUBE DE XADREZ MILITA DE SAO LOURENCO DO OESTE,CXMSLO,Demais,,20240411,9319199,Outras atividades esportivas não especificadas anteriormente,SAO LOURENCO DO OESTE,CENTRO,89990000
62548127000105,ASSOCIACAO CORPO EM ACAO PATINACAO ARTISTICA,CORPO EM ACAO PATINACAO ARTISTICA,Demais,,20250804,9319199,Outras atividades esportivas não especificadas anteriormente,INDAIAL,ENCANO,89086295
50552640000425,MOURA MATOS EMPREENDIMENTOS NAUTICOS LTDA,BR NAUTICA,Microempresa,N,20250904,8599602,Cursos de pilotagem,JOINVILLE,FLORESTA,89212212
92241819000592,PAMPA ALIMENTOS LTDA,,Demais,,20250904,1020102,"Fabricação de conservas de peixes, crustáceos e moluscos",XAXIM,SEM NOME,89825000
62589278000101,ALMEIDA MOTOS LTDA,,Empresa de pequeno porte,,20250905,4541204,Comércio a varejo de motocicletas e motonetas usadas,JOINVILLE,COSTA E SILVA,89219200
62592052000151,62.592.052 YASMIN DA SILVA MEDEIROS,,Microempresa,S,20250905,7721700,Aluguel de equipamentos recreativos e esportivos,FLORIANOPOLIS,SAO JOAO DO RIO VERMELHO,88060223
62608045000109,62.608.045 RYCKY LOURENCO PIMENTEL,,Microempresa,S,20250908,8599604,Treinamento em desenvolvimento profissional e gerencial,SAO BENTO DO SUL,LENCOL,89289510
62673098000103,62.673.098 JOAO PEDRO SLOMOCHENSKI TEIXEIRA,,Microempresa,S,20250911,7721700,Aluguel de equipamentos recreativos e esportivos,FLORIANOPOLIS,CACHOEIRA DO BOM JESUS,88056508
62683266000133,62.683.266 FERNANDO LUIZ MARTINS,,Microempresa,S,20250911,7721700,Aluguel de equipamentos recreativos e esportivos,TREZE TILIAS,DAS AGUAS,89650000
62716566000171,62.716.566 TEREZINHA PIRES DE SOUZA,,Microempresa,S,20250915,7729202,"Aluguel de móveis, utensílios e aparelhos de uso doméstico e pessoal; instrumentos musicais",IMBITUBA,CENTRO,88780000
62795393000124,62.795.393 CLEDIANE DA SILVA CONSTANTE,,Microempresa,S,20250918,5611203,"Lanchonetes, casas de chá, de sucos e similares",BALNEARIO GAIVOTA,FERNAO CAPELO,88955000
62797810000178,GRUPO ITAPESCA,,Demais,,20250912,9319199,Outras atividades esportivas não especificadas anteriormente,ITAIOPOLIS,CENTRO,89340000
62845057000149,ECOSSISTEMA PORTO BELO LAGOS SPE LTDA,,Demais,,20250923,9311500,Gestão de instalações de esportes,PORTO BELO,SERTAO DE SANTA LUZIA,88210000
62854053000127,ASSOCIACAO CATARINENSE DE ESGRIMA HISTORICA,ASSOCIACAO CATARINENSE DE ESGIMA HISTORICA - ACEH,Demais,,20250827,9319199,Outras atividades esportivas não especificadas anteriormente,FLORIANOPOLIS,TAPERA DA BASE,88049275
62879704000133,62.879.704 JOAO GABRIEL VIEIRA DE FRANCA,,Microempresa,S,20250924,9329899,Outras atividades de recreação e lazer não especificadas anteriormente,JOINVILLE,BOA VISTA,89206020
62912321000110,VERTCO GLOBAL IMPORTACAO E EXPORTACAO LTDA,VERTCO GLOBAL,Empresa de pequeno porte,,20250926,4689399,Comércio atacadista especializado em outros produtos intermediários não especificados anteriormente,ITAJAI,CORDEIROS,88310680
62926102000190,62.926.102 RICHARD SARAIVA DE ALMEIDA,,Microempresa,S,20250927,9001902,Produção musical,PALHOCA,BELA VISTA,88132599
62941920000161,62.941.920 MARINA HOFFMANN COELHO,,Microempresa,S,20250929,7729202,"Aluguel de móveis, utensílios e aparelhos de uso doméstico e pessoal; instrumentos musicais",FLORIANOPOLIS,ITACORUBI,88034180
63070798000168,SEA JET PASSEIOS NAUTICOS LTDA,SEA JET PASSEIOS NAUTICOS,Microempresa,N,20251007,5099801,Transporte aquaviário para passeios turísticos,BALNEARIO DE PICARRAS,CENTRO,88380000
63081817000151,ASSOCIACAO CASTELENSE DE ATLETISMO,CCA (CLUBE CASTELENSE DE ATLETISMO),Demais,,20250819,9319199,Outras atividades esportivas não especificadas anteriormente,MONTE CASTELO,CENTRO - SEDE,89394000
63084039000154,BOAT CLEANING LTDA,BARCO LIMPO,Microempresa,N,20251007,3317102,Manutenção e reparação de embarcações para esporte e lazer,GOVERNADOR CELSO RAMOS,AREIAS DE BAIXO,88190000
63112162000131,63.112.162 GIOVANI ROGER DOS SANTOS SILVA,,Microempresa,S,20251009,5212500,Carga e descarga,GARUVA,VILA TREVO,89248000
63112708000154,63.112.708 LUIS HENRIQUE BITENCOURT SARAIVA,,Microempresa,S,20251009,5099801,Transporte aquaviário para passeios turísticos,PASSO DE TORRES,PASSARGADA,88980000
51398317000240,OXFINTECH BRASIL LTDA,,Empresa de pequeno porte,N,20251010,4763602,Comércio varejista de artigos esportivos,LAGUNA,CABECUDAS,88790000
41260782000266,FABRIZIO HOLDING LTDA,FABRIZIO HOLDING,Demais,,20251010,6462000,Holdings de instituições não-financeiras,ITAJAI,FAZENDA,88301302
63138008000139,RESEARCH DEVELOPMENT DESIGN AND DEAL LTDA,BIKE R3D LTDA,Microempresa,N,20251010,4763603,Comércio varejista de bicicletas e triciclos; peças e acessórios,CRICIUMA,CENTRO,88802200
63221425000140,63.221.425 GUSTAVO SAGAZ,,Microempresa,S,20251016,4520001,Serviços de manutenção e reparação mecânica de veículos automotores,GOVERNADOR CELSO RAMOS,GANCHOS DO MEIO,88190000
63278621000151,63.278.621 VINICIUS DE OLIVEIRA JESUINO,,Microempresa,S,20251020,7721700,Aluguel de equipamentos recreativos e esportivos,FLORIANOPOLIS,CACHOEIRA DO BOM JESUS,88056000
63290204000124,63.290.204 ELADI GONCALVES DE MORAES,,Microempresa,S,20251021,7319002,Promoção de vendas,BLUMENAU,FORTALEZA,89055110
63291442000154,"ASSOCIACAO DANCA, ESPORTE E CULTURA PARA TODOS","ASSOCIACAO DANCA, ESPORTE E CULTURA PARA TODOS",Demais,,20250903,8592901,Ensino de dança,FLORIANOPOLIS,INGLESES,88058081
63325269000168,FAITHPOWER LTDA,,Microempresa,N,20251023,3230200,Fabricação de artefatos para pesca e esporte,JOINVILLE,ZONA INDUSTRIAL NORTE,89219750
63341040000117,63.341.040 ADRIANO HELIO DE AGUIAR,,Microempresa,S,20251023,7721700,Aluguel de equipamentos recreativos e esportivos,FLORIANOPOLIS,DANIELA,88053020
09527978000695,LUXOR COMERCIO INTERNACIONAL LTDA,LUXOR TRADE,Demais,,20251024,4511101,"Comércio a varejo de automóveis, camionetas e utilitários novos",FLORIANOPOLIS,ESTREITO,88070605
63415735000104,63.415.735 MONIQUE DALL AGNOL,,Microempresa,S,20251029,8230001,"Serviços de organização de feiras, congressos, exposições e festas",CHAPECO,VILA REAL,89805837
63439219000101,63.439.219 IVAN ANDRE MILANI,,Microempresa,S,20251030,5611203,"Lanchonetes, casas de chá, de sucos e similares",FLORIANOPOLIS,CAMPECHE,88066280
