cnpj,razao_social,nome_fantasia,porte,mei,data_inicio,cnae_principal,cnae_principal_nome,municipio,bairro,cep
36237052000204,NAJLA RODRIGUES MONTESANTI CALIL ATALLAH,PEIXARIA DO PAULINHO,Microempresa,N,20240618,1020101,"Preservação de peixes, crustáceos e moluscos",LAGUNA,CAPUTERA,88790000
55617219000126,55.617.219 VALDEMIR PAIXAO,,Microempresa,S,20240620,7721700,Aluguel de equipamentos recreativos e esportivos,ITAJAI,PRAIA BRAVA DE ITAJAI,88306826
55729116000158,55.729.116 MURILO LEVANDOSKI,,Microempresa,S,20240628,4520001,Serviços de manutenção e reparação mecânica de veículos automotores,SAO FRANCISCO DO SUL,CENTRO,89240000
55849968000189,INTITUTO MULTIPLOS TALENTOS,,Demais,,20240226,9319101,Produção e promoção de eventos esportivos,ITAJAI,RESSACADA,88302090
55863337000114,55.863.337 SERGIO CARLOS HORNBURG,,Microempresa,S,20240709,8599604,Treinamento em desenvolvimento profissional e gerencial,POMERODE,TESTO REGA,89107000
55869921000187,ASSOCIACAO PINHALENSE DE DANCA,ASSOCIACAO PINHALENSE DE DANCA,Demais,,20240627,9493600,Atividades de organizações associativas ligadas à cultura e à arte,PINHALZINHO,CENTRO,89870000
55876603000143,A&M COMERCIO E INTERMEDIACAO DE VEICULOS LTDA,A&M COMERCIO E INTERMEDIACAO DE VEICULO,Microempresa,,20240710,4511102,"Comércio a varejo de automóveis, camionetas e utilitários usados",FLORIANOPOLIS,CENTRO,88015710
55892249000140,AF BUSINESS LTDA,AF BUSINESS,Microempresa,,20240711,7490104,"Atividades de intermediação e agenciamento de serviços e negócios em geral, exceto imobiliários",SAO BENTO DO SUL,BOEHMERWALD,89287585
55911056000190,55.911.056 EVERSON PEREIRA DIAS,,Microempresa,S,20240712,5011401,Transporte marítimo de cabotagem - Carga,FORQUILHINHA,SANTA CRUZ,88850000
55949271000180,FLASH VEICULOS ELETRICOS LTDA,FLASH VEICULOS ELETRICOS,Microempresa,N,20240716,4541203,Comércio a varejo de motocicletas e motonetas novas,BRUSQUE,SAO LUIZ - URBANO,88351301
55990579000179,55.990.579 RAMON WALDRICH FRANKLIN,,Microempresa,S,20240718,7721700,Aluguel de equipamentos recreativos e esportivos,LAGES,CONTA DINHEIRO,88520110
55992995000106,55.992.995 DOUGLAS DELORENZI SCHONS,,Microempresa,S,20240718,3321000,Instalação de máquinas e equipamentos industriais,XANXERE,JARDIM TARUMA,89820000
56030039000106,56.030.039 ARLINDO IDELI MARQUES,,Microempresa,S,20240722,5099801,Transporte aquaviário para passeios turísticos,PORTO BELO,CENTRO,88210000
56048261000136,56.048.261 CHARLENE APARECIDA DOS ANJOS ACCACIO,,Microempresa,S,20240723,8599605,Cursos preparatórios para concursos,BALNEARIO BARRA DO SUL,COSTEIRA,89247000
55557203000175,MOB JOINVILLE COMERCIO DE BICICLETAS E TRICICLOS LTDA,TUI JOINVILLE AUTORIZADA,Microempresa,N,20240617,4541206,Comércio a varejo de peças e acessórios novos para  motocicletas e motonetas,JOINVILLE,BUCAREIN,89202205
56153469000115,STARFITNESS EQUIPAMENTOS LTDA,,Microempresa,N,20240730,2869100,"Fabricação de máquinas e equipamentos para uso industrial específico não especificados anteriormente, peças e acessórios",ILHOTA,BARRA DE LUIZ ALVES,88323204
55854471000230,ARENA BOOT LTDA,ARENA BOOT,Microempresa,N,20240731,9311500,Gestão de instalações de esportes,PORTO UNIAO,SANTA ROSA,89400000
56302743000170,DISTRIBUIDORA FRONTEIRA CHOPP LTDA,FRONTEIRA CHOPP,Empresa de pequeno porte,N,20240806,4723700,Comércio varejista de bebidas,SAO MIGUEL DO OESTE,CENTRO,89900000
56364083000152,56.364.083 LUCIO MAURI VIPYCH,,Microempresa,S,20240807,7721700,Aluguel de equipamentos recreativos e esportivos,ITAJAI,CORDEIROS,88310110
56606099000124,MOB FLORIANOPOLIS LTDA,TUI FLORIPA,Microempresa,N,20240813,4541203,Comércio a varejo de motocicletas e motonetas novas,FLORIANOPOLIS,VARGEM GRANDE E INGLESES,88058000
56745523000111,56.745.523 GILSON LUCIANO JUNIOR,,Microempresa,S,20240814,7721700,Aluguel de equipamentos recreativos e esportivos,SAO JOSE,FORQUILHAS,88107487
56779406000179,56.779.406 ANGELO HENRIQUE BENASSI,,Microempresa,S,20240815,8599604,Treinamento em desenvolvimento profissional e gerencial,JARAGUA DO SUL,ILHA DA FIGUEIRA,89258670
56844611000170,56.844.611 ROSANGELA HANSEN,,Microempresa,S,20240815,4763601,Comércio varejista de brinquedos e artigos recreativos,SAO MIGUEL DO OESTE,SAO SEBASTIAO,89900000
57095679000167,57.095.679 JUVENTINA RITA KRUGER,,Microempresa,S,20240831,4929903,"Organização de excursões em veículos rodoviários próprios, municipal",JOINVILLE,FLORESTA,89212500
57180835000198,57.180.835 SUELLEN TAMILE KLITZKE RANGEL CARRENHO,,Microempresa,S,20240906,4763604,"Comércio varejista de artigos de caça, pesca e camping",POMERODE,CENTRO,89107000
57207689000147,57.207.689 CAETANO FERNANDO ANTUNES DO VALE,,Microempresa,S,20240909,7319002,Promoção de vendas,PALHOCA,BARRA DO ARIRIU,88134100
57215124000101,JOANA LEU ASSESSORIA DE EVENTOS LTDA,JOANA LEU CERIMONIALISTA,Microempresa,N,20240909,8230001,"Serviços de organização de feiras, congressos, exposições e festas",ITAJAI,RESSACADA,88302090
57291157000130,57.291.157 MARIO BUDAL NETO,,Microempresa,S,20240914,5011401,Transporte marítimo de cabotagem - Carga,ARAQUARI,AREIAS PEQUENAS,89245000
57296338000150,LUCAS EDUARDO NUNES LOCACAO DE BRINQUEDOS,,Microempresa,N,20240916,7721700,Aluguel de equipamentos recreativos e esportivos,CAMPO ERE,MELO,89980000
57300145000125,SPORTSRESGATE ARTIGOS ESPORTIVOS LTDA,SPORTSRESGATE,Microempresa,N,20240916,4763602,Comércio varejista de artigos esportivos,FLORIANOPOLIS,LAGOA DA CONCEICAO,88062000
57331945000103,57.331.945 CAMILA GONCALVES FERNANDES,,Microempresa,S,20240918,7721700,Aluguel de equipamentos recreativos e esportivos,CRICIUMA,COLONINHA ZILLI,88810808
57441567000110,57.441.567 VALDIR CARLOTTO,,Microempresa,S,20240925,8230002,Casas de festas e eventos,GAROPABA,CENTRO,88495000
57450136000110,57.450.136 JANAINA CUNHA,,Microempresa,S,20240926,4789099,Comércio varejista de outros produtos não especificados anteriormente,BLUMENAU,PROGRESSO,89027440
57465027000177,ASSOCIACAO AMIGOS DO MANIVELA DE XANXERE - AMX,,Demais,,20240918,9319199,Outras atividades esportivas não especificadas anteriormente,XANXERE,MARIA WINCKLER,89820000
57520960000108,57.520.960 EZIO HARDT JUNIOR,,Microempresa,S,20241001,4329102,Instalação de equipamentos para orientação à navegação marítima fluvial e lacustre,JOINVILLE,IRIRIU,89227330
57541932000169,NOVA AMERICA AMAZON PARTICIPACOES LTDA,NOVA AMERICA AMAZON,Demais,,20241003,5231101,Administração da infra-estrutura portuária,ITAJAI,CENTRO,88301030
57751160000190,LUCIDIO AGENOR PERARO NETO COMERCIO LTDA,PESCAMUNDI,Microempresa,N,20241018,4763604,"Comércio varejista de artigos de caça, pesca e camping",PENHA,ARMACAO ITAPOCOROY,88385000
57753304000147,SANSERRA LTDA,CEZARIO TOMAZ DE SOUZA,Microempresa,N,20241018,7490103,Serviços de agronomia e de consultoria às atividades agrícolas e pecuárias,LAGES,CARAVAGIO,88509670
57783784000199,57.783.784 JORGE LUIS MAGNONE WAYSEL,,Microempresa,S,20241022,4763603,Comércio varejista de bicicletas e triciclos; peças e acessórios,BOMBINHAS,BOMBAS,88215000
57812664000172,57.812.664 ANA CLAUDIA BARROS,,Microempresa,S,20241023,4763601,Comércio varejista de brinquedos e artigos recreativos,SAO JOSE,AREIAS,88113800
57846202000176,57.846.202 DJONATHAN ALEXANDRE KOHL,,Microempresa,S,20241025,2539001,"Serviços de usinagem, tornearia e solda",NAVEGANTES,MACHADOS,88371418
57884589000155,57.884.589 GUILHERME MULLER GARCIA,,Microempresa,S,20241029,7739003,"Aluguel de palcos, coberturas e outras estruturas de uso temporário, exceto andaimes",CAPIVARI DE BAIXO,TRES DE MAIO,88745000
57894053000110,57.894.053 CLEDEMIR DOUGLAS SCHMITZ,,Microempresa,S,20241030,8230002,Casas de festas e eventos,SAO MIGUEL DO OESTE,SAO GOTARDO,89900000
57913252000129,57.913.252 LUCAS AQUILES CAMATINI FIRMO,,Microempresa,N,20241031,4763604,"Comércio varejista de artigos de caça, pesca e camping",NAVEGANTES,MACHADOS,88373330
54334896000174,AJS BIKE SHOP LTDA,AJS BIKE SHOP,Microempresa,N,20240314,4763603,Comércio varejista de bicicletas e triciclos; peças e acessórios,SAO FRANCISCO DO SUL,RETA,89240000
57926558000110,57.926.558 RUAMA TEIXEIRA ALEXANDRE TELESSE,,Microempresa,S,20241031,8599605,Cursos preparatórios para concursos,ITAJAI,ITAIPAVA,88316301
57968309000197,57.968.309 MICHAEL ALESSANDRO DE MELLO DA SILVA,,Microempresa,S,20241104,8219999,Preparação de documentos e serviços especializados de apoio administrativo não especificados anteriormente,BOMBINHAS,BOMBAS,88215000
58010659000109,58.010.659 MARIA ARGENTILA SILVA DOS SANTOS,,Microempresa,S,20241107,5099801,Transporte aquaviário para passeios turísticos,BOMBINHAS,MORRINHOS,88215000
58057904000133,ZARAH MOTORS LTDA,ZARAH MOTORS,Microempresa,,20241111,4512902,Comércio sob consignação de veículos automotores,ITAPEMA,MEIA PRAIA,88220000
58149482000126,EXP: INVESTIMENTOS LTDA,EXP: INVESTIMENTOS,Empresa de pequeno porte,,20241119,6810201,Compra e venda de imóveis próprios,CAPIVARI DE BAIXO,CENTRO,88745000
58154381000143,58.154.381 FERNANDO GUILHERME CARESIA,,Microempresa,S,20241119,7721700,Aluguel de equipamentos recreativos e esportivos,BLUMENAU,ITOUPAVA NORTE,89053095
58160590000108,PALOMA MACIEL 10,,Microempresa,N,20241119,7319003,Marketing direto,TRES BARRAS,S. J. CAVALHEIROS,89490000
58178759000149,58.178.759 ANDRE NOBERTO,,Microempresa,S,20241121,7721700,Aluguel de equipamentos recreativos e esportivos,BOMBINHAS,CENTRO,88215000
58301499000157,58.301.499 TIAGO DAMAIR WOELFER,,Microempresa,S,20241202,8129000,Atividades de limpeza não especificadas anteriormente,BLUMENAU,PROGRESSO,89027400
58315692000147,58.315.692 SUKELLEN REGINA ADRIANO,,Microempresa,S,20241202,5011401,Transporte marítimo de cabotagem - Carga,ITAJAI,RESSACADA,88307420
58350816000125,58.350.816 VINICIUS DOS SANTOS BITTENCOURT,,Microempresa,S,20241204,8219999,Preparação de documentos e serviços especializados de apoio administrativo não especificados anteriormente,TUBARAO,CENTRO,88701620
54106287000168,S.A. INVESTIMENTOS LTDA,,Microempresa,N,20240228,7490104,"Atividades de intermediação e agenciamento de serviços e negócios em geral, exceto imobiliários",CAMBORIU,TABULEIRO (MONTE ALEGRE),88348228
58404362000128,HORIZONTE MAR LTDA,,Empresa de pequeno porte,,20241210,7719501,"Locação de embarcações sem tripulação, exceto para fins recreativos",ITAJAI,FAZENDA,88301401
58405516000104,58.405.516 GABRIEL HENRIQUE DE SOUZA DOS SANTOS,,Microempresa,S,20241210,4930201,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, municipal.",BLUMENAU,PONTA AGUDA,89050188
44309123000427,SC PORTOS OPERACOES PORTUARIAS LTDA,,Demais,,20241212,5231102,Atividades do Operador Portuário,ITAJAI,BARRA DO RIO,88305570
48654533000385,BR ALGAS S.A.,,Demais,,20241213,0321305,Atividades de apoio à aqüicultura em água salgada e salobra,FLORIANOPOLIS,RIO TATAVRES,88048301
58462048000100,ASSOCIACAO DESPORTIVA ARIRIU PALHOCA,ASSOCIACAO DESPORTIVA ARIRIU PALHOCA,Demais,,20241122,9499500,Atividades associativas não especificadas anteriormente,PALHOCA,ARIRIU,88135460
58487488000103,58.487.488 GUILHERME PACIFICO LUZ,,Microempresa,S,20241217,9529199,Reparação e manutenção de outros objetos e equipamentos pessoais e domésticos não especificados anteriormente,FLORIANOPOLIS,INGLESES DO RIO VERMELHO,88058249
58567433000103,58.567.433 ELLEN JOYNER DE AQUINO RODRIGUES,,Microempresa,S,20241227,5320201,Serviços de malote não realizados pelo Correio Nacional,NAVEGANTES,SAO PEDRO,88370007
58597090000120,58.597.090 MATHEUS MACHADO OLIVEIRA,,Microempresa,S,20250102,8599699,Outras atividades de ensino não especificadas anteriormente,FLORIANOPOLIS,CENTRO,88020348
58630493000123,AGUA CLARA COMERCIO DE VESTUARIO E ACESSORIOS ESPORTIVOS LTDA,AGUA CLARA SPORTS,Microempresa,N,20250105,4781400,Comércio varejista de artigos do vestuário e acessórios,BALNEARIO DE PICARRAS,NOSSA SENHORA DA PAZ,88380000
58652078000170,58.652.078 FELIPE PAZE TORTATO,,Microempresa,S,20250106,9511800,Reparação e manutenção de computadores e de equipamentos periféricos,PALHOCA,PEDRA BRANCA,88132218
58699436000109,58.699.436 SIDNEI SILVA DE MEDEIROS,,Microempresa,S,20250108,8230001,"Serviços de organização de feiras, congressos, exposições e festas",TUBARAO,SAO MARTINHO,88708701
58705630000141,MULT SC PESCADOS E SERVICOS LTDA,,Microempresa,N,20250108,1020101,"Preservação de peixes, crustáceos e moluscos",BALNEARIO DE PICARRAS,CENTRO,88380000
58769268000172,ASSOCIACAO SOCIEDADE ESPORTIVA RENOVACAO,,Demais,,20241015,9430800,Atividades de associações de defesa de direitos sociais,BALNEARIO CAMBORIU,CENTRO,88330378
58773555000156,VALDE OLIVER LTDA,VALDE OLIVER,Microempresa,N,20250110,8211300,Serviços combinados de escritório e apoio administrativo,PENHA,N SRA FATIMA,88385000
58797189000175,58.797.189 GABRIEL DA ROCHA SILVA,,Microempresa,S,20250112,5590699,Outros alojamentos não especificados anteriormente,FLORIANOPOLIS,RIBEIRAO DA ILHA,88064250
58815784000196,VINI PLENTZ ASSESSORIA DE CORRIDA LTDA,VINI PLENTZ ASSESSORIA DE CORRIDA,Microempresa,N,20250113,9313100,Atividades de condicionamento físico,FLORIANOPOLIS,CAPOEIRAS,88085110
58923028000180,ASSOCIACAO - PROJETO SOCIAL CAICARAS DA AREIA,ASSOCIACAO - PROJETO SOCIAL CAICARAS DA AREIA,Demais,,20241223,9319199,Outras atividades esportivas não especificadas anteriormente,FLORIANOPOLIS,BARRA DA LAGOA,88061300
59033259000181,HELENA G  DE AZEVEDO LTDA,SWELL OFFSHORE,Empresa de pequeno porte,N,20250122,4329102,Instalação de equipamentos para orientação à navegação marítima fluvial e lacustre,BLUMENAU,ITOUPAVA CENTRAL,89068042
59041617000106,ANIME BRINQUE LOCACAO DE BRINQUEDOS LTDA,ANIME BRINQUE LOCACAO DE BRINQUEDOS,Microempresa,N,20250122,7721700,Aluguel de equipamentos recreativos e esportivos,BIGUACU,BOM VIVER,88160648
58820744000132,LOVAT SPORTS LTDA,,Microempresa,N,20250113,7490105,"Agenciamento de profissionais para atividades esportivas, culturais e artísticas",FLORIANOPOLIS,ESTREITO/CANTO/BALNEARIO,88075300
59106045000198,RAHN AUTOPECAS LTDA,RAHN AUTOPECAS,Empresa de pequeno porte,N,20250127,4530703,Comércio a varejo de peças e acessórios novos para veículos automotores,ITAJAI,SAO JUDAS,88303470
59141825000179,59.141.825 BRUNO RAUPP LISBOA,,Microempresa,S,20250128,4722902,Peixaria,FLORIANOPOLIS,SANTO ANTONIO DE LISBOA,88050460
59142287000137,HENRIQUE DE SOUZA SILVA LTDA,RANCHO DA BOLA,Microempresa,N,20250128,5611201,Restaurantes e similares,TUBARAO,MONTE CASTELO,88702501
59150139000164,59.150.139 ENZO COUTO SILVEIRA,,Microempresa,S,20250128,8599699,Outras atividades de ensino não especificadas anteriormente,FLORIANOPOLIS,CAMPECHE,88063300
59154188000175,PRIME MULTISERVICOS LTDA,,Empresa de pequeno porte,N,20250128,8129000,Atividades de limpeza não especificadas anteriormente,CHAPECO,SAO CRISTOVAO,89803302
54808113000147,BOCA DA BARRA SERVICOS E COMERCIO DE PRODUTOS NAUTICOS LTDA,,Microempresa,N,20240419,7112000,Serviços de engenharia,ITAJAI,CORDEIROS,88311156
59169285000131,AL MARE ALUGUEL E VENDA DE EMBARCACOES LTDA,AL MARE LANCHAS,Microempresa,N,20250129,7719599,"Locação de outros meios de transporte não especificados anteriormente, sem condutor",FLORIANOPOLIS,CACHOEIRA DO BOM JESUS,88056310
59187772000127,59.187.772 MOACIR AGUIAR DE OLIVEIRA,,Microempresa,S,20250130,7721700,Aluguel de equipamentos recreativos e esportivos,JARAGUA DO SUL,RIO DA LUZ,89264110
41346270000802,ALGAS BRASIL LTDA,,Demais,N,20250130,0321399,Cultivos e semicultivos da aqüicultura em água salgada e salobra não especificados anteriormente,PALHOCA,ALTO ARIRIU,88135766
59190971000194,DV PESCADOS LTDA,,Microempresa,,20250130,1020101,"Preservação de peixes, crustáceos e moluscos",BARRA VELHA,VILA PARAGUAI,88390000
57961688000274,LINHARES COMERCIO DE ARTIGOS OTICOS E BRINQUEDOS LTDA,,Microempresa,N,20250131,4774100,Comércio varejista de artigos de óptica,JOINVILLE,CENTRO,89201030
59265977000183,59.265.977 PATRICIA FAGUNDES BULLA,,Microempresa,S,20250203,4763602,Comércio varejista de artigos esportivos,ITAJAI,SANTA REGINA,88317545
59270183000108,59.270.183 ELIEZER ADOLFO GONCALVES,,Microempresa,S,20250204,7721700,Aluguel de equipamentos recreativos e esportivos,FLORIANOPOLIS,SAO JOAO DO RIO VERMELHO,88060262
59287246000139,59.287.246 UBIRAJARA DE JESUS CASTRO,,Microempresa,S,20250204,5320201,Serviços de malote não realizados pelo Correio Nacional,FLORIANOPOLIS,SAO JOAO DO RIO VERMELHO,88060305
59347778000114,59.347.778 DABRIEL DAVID VARELA SONZ,,Microempresa,S,20250207,5212500,Carga e descarga,GOVERNADOR CELSO RAMOS,CANTO DOS GANCHOS,88190001
59352825000118,NAVEGOU LIMITADA,NAVEGOU.COM.BR,Microempresa,,20250207,6319400,"Portais, provedores de conteúdo e outros serviços de informação na internet",PALHOCA,PASSA VINTE,88132245
59362974000168,59.362.974 TELMO PEDREIRA,,Microempresa,S,20250208,3317102,Manutenção e reparação de embarcações para esporte e lazer,FLORIANOPOLIS,SAO JOAO DO RIO VERMELHO,88060393
59383991000181,SINCORA GEOHYDRO SOLUTIONS LTDA,SINCORA GEOHYDRO SOLUTIONS,Microempresa,N,20250210,4329102,Instalação de equipamentos para orientação à navegação marítima fluvial e lacustre,CAMBORIU,CEDRO,88341589
59387741000110,SAFEMARINE LTDA,SAFE MARINE,Microempresa,N,20250210,8211300,Serviços combinados de escritório e apoio administrativo,SAO FRANCISCO DO SUL,SAO JOSE DO ACARAI,89330285
57728848000230,ALGASBRAS CULTIVOS DE MACROALGAS LTDA,,Empresa de pequeno porte,N,20250212,0321399,Cultivos e semicultivos da aqüicultura em água salgada e salobra não especificados anteriormente,BIGUACU,ENCRUZILHADA,88165375
59438694000196,59.438.694 WILLIAN MARTINS DE SOUZA,,Microempresa,S,20250212,3317102,Manutenção e reparação de embarcações para esporte e lazer,ITAJAI,SAO ROQUE,88317610
59482135000183,ARAUJO SPORT LOCACOES DE MOTOS ELETRICAS E BIKES LTDA,,Microempresa,N,20250214,7721700,Aluguel de equipamentos recreativos e esportivos,BALNEARIO CAMBORIU,CENTRO,88330530
59519423000165,GERACAO MOTOS COMERCIO DE MOTOCICLETAS LTDA,GERACAO MOTOS,Demais,,20250218,4541203,Comércio a varejo de motocicletas e motonetas novas,BALNEARIO CAMBORIU,DOS MUNICÍPIOS,88337340
59554015000144,59.554.015 ANDRE FRANCISCO PEREIRA OLIVEIRA SANTOS,,Microempresa,S,20250219,4930201,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, municipal.",FLORIANOPOLIS,CORREGO GRANDE,88037416
59581615000100,CCB SERVICOS MARITIMOS LTDA,,Microempresa,N,20250220,7490104,"Atividades de intermediação e agenciamento de serviços e negócios em geral, exceto imobiliários",ARAQUARI,PORTO GRANDE,89245000
54037903000176,54.037.903 LEONARDO JOSE BORGES DOS SANTOS BRAND,COMPLEXO ESPORTIVO E EVENTOS BRAND,Microempresa,N,20240223,9311500,Gestão de instalações de esportes,BIGUACU,FUNDOS,88161425
59797638000148,DEFENSE CLUB - ARTES MARCIAIS LTDA,DEFENSE CLUB - ARTES MARCIAIS,Microempresa,N,20250308,9319199,Outras atividades esportivas não especificadas anteriormente,VIDEIRA,ALVORADA,89562032
59815231000104,CLAUDIA EGER BALDASSARI LTDA,RAMBO ACADEMY,Microempresa,N,20250310,8591100,Ensino de esportes,TROMBUDO CENTRAL,LIBERDADE,89176000
59816503000182,59.816.503 KATIA REGINA MIRANDA,,Microempresa,S,20250310,7721700,Aluguel de equipamentos recreativos e esportivos,ITAJAI,CORDEIROS,88310486
53963976000126,RDJ COMERCIO E PRESTACAO DE SERVICOS LTDA,RDJ COMERCIO E PRESTACAO DE SERVICOS,Microempresa,N,20240219,4520001,Serviços de manutenção e reparação mecânica de veículos automotores,RIO DO SUL,RAINHA,89162120
59871570000108,59.871.570 KALYNE ANNE DA SILVA MENESTRINA,,Microempresa,S,20250312,7721700,Aluguel de equipamentos recreativos e esportivos,RIO DOS CEDROS,RIO ESPERANCA,89121000
59894130000168,59.894.130 ANTONIO CARLOS JOENCK,,Microempresa,S,20250313,7490102,Escafandria e mergulho,GOVERNADOR CELSO RAMOS,ARMACAO DA PIEDADE,88190000
59951049000172,59.951.049 MATHIAS MURILIO DOS SANTOS,,Microempresa,S,20250318,3317102,Manutenção e reparação de embarcações para esporte e lazer,FLORIANOPOLIS,PRAIA BRAVA,88056780
60015794000199,CASA IN LTDA,CASA IN STORE,Empresa de pequeno porte,N,20250321,4754701,Comércio varejista de móveis,TIMBO,QUINTINO,89092129
60047036000152,RM FIBRAS SOLUCOES EM FIBRAS E REPARO NAVAL LTDA,RM FIBRAS SOLUCOES EM FIBRAS E REPARO NAVAL,Empresa de pequeno porte,N,20250324,3317102,Manutenção e reparação de embarcações para esporte e lazer,ITAJAI,SANTA REGINA,88317527
60062961000152,60.062.961 YASMIM SOUZA BARRETO,,Microempresa,S,20250324,7721700,Aluguel de equipamentos recreativos e esportivos,FLORIANOPOLIS,CAMPECHE,88065184
60066747000174,60.066.747 VALTER SILVIO DA COSTA JUNIOR,,Microempresa,S,20250325,7721700,Aluguel de equipamentos recreativos e esportivos,BOMBINHAS,ZIMBROS,88215000
60136083000172,60.136.083 JACI ROCHA GONCALVES,,Microempresa,S,20250328,8599699,Outras atividades de ensino não especificadas anteriormente,PALHOCA,ENSEADA DO BRITO (ENS BRITO),88138773
60177226000194,CHOK DEE ESPORTES LTDA,CHOK DEE ESPORTES,Microempresa,N,20250331,4763602,Comércio varejista de artigos esportivos,JOINVILLE,SANTO ANTONIO,89218301
60384497000110,60.384.497 VALENTINA GAGLIARDO FERREIRA,,Microempresa,S,20250413,8230001,"Serviços de organização de feiras, congressos, exposições e festas",FLORIANOPOLIS,INGLESES DO RIO VERMELHO,88058645
60425094000172,60.425.094 NATAN KLAGENBERG,,Microempresa,S,20250415,7721700,Aluguel de equipamentos recreativos e esportivos,SAO MIGUEL DO OESTE,ZONA RURAL,89900000
57237629000177,ASSOCIACAO AMIGOS DO BASQUETE DE ITAPOA (AABI),AABI,Demais,,20240617,9430800,Atividades de associações de defesa de direitos sociais,ITAPOA,PAESE,89249000
60447290000148,60.447.290 ANDREZA DA LUZ,,Microempresa,S,20250417,7721700,Aluguel de equipamentos recreativos e esportivos,ORLEANS,CORRIDAS,88870000
60448905000150,VP - VINI PALUDO PADEL LTDA,ARENA ITA THERMAS PADEL,Microempresa,N,20250417,9311500,Gestão de instalações de esportes,ITA,LAGO AZUL,89760000
60510191000163,60.510.191 MAITE NUNES,,Microempresa,S,20250423,8230001,"Serviços de organização de feiras, congressos, exposições e festas",JOINVILLE,COSTA E SILVA,89220055
60553282000186,SAFETY ALUGUEL DE LANCHAS E ADMINISTRACAO LTDA,,Microempresa,N,20250425,7721700,Aluguel de equipamentos recreativos e esportivos,TIJUCAS,CENTRO,88200258
60599554000189,60.599.554 FRANCISCO ASSINI JUNIOR,,Microempresa,S,20250429,5011401,Transporte marítimo de cabotagem - Carga,ITAJAI,RESSACADA,88307740
60600457000169,INSTITUTO JOSEFENSE DE KARATE-DO,INSTITUTO JOSEFENSE DE KARATE-DO,Demais,,20250409,8591100,Ensino de esportes,SAO JOSE,SERRARIA,88115485
60639479000132,60.639.479 PAULO JORGE FANTAGUCCI GONCALVES,,Microempresa,S,20250502,5612100,Serviços ambulantes de alimentação,FLORIANOPOLIS,MORRO DAS PEDRAS,88066076
60789434000144,SUL FISHING LTDA,SUL FISHING,Microempresa,N,20250512,5099801,Transporte aquaviário para passeios turísticos,JARAGUA DO SUL,CENTRO,89251702
60815265000170,BRIDGEWAY LTDA,BRIDGEWAY INTERMEDIACOES,Microempresa,N,20250514,7490104,"Atividades de intermediação e agenciamento de serviços e negócios em geral, exceto imobiliários",BALNEARIO CAMBORIU,CENTRO,88330030
60824474000180,SC BEACH SPORTS LTDA,SC BEACH SPORTS,Microempresa,N,20250514,9311500,Gestão de instalações de esportes,SAO JOSE,SERTAO DO MARUIM,88122030
49927036000295,GM MULTIMARCAS PALHOCA LTDA,GM MULTIMARCAS PALHOCA,Microempresa,N,20250520,4511102,"Comércio a varejo de automóveis, camionetas e utilitários usados",PALHOCA,ARIRIU,88135101
60912055000108,MAM COMERCIO DE PRODUTOS LTDA,,Microempresa,N,20250520,4789099,Comércio varejista de outros produtos não especificados anteriormente,BLUMENAU,GARCIA,89022185
60912306000146,RODRIGO MULLER LIMITADA,KINDER FESTAS INFANTIS,Microempresa,N,20250520,8230002,Casas de festas e eventos,FLORIANOPOLIS,CAPOEIRAS,88090830
54012434002699,JETSHR LTDA,,Demais,,20250520,7721700,Aluguel de equipamentos recreativos e esportivos,ITAJAI,CENTRO,88301320
60935199000171,SOLMAR COMERCIO EXTERIOR LTDA,SOLMAR COMERCIO,Demais,,20250521,4641902,"Comércio atacadista de artigos de cama, mesa e banho",ITAJAI,CIDADE NOVA,88308001
60970926000131,60.970.926 LARISSA RIBEIRO AMADOR,,Microempresa,S,20250523,5099801,Transporte aquaviário para passeios turísticos,GOVERNADOR CELSO RAMOS,GANCHOS DE FORA,88190000
60973645000132,AB SPORTES LTDA,AB SPORTS,Microempresa,N,20250523,8591100,Ensino de esportes,PALMA SOLA,SOL NASCENTE,89985000
61051433000160,OCEANO BOATS LTDA,OCEANO BOATS,Microempresa,N,20250528,4763605,Comércio varejista de embarcações e outros veículos recreativos; peças e acessórios,ARAQUARI,CENTRO,89245000
61059356000195,QUADRI PRAIAGRANDESC LTDA,QUADRI PRAIAGRANDESC,Microempresa,N,20250529,7912100,Operadores turísticos,PRAIA GRANDE,PÉ DA SERRA,88990000
61142563000109,61.142.563 ALINE OSZIKA,,Microempresa,S,20250603,7729202,"Aluguel de móveis, utensílios e aparelhos de uso doméstico e pessoal; instrumentos musicais",BARRA VELHA,ITAJUBA,88390000
61260504000135,61.260.504 CARLOS ANTONIO KOHLBECK,,Microempresa,S,20250611,3317102,Manutenção e reparação de embarcações para esporte e lazer,SAO FRANCISCO DO SUL,AGUA BRANCA,89330580
61328693000130,"ASSOCIACAO ESPORTIVA, SOCIAL E CULTURAL FENIX",,Demais,,20241030,9319101,Produção e promoção de eventos esportivos,SAO JOSE,SERTAO DO MARUIM,88122400
61335704000100,61.335.704 VANIA GAMA DOS SANTOS,,Microempresa,S,20250616,7721700,Aluguel de equipamentos recreativos e esportivos,FLORIANOPOLIS,CANASVIEIRAS,88054631
