ano,uf,cnae,descricao,grupo,estab_com_vinculo,vinculos_ativos,estab_declarantes
2025,AP,0321305,Atividades de apoio à aquicultura em água salgada e salobra,Pesca e aquicultura,0,0,9
2025,AP,1020101,"Preservação de peixes, crustáceos e moluscos",Pesca e aquicultura,13,125,32
2025,AP,1020102,"Fabricação de conservas de peixes, crustáceos e moluscos",Pesca e aquicultura,3,24,8
2025,AP,3011301,Construção de embarcações de grande porte,Indústria naval,0,0,3
2025,AP,3011302,"Construção de embarcações para uso comercial e usos especiais, exceto de grande porte",Indústria náutica,3,14,10
2025,AP,3012100,Construção de embarcações para esporte e lazer,Indústria náutica,2,30,11
2025,AP,3317101,Manutenção e reparação de embarcações e estruturas flutuantes,Indústria naval,1,9,5
2025,AP,3317102,Manutenção e reparação de embarcações para esporte e lazer,Indústria náutica,1,3,2
2025,AP,4763605,Comércio varejista de embarcações e outros veículos recreativos,Comércio e serviços náuticos,14,71,41
2025,AP,5011401,"Transporte marítimo de cabotagem, carga",Portos e navegação,3,7,4
2025,AP,5030102,Navegação de apoio portuário,Portos e navegação,5,59,7
2025,AP,5099801,Transporte aquaviário para passeios turísticos,Comércio e serviços náuticos,0,0,2
2025,AP,5231101,Administração da infraestrutura portuária,Portos e navegação,2,14,6
2025,AP,5231102,Atividades do operador portuário,Portos e navegação,10,236,14
2025,AP,5232000,Atividades de agenciamento marítimo,Portos e navegação,10,22,16
2025,AP,5239701,Serviços de praticagem,Portos e navegação,6,9,29
2025,AP,5239799,Atividades auxiliares dos transportes aquaviários,Portos e navegação,2,19,6
2025,AP,7719501,"Locação de embarcações sem tripulação, exceto para fins recreativos",Comércio e serviços náuticos,0,0,2
2025,AP,7721700,Aluguel de equipamentos recreativos e esportivos,Comércio e serviços náuticos,4,43,9
2025,AP,9319199,Outras atividades esportivas (inclui escolas e clubes náuticos),Comércio e serviços náuticos,1,1,32
2025,BA,0311601,Pesca de peixes em água salgada,Pesca e aquicultura,4,10,13603
