ano,municipio_codigo,municipio,cnae,descricao,grupo,estab_com_vinculo,vinculos_ativos,estab_declarantes
2025,420210,Barra Velha,3230200,Fabricação de artefatos para pesca e esporte,Indústria náutica,2,7,3
2025,420210,Barra Velha,3317101,Manutenção e reparação de embarcações e estruturas flutuantes,Indústria naval,0,0,1
2025,420210,Barra Velha,3317102,Manutenção e reparação de embarcações para esporte e lazer,Indústria náutica,0,0,1
2025,420210,Barra Velha,7721700,Aluguel de equipamentos recreativos e esportivos,Comércio e serviços náuticos,0,0,2
2025,420210,Barra Velha,9319199,Outras atividades esportivas (inclui escolas e clubes náuticos),Comércio e serviços náuticos,1,1,1
2025,420220,Benedito Novo,7721700,Aluguel de equipamentos recreativos e esportivos,Comércio e serviços náuticos,1,1,3
2025,420220,Benedito Novo,9319199,Outras atividades esportivas (inclui escolas e clubes náuticos),Comércio e serviços náuticos,0,0,1
2025,420230,Biguaçu,0311601,Pesca de peixes em água salgada,Pesca e aquicultura,0,0,133
2025,420230,Biguaçu,0311602,Pesca de crustáceos e moluscos em água salgada,Pesca e aquicultura,0,0,2
2025,420230,Biguaçu,1020102,"Fabricação de conservas de peixes, crustáceos e moluscos",Pesca e aquicultura,2,14,4
2025,420230,Biguaçu,3012100,Construção de embarcações para esporte e lazer,Indústria náutica,4,79,5
2025,420230,Biguaçu,3317101,Manutenção e reparação de embarcações e estruturas flutuantes,Indústria naval,1,70,1
2025,420230,Biguaçu,3317102,Manutenção e reparação de embarcações para esporte e lazer,Indústria náutica,3,3,6
2025,420230,Biguaçu,4329102,Instalação de equipamentos para orientação à navegação,Indústria náutica,0,0,3
2025,420230,Biguaçu,4763605,Comércio varejista de embarcações e outros veículos recreativos,Comércio e serviços náuticos,2,6,4
2025,420230,Biguaçu,7721700,Aluguel de equipamentos recreativos e esportivos,Comércio e serviços náuticos,0,0,6
2025,420230,Biguaçu,9319199,Outras atividades esportivas (inclui escolas e clubes náuticos),Comércio e serviços náuticos,0,0,5
2025,420240,Blumenau,0311601,Pesca de peixes em água salgada,Pesca e aquicultura,0,0,1
2025,420240,Blumenau,1020101,"Preservação de peixes, crustáceos e moluscos",Pesca e aquicultura,1,2,2
2025,420240,Blumenau,3012100,Construção de embarcações para esporte e lazer,Indústria náutica,0,0,1
2025,420240,Blumenau,3230200,Fabricação de artefatos para pesca e esporte,Indústria náutica,1,18,2
2025,420240,Blumenau,3317102,Manutenção e reparação de embarcações para esporte e lazer,Indústria náutica,0,0,1
2025,420240,Blumenau,4763605,Comércio varejista de embarcações e outros veículos recreativos,Comércio e serviços náuticos,2,3,4
2025,420240,Blumenau,5030101,Navegação de apoio marítimo,Portos e navegação,0,0,1
2025,420240,Blumenau,5231101,Administração da infraestrutura portuária,Portos e navegação,0,0,2
2025,420240,Blumenau,7721700,Aluguel de equipamentos recreativos e esportivos,Comércio e serviços náuticos,4,15,8
2025,420240,Blumenau,9319199,Outras atividades esportivas (inclui escolas e clubes náuticos),Comércio e serviços náuticos,3,6,18
2025,420243,Bocaina do Sul,1020101,"Preservação de peixes, crustáceos e moluscos",Pesca e aquicultura,1,1,1
2025,420245,Bombinhas,0311601,Pesca de peixes em água salgada,Pesca e aquicultura,21,147,293
2025,420245,Bombinhas,0311602,Pesca de crustáceos e moluscos em água salgada,Pesca e aquicultura,0,0,47
2025,420245,Bombinhas,0311604,Atividades de apoio à pesca em água salgada,Pesca e aquicultura,0,0,1
2025,420245,Bombinhas,1020101,"Preservação de peixes, crustáceos e moluscos",Pesca e aquicultura,2,2,2
2025,420245,Bombinhas,3317102,Manutenção e reparação de embarcações para esporte e lazer,Indústria náutica,0,0,1
2025,420245,Bombinhas,4763605,Comércio varejista de embarcações e outros veículos recreativos,Comércio e serviços náuticos,1,5,2
2025,420245,Bombinhas,5099801,Transporte aquaviário para passeios turísticos,Comércio e serviços náuticos,1,19,7
2025,420245,Bombinhas,5239799,Atividades auxiliares dos transportes aquaviários,Portos e navegação,1,8,1
2025,420245,Bombinhas,7721700,Aluguel de equipamentos recreativos e esportivos,Comércio e serviços náuticos,1,4,5
2025,420270,Botuverá,9319199,Outras atividades esportivas (inclui escolas e clubes náuticos),Comércio e serviços náuticos,0,0,1
2025,420280,Braço do Norte,0311602,Pesca de crustáceos e moluscos em água salgada,Pesca e aquicultura,0,0,2
2025,420280,Braço do Norte,1020101,"Preservação de peixes, crustáceos e moluscos",Pesca e aquicultura,3,24,4
2025,420280,Braço do Norte,7721700,Aluguel de equipamentos recreativos e esportivos,Comércio e serviços náuticos,0,0,1
2025,420280,Braço do Norte,9319199,Outras atividades esportivas (inclui escolas e clubes náuticos),Comércio e serviços náuticos,1,1,4
2025,420290,Brusque,3012100,Construção de embarcações para esporte e lazer,Indústria náutica,0,0,1
2025,420290,Brusque,3230200,Fabricação de artefatos para pesca e esporte,Indústria náutica,1,39,1
2025,420290,Brusque,3317101,Manutenção e reparação de embarcações e estruturas flutuantes,Indústria naval,0,0,1
2025,420290,Brusque,4763605,Comércio varejista de embarcações e outros veículos recreativos,Comércio e serviços náuticos,0,0,1
2025,420290,Brusque,7721700,Aluguel de equipamentos recreativos e esportivos,Comércio e serviços náuticos,1,1,3
2025,420290,Brusque,9319199,Outras atividades esportivas (inclui escolas e clubes náuticos),Comércio e serviços náuticos,1,1,9
2025,420300,Caçador,9319199,Outras atividades esportivas (inclui escolas e clubes náuticos),Comércio e serviços náuticos,1,1,5
2025,420320,Camboriú,0311601,Pesca de peixes em água salgada,Pesca e aquicultura,1,15,16
2025,420320,Camboriú,1020101,"Preservação de peixes, crustáceos e moluscos",Pesca e aquicultura,1,23,3
2025,420320,Camboriú,3230200,Fabricação de artefatos para pesca e esporte,Indústria náutica,1,1,2
2025,420320,Camboriú,3317101,Manutenção e reparação de embarcações e estruturas flutuantes,Indústria naval,0,0,1
2025,420320,Camboriú,3317102,Manutenção e reparação de embarcações para esporte e lazer,Indústria náutica,2,5,8
2025,420320,Camboriú,4763605,Comércio varejista de embarcações e outros veículos recreativos,Comércio e serviços náuticos,0,0,4
2025,420320,Camboriú,7719501,"Locação de embarcações sem tripulação, exceto para fins recreativos",Comércio e serviços náuticos,0,0,1
2025,420320,Camboriú,7721700,Aluguel de equipamentos recreativos e esportivos,Comércio e serviços náuticos,1,1,4
2025,420320,Camboriú,9319199,Outras atividades esportivas (inclui escolas e clubes náuticos),Comércio e serviços náuticos,1,2,4
2025,420350,Campo Erê,7721700,Aluguel de equipamentos recreativos e esportivos,Comércio e serviços náuticos,0,0,1
2025,420350,Campo Erê,9319199,Outras atividades esportivas (inclui escolas e clubes náuticos),Comércio e serviços náuticos,0,0,2
2025,420360,Campos Novos,0311604,Atividades de apoio à pesca em água salgada,Pesca e aquicultura,0,0,1
2025,420360,Campos Novos,7721700,Aluguel de equipamentos recreativos e esportivos,Comércio e serviços náuticos,1,1,1
2025,420360,Campos Novos,9319199,Outras atividades esportivas (inclui escolas e clubes náuticos),Comércio e serviços náuticos,0,0,4
2025,420370,Canelinha,0311601,Pesca de peixes em água salgada,Pesca e aquicultura,0,0,4
2025,420370,Canelinha,3230200,Fabricação de artefatos para pesca e esporte,Indústria náutica,0,0,1
2025,420370,Canelinha,9319199,Outras atividades esportivas (inclui escolas e clubes náuticos),Comércio e serviços náuticos,0,0,1
2025,420380,Canoinhas,0311601,Pesca de peixes em água salgada,Pesca e aquicultura,0,0,1
2025,420380,Canoinhas,1020101,"Preservação de peixes, crustáceos e moluscos",Pesca e aquicultura,0,0,2
2025,420380,Canoinhas,7721700,Aluguel de equipamentos recreativos e esportivos,Comércio e serviços náuticos,1,1,2
2025,420380,Canoinhas,9319199,Outras atividades esportivas (inclui escolas e clubes náuticos),Comércio e serviços náuticos,0,0,1
2025,420390,Capinzal,9319199,Outras atividades esportivas (inclui escolas e clubes náuticos),Comércio e serviços náuticos,1,2,6
2025,420395,Capivari de Baixo,0311601,Pesca de peixes em água salgada,Pesca e aquicultura,0,0,2
2025,420395,Capivari de Baixo,0311602,Pesca de crustáceos e moluscos em água salgada,Pesca e aquicultura,0,0,2
2025,420395,Capivari de Baixo,4763605,Comércio varejista de embarcações e outros veículos recreativos,Comércio e serviços náuticos,0,0,1
2025,420395,Capivari de Baixo,7721700,Aluguel de equipamentos recreativos e esportivos,Comércio e serviços náuticos,0,0,1
2025,420395,Capivari de Baixo,9319199,Outras atividades esportivas (inclui escolas e clubes náuticos),Comércio e serviços náuticos,0,0,1
2025,420400,Catanduvas,3317102,Manutenção e reparação de embarcações para esporte e lazer,Indústria náutica,0,0,1
2025,420410,Caxambu do Sul,1020101,"Preservação de peixes, crustáceos e moluscos",Pesca e aquicultura,0,0,1
2025,420410,Caxambu do Sul,1020102,"Fabricação de conservas de peixes, crustáceos e moluscos",Pesca e aquicultura,1,1,1
2025,420420,Chapecó,1020101,"Preservação de peixes, crustáceos e moluscos",Pesca e aquicultura,1,1,1
2025,420420,Chapecó,3317102,Manutenção e reparação de embarcações para esporte e lazer,Indústria náutica,2,4,3
2025,420420,Chapecó,4763605,Comércio varejista de embarcações e outros veículos recreativos,Comércio e serviços náuticos,2,7,4
2025,420420,Chapecó,5011401,"Transporte marítimo de cabotagem, carga",Portos e navegação,0,0,1
2025,420420,Chapecó,5099801,Transporte aquaviário para passeios turísticos,Comércio e serviços náuticos,0,0,1
2025,420420,Chapecó,7721700,Aluguel de equipamentos recreativos e esportivos,Comércio e serviços náuticos,0,0,12
2025,420420,Chapecó,9319199,Outras atividades esportivas (inclui escolas e clubes náuticos),Comércio e serviços náuticos,1,1,34
2025,420425,Cocal do Sul,9319199,Outras atividades esportivas (inclui escolas e clubes náuticos),Comércio e serviços náuticos,1,1,1
2025,420430,Concórdia,1020101,"Preservação de peixes, crustáceos e moluscos",Pesca e aquicultura,1,2,1
2025,420430,Concórdia,3230200,Fabricação de artefatos para pesca e esporte,Indústria náutica,1,5,2
2025,420430,Concórdia,3317102,Manutenção e reparação de embarcações para esporte e lazer,Indústria náutica,0,0,1
2025,420430,Concórdia,7721700,Aluguel de equipamentos recreativos e esportivos,Comércio e serviços náuticos,0,0,4
2025,420430,Concórdia,9319199,Outras atividades esportivas (inclui escolas e clubes náuticos),Comércio e serviços náuticos,2,11,14
2025,420435,Cordilheira Alta,9319199,Outras atividades esportivas (inclui escolas e clubes náuticos),Comércio e serviços náuticos,0,0,1
2025,420440,Coronel Freitas,9319199,Outras atividades esportivas (inclui escolas e clubes náuticos),Comércio e serviços náuticos,0,0,2
2025,420450,Corupá,3317101,Manutenção e reparação de embarcações e estruturas flutuantes,Indústria naval,0,0,1
2025,420450,Corupá,9319199,Outras atividades esportivas (inclui escolas e clubes náuticos),Comércio e serviços náuticos,0,0,2
2025,420455,Correia Pinto,9319199,Outras atividades esportivas (inclui escolas e clubes náuticos),Comércio e serviços náuticos,0,0,1
2025,420460,Criciúma,0311601,Pesca de peixes em água salgada,Pesca e aquicultura,0,0,55
2025,420460,Criciúma,0311602,Pesca de crustáceos e moluscos em água salgada,Pesca e aquicultura,0,0,2
2025,420460,Criciúma,0311604,Atividades de apoio à pesca em água salgada,Pesca e aquicultura,0,0,1
2025,420460,Criciúma,4329102,Instalação de equipamentos para orientação à navegação,Indústria náutica,0,0,1
2025,420460,Criciúma,5232000,Atividades de agenciamento marítimo,Portos e navegação,1,62,1
2025,420460,Criciúma,7721700,Aluguel de equipamentos recreativos e esportivos,Comércio e serviços náuticos,2,5,9
2025,420460,Criciúma,9319199,Outras atividades esportivas (inclui escolas e clubes náuticos),Comércio e serviços náuticos,2,2,23
2025,420480,Curitibanos,7721700,Aluguel de equipamentos recreativos e esportivos,Comércio e serviços náuticos,1,3,3
2025,420480,Curitibanos,9319199,Outras atividades esportivas (inclui escolas e clubes náuticos),Comércio e serviços náuticos,1,1,4
2025,420490,Descanso,1020101,"Preservação de peixes, crustáceos e moluscos",Pesca e aquicultura,1,15,1
2025,420490,Descanso,9319199,Outras atividades esportivas (inclui escolas e clubes náuticos),Comércio e serviços náuticos,0,0,3
2025,420500,Dionísio Cerqueira,9319199,Outras atividades esportivas (inclui escolas e clubes náuticos),Comércio e serviços náuticos,2,3,6
2025,420520,Erval Velho,9319199,Outras atividades esportivas (inclui escolas e clubes náuticos),Comércio e serviços náuticos,0,0,2
2025,420540,Florianópolis,0311601,Pesca de peixes em água salgada,Pesca e aquicultura,6,63,1182
2025,420540,Florianópolis,0311602,Pesca de crustáceos e moluscos em água salgada,Pesca e aquicultura,2,27,6
2025,420540,Florianópolis,0311604,Atividades de apoio à pesca em água salgada,Pesca e aquicultura,0,0,7
2025,420540,Florianópolis,0321301,Criação de peixes em água salgada e salobra,Pesca e aquicultura,0,0,2
2025,420540,Florianópolis,0321303,Criação de ostras e mexilhões em água salgada e salobra,Pesca e aquicultura,8,68,12
2025,420540,Florianópolis,0321305,Atividades de apoio à aquicultura em água salgada e salobra,Pesca e aquicultura,1,1,14
2025,420540,Florianópolis,0321399,Cultivos e semicultivos da aquicultura em água salgada e salobra,Pesca e aquicultura,2,3,4
2025,420540,Florianópolis,1020101,"Preservação de peixes, crustáceos e moluscos",Pesca e aquicultura,4,17,7
2025,420540,Florianópolis,1020102,"Fabricação de conservas de peixes, crustáceos e moluscos",Pesca e aquicultura,0,0,3
2025,420540,Florianópolis,3011301,Construção de embarcações de grande porte,Indústria naval,0,0,1
2025,420540,Florianópolis,3011302,"Construção de embarcações para uso comercial e usos especiais, exceto de grande porte",Indústria náutica,0,0,1
2025,420540,Florianópolis,3012100,Construção de embarcações para esporte e lazer,Indústria náutica,3,71,4
2025,420540,Florianópolis,3230200,Fabricação de artefatos para pesca e esporte,Indústria náutica,12,77,25
2025,420540,Florianópolis,3317101,Manutenção e reparação de embarcações e estruturas flutuantes,Indústria naval,3,170,5
2025,420540,Florianópolis,3317102,Manutenção e reparação de embarcações para esporte e lazer,Indústria náutica,3,10,12
2025,420540,Florianópolis,4329102,Instalação de equipamentos para orientação à navegação,Indústria náutica,0,0,7
2025,420540,Florianópolis,4763605,Comércio varejista de embarcações e outros veículos recreativos,Comércio e serviços náuticos,7,20,22
2025,420540,Florianópolis,5011401,"Transporte marítimo de cabotagem, carga",Portos e navegação,0,0,2
2025,420540,Florianópolis,5030101,Navegação de apoio marítimo,Portos e navegação,0,0,1
2025,420540,Florianópolis,5099801,Transporte aquaviário para passeios turísticos,Comércio e serviços náuticos,11,80,37
2025,420540,Florianópolis,5239701,Serviços de praticagem,Portos e navegação,0,0,1
2025,420540,Florianópolis,5239799,Atividades auxiliares dos transportes aquaviários,Portos e navegação,2,7,3
2025,420540,Florianópolis,7719501,"Locação de embarcações sem tripulação, exceto para fins recreativos",Comércio e serviços náuticos,2,19,7
2025,420540,Florianópolis,7721700,Aluguel de equipamentos recreativos e esportivos,Comércio e serviços náuticos,13,91,59
2025,420540,Florianópolis,9319199,Outras atividades esportivas (inclui escolas e clubes náuticos),Comércio e serviços náuticos,13,91,60
2025,420543,Formosa do Sul,9319199,Outras atividades esportivas (inclui escolas e clubes náuticos),Comércio e serviços náuticos,0,0,4
2025,420545,Forquilhinha,0311601,Pesca de peixes em água salgada,Pesca e aquicultura,0,0,12
2025,420550,Fraiburgo,3317101,Manutenção e reparação de embarcações e estruturas flutuantes,Indústria naval,1,2,1
2025,420550,Fraiburgo,9319199,Outras atividades esportivas (inclui escolas e clubes náuticos),Comércio e serviços náuticos,0,0,5
2025,420555,Frei Rogério,9319199,Outras atividades esportivas (inclui escolas e clubes náuticos),Comércio e serviços náuticos,0,0,1
2025,420560,Galvão,9319199,Outras atividades esportivas (inclui escolas e clubes náuticos),Comércio e serviços náuticos,0,0,1
2025,420570,Garopaba,0311601,Pesca de peixes em água salgada,Pesca e aquicultura,0,0,654
2025,420570,Garopaba,0311602,Pesca de crustáceos e moluscos em água salgada,Pesca e aquicultura,0,0,8
2025,420570,Garopaba,0311604,Atividades de apoio à pesca em água salgada,Pesca e aquicultura,0,0,1
2025,420570,Garopaba,3230200,Fabricação de artefatos para pesca e esporte,Indústria náutica,0,0,3
2025,420570,Garopaba,5099801,Transporte aquaviário para passeios turísticos,Comércio e serviços náuticos,0,0,2
2025,420570,Garopaba,7721700,Aluguel de equipamentos recreativos e esportivos,Comércio e serviços náuticos,0,0,2
2025,420570,Garopaba,9319199,Outras atividades esportivas (inclui escolas e clubes náuticos),Comércio e serviços náuticos,0,0,1
2025,420580,Garuva,0311601,Pesca de peixes em água salgada,Pesca e aquicultura,0,0,18
2025,420580,Garuva,0311602,Pesca de crustáceos e moluscos em água salgada,Pesca e aquicultura,0,0,2
2025,420580,Garuva,0311604,Atividades de apoio à pesca em água salgada,Pesca e aquicultura,0,0,1
2025,420580,Garuva,1020102,"Fabricação de conservas de peixes, crustáceos e moluscos",Pesca e aquicultura,0,0,2
2025,420580,Garuva,3230200,Fabricação de artefatos para pesca e esporte,Indústria náutica,0,0,1
2025,420580,Garuva,3317102,Manutenção e reparação de embarcações para esporte e lazer,Indústria náutica,1,1,1
2025,420580,Garuva,4763605,Comércio varejista de embarcações e outros veículos recreativos,Comércio e serviços náuticos,2,2,8
2025,420580,Garuva,5231102,Atividades do operador portuário,Portos e navegação,0,0,1
2025,420590,Gaspar,0311601,Pesca de peixes em água salgada,Pesca e aquicultura,0,0,1
2025,420590,Gaspar,3011302,"Construção de embarcações para uso comercial e usos especiais, exceto de grande porte",Indústria náutica,2,18,2
2025,420590,Gaspar,3230200,Fabricação de artefatos para pesca e esporte,Indústria náutica,0,0,1
2025,420590,Gaspar,4763605,Comércio varejista de embarcações e outros veículos recreativos,Comércio e serviços náuticos,1,2,2
2025,420590,Gaspar,7721700,Aluguel de equipamentos recreativos e esportivos,Comércio e serviços náuticos,0,0,2
2025,420590,Gaspar,9319199,Outras atividades esportivas (inclui escolas e clubes náuticos),Comércio e serviços náuticos,1,3,6
2025,420600,Governador Celso Ramos,0311601,Pesca de peixes em água salgada,Pesca e aquicultura,6,35,543
2025,420600,Governador Celso Ramos,0311602,Pesca de crustáceos e moluscos em água salgada,Pesca e aquicultura,1,1,38
2025,420600,Governador Celso Ramos,0311604,Atividades de apoio à pesca em água salgada,Pesca e aquicultura,0,0,1
2025,420600,Governador Celso Ramos,0321305,Atividades de apoio à aquicultura em água salgada e salobra,Pesca e aquicultura,0,0,5
2025,420600,Governador Celso Ramos,1020101,"Preservação de peixes, crustáceos e moluscos",Pesca e aquicultura,1,16,1
