ano,municipio_codigo,municipio,cnae,descricao,grupo,estab_com_vinculo,vinculos_ativos,estab_declarantes
2025,420600,Governador Celso Ramos,1020102,"Fabricação de conservas de peixes, crustáceos e moluscos",Pesca e aquicultura,1,2,2
2025,420600,Governador Celso Ramos,3012100,Construção de embarcações para esporte e lazer,Indústria náutica,0,0,1
2025,420600,Governador Celso Ramos,3317102,Manutenção e reparação de embarcações para esporte e lazer,Indústria náutica,0,0,1
2025,420600,Governador Celso Ramos,5099801,Transporte aquaviário para passeios turísticos,Comércio e serviços náuticos,1,3,2
2025,420600,Governador Celso Ramos,7721700,Aluguel de equipamentos recreativos e esportivos,Comércio e serviços náuticos,0,0,1
2025,420620,Gravatal,9319199,Outras atividades esportivas (inclui escolas e clubes náuticos),Comércio e serviços náuticos,0,0,2
2025,420630,Guabiruba,0311601,Pesca de peixes em água salgada,Pesca e aquicultura,0,0,1
2025,420630,Guabiruba,9319199,Outras atividades esportivas (inclui escolas e clubes náuticos),Comércio e serviços náuticos,0,0,1
2025,420640,Guaraciaba,9319199,Outras atividades esportivas (inclui escolas e clubes náuticos),Comércio e serviços náuticos,0,0,2
2025,420650,Guaramirim,0311601,Pesca de peixes em água salgada,Pesca e aquicultura,0,0,5
2025,420650,Guaramirim,3230200,Fabricação de artefatos para pesca e esporte,Indústria náutica,4,88,4
2025,420650,Guaramirim,7721700,Aluguel de equipamentos recreativos e esportivos,Comércio e serviços náuticos,0,0,2
2025,420650,Guaramirim,9319199,Outras atividades esportivas (inclui escolas e clubes náuticos),Comércio e serviços náuticos,0,0,4
2025,420660,Guarujá do Sul,9319199,Outras atividades esportivas (inclui escolas e clubes náuticos),Comércio e serviços náuticos,0,0,2
2025,420665,Guatambú,9319199,Outras atividades esportivas (inclui escolas e clubes náuticos),Comércio e serviços náuticos,0,0,1
2025,420670,Herval d'Oeste,3317102,Manutenção e reparação de embarcações para esporte e lazer,Indústria náutica,0,0,1
2025,420670,Herval d'Oeste,9319199,Outras atividades esportivas (inclui escolas e clubes náuticos),Comércio e serviços náuticos,0,0,2
2025,420680,Ibicaré,9319199,Outras atividades esportivas (inclui escolas e clubes náuticos),Comércio e serviços náuticos,0,0,1
2025,420690,Ibirama,7721700,Aluguel de equipamentos recreativos e esportivos,Comércio e serviços náuticos,0,0,1
2025,420690,Ibirama,9319199,Outras atividades esportivas (inclui escolas e clubes náuticos),Comércio e serviços náuticos,0,0,2
2025,420700,Içara,0311601,Pesca de peixes em água salgada,Pesca e aquicultura,0,0,252
2025,420700,Içara,0311602,Pesca de crustáceos e moluscos em água salgada,Pesca e aquicultura,0,0,8
2025,420700,Içara,1020101,"Preservação de peixes, crustáceos e moluscos",Pesca e aquicultura,1,1,1
2025,420700,Içara,3230200,Fabricação de artefatos para pesca e esporte,Indústria náutica,0,0,2
2025,420700,Içara,7721700,Aluguel de equipamentos recreativos e esportivos,Comércio e serviços náuticos,1,1,3
2025,420700,Içara,9319199,Outras atividades esportivas (inclui escolas e clubes náuticos),Comércio e serviços náuticos,0,0,3
2025,420710,Ilhota,0311601,Pesca de peixes em água salgada,Pesca e aquicultura,0,0,1
2025,420710,Ilhota,1020101,"Preservação de peixes, crustáceos e moluscos",Pesca e aquicultura,1,95,1
2025,420710,Ilhota,3011301,Construção de embarcações de grande porte,Indústria naval,0,0,1
2025,420710,Ilhota,3230200,Fabricação de artefatos para pesca e esporte,Indústria náutica,1,2,1
2025,420710,Ilhota,3317101,Manutenção e reparação de embarcações e estruturas flutuantes,Indústria naval,1,4,2
2025,420710,Ilhota,3317102,Manutenção e reparação de embarcações para esporte e lazer,Indústria náutica,2,36,2
2025,420710,Ilhota,9319199,Outras atividades esportivas (inclui escolas e clubes náuticos),Comércio e serviços náuticos,0,0,1
2025,420720,Imaruí,0311601,Pesca de peixes em água salgada,Pesca e aquicultura,0,0,19
2025,420720,Imaruí,0311602,Pesca de crustáceos e moluscos em água salgada,Pesca e aquicultura,0,0,1065
2025,420720,Imaruí,0321302,Criação de camarões em água salgada e salobra,Pesca e aquicultura,0,0,2
2025,420720,Imaruí,0321305,Atividades de apoio à aquicultura em água salgada e salobra,Pesca e aquicultura,0,0,1
2025,420720,Imaruí,1020101,"Preservação de peixes, crustáceos e moluscos",Pesca e aquicultura,2,17,2
2025,420720,Imaruí,1020102,"Fabricação de conservas de peixes, crustáceos e moluscos",Pesca e aquicultura,3,22,7
2025,420730,Imbituba,0311601,Pesca de peixes em água salgada,Pesca e aquicultura,1,3,535
2025,420730,Imbituba,0311602,Pesca de crustáceos e moluscos em água salgada,Pesca e aquicultura,0,0,515
2025,420730,Imbituba,0321302,Criação de camarões em água salgada e salobra,Pesca e aquicultura,1,2,1
2025,420730,Imbituba,1020101,"Preservação de peixes, crustáceos e moluscos",Pesca e aquicultura,1,2,3
2025,420730,Imbituba,3011302,"Construção de embarcações para uso comercial e usos especiais, exceto de grande porte",Indústria náutica,1,4,1
2025,420730,Imbituba,3230200,Fabricação de artefatos para pesca e esporte,Indústria náutica,0,0,1
2025,420730,Imbituba,4763605,Comércio varejista de embarcações e outros veículos recreativos,Comércio e serviços náuticos,0,0,1
2025,420730,Imbituba,5030101,Navegação de apoio marítimo,Portos e navegação,0,0,1
2025,420730,Imbituba,5030102,Navegação de apoio portuário,Portos e navegação,3,36,4
2025,420730,Imbituba,5231101,Administração da infraestrutura portuária,Portos e navegação,1,103,2
2025,420730,Imbituba,5231102,Atividades do operador portuário,Portos e navegação,11,620,15
2025,420730,Imbituba,5232000,Atividades de agenciamento marítimo,Portos e navegação,7,32,11
2025,420730,Imbituba,5239701,Serviços de praticagem,Portos e navegação,1,7,3
2025,420730,Imbituba,5239799,Atividades auxiliares dos transportes aquaviários,Portos e navegação,0,0,3
2025,420730,Imbituba,7721700,Aluguel de equipamentos recreativos e esportivos,Comércio e serviços náuticos,1,4,3
2025,420730,Imbituba,9319199,Outras atividades esportivas (inclui escolas e clubes náuticos),Comércio e serviços náuticos,1,17,5
2025,420750,Indaial,3230200,Fabricação de artefatos para pesca e esporte,Indústria náutica,0,0,1
2025,420750,Indaial,7721700,Aluguel de equipamentos recreativos e esportivos,Comércio e serviços náuticos,0,0,1
2025,420750,Indaial,9319199,Outras atividades esportivas (inclui escolas e clubes náuticos),Comércio e serviços náuticos,2,5,7
2025,420760,Ipira,9319199,Outras atividades esportivas (inclui escolas e clubes náuticos),Comércio e serviços náuticos,0,0,1
2025,420765,Iporã do Oeste,9319199,Outras atividades esportivas (inclui escolas e clubes náuticos),Comércio e serviços náuticos,0,0,2
2025,420768,Ipuaçu,9319199,Outras atividades esportivas (inclui escolas e clubes náuticos),Comércio e serviços náuticos,0,0,1
2025,420770,Ipumirim,9319199,Outras atividades esportivas (inclui escolas e clubes náuticos),Comércio e serviços náuticos,0,0,2
2025,420775,Iraceminha,9319199,Outras atividades esportivas (inclui escolas e clubes náuticos),Comércio e serviços náuticos,0,0,6
2025,420780,Irani,9319199,Outras atividades esportivas (inclui escolas e clubes náuticos),Comércio e serviços náuticos,0,0,6
2025,420785,Irati,9319199,Outras atividades esportivas (inclui escolas e clubes náuticos),Comércio e serviços náuticos,0,0,2
2025,420790,Irineópolis,3230200,Fabricação de artefatos para pesca e esporte,Indústria náutica,0,0,1
2025,420800,Itá,5099801,Transporte aquaviário para passeios turísticos,Comércio e serviços náuticos,0,0,1
2025,420800,Itá,7721700,Aluguel de equipamentos recreativos e esportivos,Comércio e serviços náuticos,1,2,1
2025,420800,Itá,9319199,Outras atividades esportivas (inclui escolas e clubes náuticos),Comércio e serviços náuticos,0,0,12
2025,420810,Itaiópolis,0311601,Pesca de peixes em água salgada,Pesca e aquicultura,0,0,1
2025,420810,Itaiópolis,9319199,Outras atividades esportivas (inclui escolas e clubes náuticos),Comércio e serviços náuticos,0,0,1
2025,420820,Itajaí,0311601,Pesca de peixes em água salgada,Pesca e aquicultura,74,956,153
2025,420820,Itajaí,0311602,Pesca de crustáceos e moluscos em água salgada,Pesca e aquicultura,2,47,13
2025,420820,Itajaí,0311604,Atividades de apoio à pesca em água salgada,Pesca e aquicultura,4,16,5
2025,420820,Itajaí,1020101,"Preservação de peixes, crustáceos e moluscos",Pesca e aquicultura,8,162,14
2025,420820,Itajaí,1020102,"Fabricação de conservas de peixes, crustáceos e moluscos",Pesca e aquicultura,8,3394,14
2025,420820,Itajaí,3011301,Construção de embarcações de grande porte,Indústria naval,11,2589,13
2025,420820,Itajaí,3011302,"Construção de embarcações para uso comercial e usos especiais, exceto de grande porte",Indústria náutica,4,15,7
2025,420820,Itajaí,3012100,Construção de embarcações para esporte e lazer,Indústria náutica,10,801,14
2025,420820,Itajaí,3230200,Fabricação de artefatos para pesca e esporte,Indústria náutica,2,3,7
2025,420820,Itajaí,3317101,Manutenção e reparação de embarcações e estruturas flutuantes,Indústria naval,16,190,28
2025,420820,Itajaí,3317102,Manutenção e reparação de embarcações para esporte e lazer,Indústria náutica,7,51,25
2025,420820,Itajaí,4329102,Instalação de equipamentos para orientação à navegação,Indústria náutica,1,4,7
2025,420820,Itajaí,4763605,Comércio varejista de embarcações e outros veículos recreativos,Comércio e serviços náuticos,12,42,35
2025,420820,Itajaí,5011401,"Transporte marítimo de cabotagem, carga",Portos e navegação,1,2,5
2025,420820,Itajaí,5030101,Navegação de apoio marítimo,Portos e navegação,2,703,4
2025,420820,Itajaí,5030102,Navegação de apoio portuário,Portos e navegação,2,60,3
2025,420820,Itajaí,5099801,Transporte aquaviário para passeios turísticos,Comércio e serviços náuticos,1,1,1
2025,420820,Itajaí,5231101,Administração da infraestrutura portuária,Portos e navegação,1,2,4
2025,420820,Itajaí,5231102,Atividades do operador portuário,Portos e navegação,14,743,29
2025,420820,Itajaí,5232000,Atividades de agenciamento marítimo,Portos e navegação,54,980,98
2025,420820,Itajaí,5239701,Serviços de praticagem,Portos e navegação,1,3,15
2025,420820,Itajaí,5239799,Atividades auxiliares dos transportes aquaviários,Portos e navegação,2,3,6
2025,420820,Itajaí,7719501,"Locação de embarcações sem tripulação, exceto para fins recreativos",Comércio e serviços náuticos,1,2,4
2025,420820,Itajaí,7721700,Aluguel de equipamentos recreativos e esportivos,Comércio e serviços náuticos,3,61,14
2025,420820,Itajaí,9319199,Outras atividades esportivas (inclui escolas e clubes náuticos),Comércio e serviços náuticos,2,6,24
2025,420830,Itapema,0311601,Pesca de peixes em água salgada,Pesca e aquicultura,0,0,44
2025,420830,Itapema,0311602,Pesca de crustáceos e moluscos em água salgada,Pesca e aquicultura,0,0,1
2025,420830,Itapema,0321305,Atividades de apoio à aquicultura em água salgada e salobra,Pesca e aquicultura,0,0,1
2025,420830,Itapema,1020101,"Preservação de peixes, crustáceos e moluscos",Pesca e aquicultura,2,10,3
2025,420830,Itapema,3230200,Fabricação de artefatos para pesca e esporte,Indústria náutica,2,35,6
2025,420830,Itapema,3317102,Manutenção e reparação de embarcações para esporte e lazer,Indústria náutica,1,1,2
2025,420830,Itapema,4763605,Comércio varejista de embarcações e outros veículos recreativos,Comércio e serviços náuticos,0,0,2
2025,420830,Itapema,7721700,Aluguel de equipamentos recreativos e esportivos,Comércio e serviços náuticos,0,0,7
2025,420830,Itapema,9319199,Outras atividades esportivas (inclui escolas e clubes náuticos),Comércio e serviços náuticos,1,4,2
2025,420840,Itapiranga,7721700,Aluguel de equipamentos recreativos e esportivos,Comércio e serviços náuticos,0,0,1
2025,420840,Itapiranga,9319199,Outras atividades esportivas (inclui escolas e clubes náuticos),Comércio e serviços náuticos,0,0,14
2025,420845,Itapoá,0311601,Pesca de peixes em água salgada,Pesca e aquicultura,0,0,600
2025,420845,Itapoá,0311602,Pesca de crustáceos e moluscos em água salgada,Pesca e aquicultura,0,0,107
2025,420845,Itapoá,0311604,Atividades de apoio à pesca em água salgada,Pesca e aquicultura,0,0,20
2025,420845,Itapoá,0321301,Criação de peixes em água salgada e salobra,Pesca e aquicultura,0,0,1
2025,420845,Itapoá,0321302,Criação de camarões em água salgada e salobra,Pesca e aquicultura,0,0,2
2025,420845,Itapoá,0321305,Atividades de apoio à aquicultura em água salgada e salobra,Pesca e aquicultura,0,0,1
2025,420845,Itapoá,5099801,Transporte aquaviário para passeios turísticos,Comércio e serviços náuticos,0,0,1
2025,420845,Itapoá,5231101,Administração da infraestrutura portuária,Portos e navegação,1,6,1
2025,420845,Itapoá,5231102,Atividades do operador portuário,Portos e navegação,2,2049,3
2025,420845,Itapoá,5232000,Atividades de agenciamento marítimo,Portos e navegação,0,0,1
2025,420845,Itapoá,5239799,Atividades auxiliares dos transportes aquaviários,Portos e navegação,0,0,1
2025,420845,Itapoá,7721700,Aluguel de equipamentos recreativos e esportivos,Comércio e serviços náuticos,0,0,1
2025,420845,Itapoá,9319199,Outras atividades esportivas (inclui escolas e clubes náuticos),Comércio e serviços náuticos,0,0,1
2025,420850,Ituporanga,0311601,Pesca de peixes em água salgada,Pesca e aquicultura,0,0,1
2025,420860,Jaborá,9319199,Outras atividades esportivas (inclui escolas e clubes náuticos),Comércio e serviços náuticos,0,0,2
2025,420880,Jaguaruna,0311601,Pesca de peixes em água salgada,Pesca e aquicultura,0,0,540
2025,420880,Jaguaruna,0311602,Pesca de crustáceos e moluscos em água salgada,Pesca e aquicultura,0,0,257
2025,420880,Jaguaruna,0311604,Atividades de apoio à pesca em água salgada,Pesca e aquicultura,0,0,1
2025,420880,Jaguaruna,1020101,"Preservação de peixes, crustáceos e moluscos",Pesca e aquicultura,1,19,2
2025,420880,Jaguaruna,5231101,Administração da infraestrutura portuária,Portos e navegação,2,57,2
2025,420890,Jaraguá do Sul,0311601,Pesca de peixes em água salgada,Pesca e aquicultura,0,0,1
2025,420890,Jaraguá do Sul,3011301,Construção de embarcações de grande porte,Indústria naval,0,0,1
2025,420890,Jaraguá do Sul,7721700,Aluguel de equipamentos recreativos e esportivos,Comércio e serviços náuticos,2,7,4
2025,420890,Jaraguá do Sul,9319199,Outras atividades esportivas (inclui escolas e clubes náuticos),Comércio e serviços náuticos,2,3,13
2025,420895,Jardinópolis,9319199,Outras atividades esportivas (inclui escolas e clubes náuticos),Comércio e serviços náuticos,0,0,1
2025,420900,Joaçaba,7721700,Aluguel de equipamentos recreativos e esportivos,Comércio e serviços náuticos,0,0,1
2025,420900,Joaçaba,9319199,Outras atividades esportivas (inclui escolas e clubes náuticos),Comércio e serviços náuticos,0,0,7
2025,420910,Joinville,0311601,Pesca de peixes em água salgada,Pesca e aquicultura,0,0,417
2025,420910,Joinville,0311602,Pesca de crustáceos e moluscos em água salgada,Pesca e aquicultura,0,0,41
2025,420910,Joinville,0311604,Atividades de apoio à pesca em água salgada,Pesca e aquicultura,0,0,8
2025,420910,Joinville,0321301,Criação de peixes em água salgada e salobra,Pesca e aquicultura,0,0,2
2025,420910,Joinville,0321302,Criação de camarões em água salgada e salobra,Pesca e aquicultura,0,0,17
2025,420910,Joinville,1020101,"Preservação de peixes, crustáceos e moluscos",Pesca e aquicultura,1,13,1
2025,420910,Joinville,1020102,"Fabricação de conservas de peixes, crustáceos e moluscos",Pesca e aquicultura,1,3,2
2025,420910,Joinville,3011301,Construção de embarcações de grande porte,Indústria naval,1,5,1
2025,420910,Joinville,3011302,"Construção de embarcações para uso comercial e usos especiais, exceto de grande porte",Indústria náutica,0,0,2
2025,420910,Joinville,3012100,Construção de embarcações para esporte e lazer,Indústria náutica,4,26,10
2025,420910,Joinville,3230200,Fabricação de artefatos para pesca e esporte,Indústria náutica,9,122,14
2025,420910,Joinville,3317101,Manutenção e reparação de embarcações e estruturas flutuantes,Indústria naval,0,0,2
2025,420910,Joinville,3317102,Manutenção e reparação de embarcações para esporte e lazer,Indústria náutica,4,11,15
2025,420910,Joinville,4329102,Instalação de equipamentos para orientação à navegação,Indústria náutica,0,0,1
2025,420910,Joinville,4763605,Comércio varejista de embarcações e outros veículos recreativos,Comércio e serviços náuticos,5,25,14
2025,420910,Joinville,5011401,"Transporte marítimo de cabotagem, carga",Portos e navegação,0,0,1
2025,420910,Joinville,5099801,Transporte aquaviário para passeios turísticos,Comércio e serviços náuticos,1,1,1
2025,420910,Joinville,5231101,Administração da infraestrutura portuária,Portos e navegação,0,0,1
2025,420910,Joinville,5231102,Atividades do operador portuário,Portos e navegação,1,2,4
2025,420910,Joinville,5232000,Atividades de agenciamento marítimo,Portos e navegação,4,23,7
2025,420910,Joinville,5239799,Atividades auxiliares dos transportes aquaviários,Portos e navegação,0,0,1
2025,420910,Joinville,7719501,"Locação de embarcações sem tripulação, exceto para fins recreativos",Comércio e serviços náuticos,1,1,4
2025,420910,Joinville,7721700,Aluguel de equipamentos recreativos e esportivos,Comércio e serviços náuticos,6,13,17
2025,420910,Joinville,9319199,Outras atividades esportivas (inclui escolas e clubes náuticos),Comércio e serviços náuticos,6,158,33
2025,420920,Lacerdópolis,9319199,Outras atividades esportivas (inclui escolas e clubes náuticos),Comércio e serviços náuticos,0,0,1
2025,420930,Lages,0311601,Pesca de peixes em água salgada,Pesca e aquicultura,0,0,1
2025,420930,Lages,0311604,Atividades de apoio à pesca em água salgada,Pesca e aquicultura,0,0,1
2025,420930,Lages,1020101,"Preservação de peixes, crustáceos e moluscos",Pesca e aquicultura,1,9,1
2025,420930,Lages,3012100,Construção de embarcações para esporte e lazer,Indústria náutica,0,0,1
2025,420930,Lages,3230200,Fabricação de artefatos para pesca e esporte,Indústria náutica,0,0,1
2025,420930,Lages,4763605,Comércio varejista de embarcações e outros veículos recreativos,Comércio e serviços náuticos,0,0,1
2025,420930,Lages,7721700,Aluguel de equipamentos recreativos e esportivos,Comércio e serviços náuticos,2,8,4
2025,420930,Lages,9319199,Outras atividades esportivas (inclui escolas e clubes náuticos),Comércio e serviços náuticos,0,0,17
2025,420940,Laguna,0311601,Pesca de peixes em água salgada,Pesca e aquicultura,9,142,619
2025,420940,Laguna,0311602,Pesca de crustáceos e moluscos em água salgada,Pesca e aquicultura,0,0,2498
2025,420940,Laguna,0311604,Atividades de apoio à pesca em água salgada,Pesca e aquicultura,1,9,8
2025,420940,Laguna,0321301,Criação de peixes em água salgada e salobra,Pesca e aquicultura,1,1,2
2025,420940,Laguna,0321302,Criação de camarões em água salgada e salobra,Pesca e aquicultura,3,8,4
2025,420940,Laguna,0321303,Criação de ostras e mexilhões em água salgada e salobra,Pesca e aquicultura,0,0,2
2025,420940,Laguna,0321399,Cultivos e semicultivos da aquicultura em água salgada e salobra,Pesca e aquicultura,1,1,2
2025,420940,Laguna,1020101,"Preservação de peixes, crustáceos e moluscos",Pesca e aquicultura,7,181,9
2025,420940,Laguna,1020102,"Fabricação de conservas de peixes, crustáceos e moluscos",Pesca e aquicultura,10,216,12
2025,420940,Laguna,3011302,"Construção de embarcações para uso comercial e usos especiais, exceto de grande porte",Indústria náutica,0,0,1
2025,420940,Laguna,3230200,Fabricação de artefatos para pesca e esporte,Indústria náutica,2,8,4
2025,420940,Laguna,5231101,Administração da infraestrutura portuária,Portos e navegação,1,4,1
2025,420940,Laguna,7721700,Aluguel de equipamentos recreativos e esportivos,Comércio e serviços náuticos,0,0,2
2025,420940,Laguna,9319199,Outras atividades esportivas (inclui escolas e clubes náuticos),Comércio e serviços náuticos,0,0,2
2025,420950,Laurentino,7721700,Aluguel de equipamentos recreativos e esportivos,Comércio e serviços náuticos,1,1,1
2025,420970,Lebon Régis,7721700,Aluguel de equipamentos recreativos e esportivos,Comércio e serviços náuticos,0,0,1
2025,420970,Lebon Régis,9319199,Outras atividades esportivas (inclui escolas e clubes náuticos),Comércio e serviços náuticos,0,0,1
2025,420985,Lindóia do Sul,9319199,Outras atividades esportivas (inclui escolas e clubes náuticos),Comércio e serviços náuticos,0,0,2
2025,420990,Lontras,7721700,Aluguel de equipamentos recreativos e esportivos,Comércio e serviços náuticos,1,1,1
2025,420990,Lontras,9319199,Outras atividades esportivas (inclui escolas e clubes náuticos),Comércio e serviços náuticos,0,0,1
2025,421000,Luiz Alves,3317102,Manutenção e reparação de embarcações para esporte e lazer,Indústria náutica,0,0,1
2025,421000,Luiz Alves,9319199,Outras atividades esportivas (inclui escolas e clubes náuticos),Comércio e serviços náuticos,1,2,2
2025,421003,Luzerna,3230200,Fabricação de artefatos para pesca e esporte,Indústria náutica,0,0,1
2025,421003,Luzerna,9319199,Outras atividades esportivas (inclui escolas e clubes náuticos),Comércio e serviços náuticos,0,0,2
2025,421010,Mafra,3230200,Fabricação de artefatos para pesca e esporte,Indústria náutica,0,0,1
2025,421010,Mafra,9319199,Outras atividades esportivas (inclui escolas e clubes náuticos),Comércio e serviços náuticos,1,3,5
2025,421020,Major Gercino,9319199,Outras atividades esportivas (inclui escolas e clubes náuticos),Comércio e serviços náuticos,0,0,1
2025,421040,Maracajá,0311601,Pesca de peixes em água salgada,Pesca e aquicultura,0,0,3
2025,421050,Maravilha,7721700,Aluguel de equipamentos recreativos e esportivos,Comércio e serviços náuticos,1,1,2
2025,421050,Maravilha,9319199,Outras atividades esportivas (inclui escolas e clubes náuticos),Comércio e serviços náuticos,0,0,2
2025,421060,Massaranduba,1020101,"Preservação de peixes, crustáceos e moluscos",Pesca e aquicultura,1,33,1
2025,421060,Massaranduba,9319199,Outras atividades esportivas (inclui escolas e clubes náuticos),Comércio e serviços náuticos,0,0,4
2025,421080,Meleiro,0311601,Pesca de peixes em água salgada,Pesca e aquicultura,0,0,2
2025,421090,Modelo,9319199,Outras atividades esportivas (inclui escolas e clubes náuticos),Comércio e serviços náuticos,0,0,1
2025,421100,Mondaí,3317101,Manutenção e reparação de embarcações e estruturas flutuantes,Indústria naval,0,0,1
2025,421100,Mondaí,9319199,Outras atividades esportivas (inclui escolas e clubes náuticos),Comércio e serviços náuticos,0,0,8
2025,421120,Morro da Fumaça,0311601,Pesca de peixes em água salgada,Pesca e aquicultura,0,0,7
2025,421125,Morro Grande,0311601,Pesca de peixes em água salgada,Pesca e aquicultura,0,0,1
2025,421130,Navegantes,0311601,Pesca de peixes em água salgada,Pesca e aquicultura,55,541,356
2025,421130,Navegantes,0311602,Pesca de crustáceos e moluscos em água salgada,Pesca e aquicultura,1,6,19
2025,421130,Navegantes,0311604,Atividades de apoio à pesca em água salgada,Pesca e aquicultura,3,10,6
2025,421130,Navegantes,1020101,"Preservação de peixes, crustáceos e moluscos",Pesca e aquicultura,9,125,23
2025,421130,Navegantes,1020102,"Fabricação de conservas de peixes, crustáceos e moluscos",Pesca e aquicultura,6,2137,7
2025,421130,Navegantes,3011301,Construção de embarcações de grande porte,Indústria naval,6,919,7
2025,421130,Navegantes,3011302,"Construção de embarcações para uso comercial e usos especiais, exceto de grande porte",Indústria náutica,4,133,9
2025,421130,Navegantes,3012100,Construção de embarcações para esporte e lazer,Indústria náutica,0,0,2
2025,421130,Navegantes,3317101,Manutenção e reparação de embarcações e estruturas flutuantes,Indústria naval,21,341,30
2025,421130,Navegantes,3317102,Manutenção e reparação de embarcações para esporte e lazer,Indústria náutica,2,5,9
2025,421130,Navegantes,4763605,Comércio varejista de embarcações e outros veículos recreativos,Comércio e serviços náuticos,0,0,1
2025,421130,Navegantes,5099801,Transporte aquaviário para passeios turísticos,Comércio e serviços náuticos,0,0,2
2025,421130,Navegantes,5231101,Administração da infraestrutura portuária,Portos e navegação,0,0,1
2025,421130,Navegantes,5231102,Atividades do operador portuário,Portos e navegação,3,1219,5
2025,421130,Navegantes,5232000,Atividades de agenciamento marítimo,Portos e navegação,4,28,5
2025,421130,Navegantes,7719501,"Locação de embarcações sem tripulação, exceto para fins recreativos",Comércio e serviços náuticos,0,0,2
2025,421130,Navegantes,7721700,Aluguel de equipamentos recreativos e esportivos,Comércio e serviços náuticos,2,14,3
2025,421130,Navegantes,9319199,Outras atividades esportivas (inclui escolas e clubes náuticos),Comércio e serviços náuticos,1,35,4
2025,421140,Nova Erechim,9319199,Outras atividades esportivas (inclui escolas e clubes náuticos),Comércio e serviços náuticos,0,0,1
2025,421145,Nova Itaberaba,9319199,Outras atividades esportivas (inclui escolas e clubes náuticos),Comércio e serviços náuticos,0,0,1
2025,421150,Nova Trento,9319199,Outras atividades esportivas (inclui escolas e clubes náuticos),Comércio e serviços náuticos,0,0,5
2025,421160,Nova Veneza,0311601,Pesca de peixes em água salgada,Pesca e aquicultura,0,0,6
2025,421160,Nova Veneza,9319199,Outras atividades esportivas (inclui escolas e clubes náuticos),Comércio e serviços náuticos,1,1,3
2025,421165,Novo Horizonte,9319199,Outras atividades esportivas (inclui escolas e clubes náuticos),Comércio e serviços náuticos,0,0,2
2025,421170,Orleans,9319199,Outras atividades esportivas (inclui escolas e clubes náuticos),Comércio e serviços náuticos,0,0,1
2025,421175,Otacílio Costa,7721700,Aluguel de equipamentos recreativos e esportivos,Comércio e serviços náuticos,0,0,1
2025,421180,Ouro,9319199,Outras atividades esportivas (inclui escolas e clubes náuticos),Comércio e serviços náuticos,0,0,3
2025,421187,Paial,9319199,Outras atividades esportivas (inclui escolas e clubes náuticos),Comércio e serviços náuticos,0,0,2
2025,421190,Palhoça,0311601,Pesca de peixes em água salgada,Pesca e aquicultura,0,0,361
2025,421190,Palhoça,0311602,Pesca de crustáceos e moluscos em água salgada,Pesca e aquicultura,0,0,1
2025,421190,Palhoça,0311604,Atividades de apoio à pesca em água salgada,Pesca e aquicultura,0,0,108
2025,421190,Palhoça,0321303,Criação de ostras e mexilhões em água salgada e salobra,Pesca e aquicultura,0,0,2
2025,421190,Palhoça,0321305,Atividades de apoio à aquicultura em água salgada e salobra,Pesca e aquicultura,0,0,2
2025,421190,Palhoça,0321399,Cultivos e semicultivos da aquicultura em água salgada e salobra,Pesca e aquicultura,1,1,1
2025,421190,Palhoça,1020101,"Preservação de peixes, crustáceos e moluscos",Pesca e aquicultura,1,6,1
2025,421190,Palhoça,1020102,"Fabricação de conservas de peixes, crustáceos e moluscos",Pesca e aquicultura,2,27,2
2025,421190,Palhoça,3011301,Construção de embarcações de grande porte,Indústria naval,0,0,1
2025,421190,Palhoça,3011302,"Construção de embarcações para uso comercial e usos especiais, exceto de grande porte",Indústria náutica,3,199,3
2025,421190,Palhoça,3012100,Construção de embarcações para esporte e lazer,Indústria náutica,6,501,9
2025,421190,Palhoça,3230200,Fabricação de artefatos para pesca e esporte,Indústria náutica,1,2,3
2025,421190,Palhoça,3317102,Manutenção e reparação de embarcações para esporte e lazer,Indústria náutica,3,8,13
2025,421190,Palhoça,4329102,Instalação de equipamentos para orientação à navegação,Indústria náutica,0,0,1
2025,421190,Palhoça,4763605,Comércio varejista de embarcações e outros veículos recreativos,Comércio e serviços náuticos,5,72,10
2025,421190,Palhoça,5030101,Navegação de apoio marítimo,Portos e navegação,0,0,1
2025,421190,Palhoça,5099801,Transporte aquaviário para passeios turísticos,Comércio e serviços náuticos,0,0,1
2025,421190,Palhoça,7721700,Aluguel de equipamentos recreativos e esportivos,Comércio e serviços náuticos,6,34,9
2025,421190,Palhoça,9319199,Outras atividades esportivas (inclui escolas e clubes náuticos),Comércio e serviços náuticos,3,12,11
2025,421210,Palmitos,1020101,"Preservação de peixes, crustáceos e moluscos",Pesca e aquicultura,1,1,1
2025,421210,Palmitos,1020102,"Fabricação de conservas de peixes, crustáceos e moluscos",Pesca e aquicultura,1,1,1
2025,421210,Palmitos,5232000,Atividades de agenciamento marítimo,Portos e navegação,0,0,1
2025,421210,Palmitos,9319199,Outras atividades esportivas (inclui escolas e clubes náuticos),Comércio e serviços náuticos,0,0,4
2025,421220,Papanduva,9319199,Outras atividades esportivas (inclui escolas e clubes náuticos),Comércio e serviços náuticos,0,0,1
2025,421225,Passo de Torres,0311601,Pesca de peixes em água salgada,Pesca e aquicultura,0,0,456
2025,421225,Passo de Torres,0311602,Pesca de crustáceos e moluscos em água salgada,Pesca e aquicultura,0,0,1
