ano,uf,cnae,descricao,grupo,estab_com_vinculo,vinculos_ativos,estab_declarantes
2024,AP,5232000,Atividades de agenciamento marítimo,Portos e navegação,11,21,15
2024,AP,5239701,Serviços de praticagem,Portos e navegação,4,17,27
2024,AP,5239799,Atividades auxiliares dos transportes aquaviários,Portos e navegação,1,60,7
2024,AP,7719501,"Locação de embarcações sem tripulação, exceto para fins recreativos",Comércio e serviços náuticos,0,0,2
2024,AP,7721700,Aluguel de equipamentos recreativos e esportivos,Comércio e serviços náuticos,4,42,10
2024,AP,9319199,Outras atividades esportivas (inclui escolas e clubes náuticos),Comércio e serviços náuticos,2,4,28
2024,BA,0311601,Pesca de peixes em água salgada,Pesca e aquicultura,4,10,12685
2024,BA,0311602,Pesca de crustáceos e moluscos em água salgada,Pesca e aquicultura,2,6,71274
2024,BA,0311604,Atividades de apoio à pesca em água salgada,Pesca e aquicultura,1,1,678
2024,BA,0321301,Criação de peixes em água salgada e salobra,Pesca e aquicultura,6,27,39
2024,BA,0321302,Criação de camarões em água salgada e salobra,Pesca e aquicultura,25,597,411
2024,BA,0321303,Criação de ostras e mexilhões em água salgada e salobra,Pesca e aquicultura,0,0,37
2024,BA,0321305,Atividades de apoio à aquicultura em água salgada e salobra,Pesca e aquicultura,1,14,364
2024,BA,0321399,Cultivos e semicultivos da aquicultura em água salgada e salobra,Pesca e aquicultura,0,0,3
2024,BA,1020101,"Preservação de peixes, crustáceos e moluscos",Pesca e aquicultura,10,88,21
2024,BA,1020102,"Fabricação de conservas de peixes, crustáceos e moluscos",Pesca e aquicultura,14,639,31
2024,BA,3011301,Construção de embarcações de grande porte,Indústria naval,5,71,8
2024,BA,3011302,"Construção de embarcações para uso comercial e usos especiais, exceto de grande porte",Indústria náutica,4,167,7
2024,BA,3012100,Construção de embarcações para esporte e lazer,Indústria náutica,3,9,7
2024,BA,3230200,Fabricação de artefatos para pesca e esporte,Indústria náutica,6,59,16
2024,BA,3317101,Manutenção e reparação de embarcações e estruturas flutuantes,Indústria naval,16,165,37
2024,BA,3317102,Manutenção e reparação de embarcações para esporte e lazer,Indústria náutica,14,37,30
2024,BA,4329102,Instalação de equipamentos para orientação à navegação,Indústria náutica,1,4,7
2024,BA,4763605,Comércio varejista de embarcações e outros veículos recreativos,Comércio e serviços náuticos,20,47,46
2024,BA,5011401,"Transporte marítimo de cabotagem, carga",Portos e navegação,4,12,9
2024,BA,5030101,Navegação de apoio marítimo,Portos e navegação,5,85,13
2024,BA,5030102,Navegação de apoio portuário,Portos e navegação,11,206,21
2024,BA,5099801,Transporte aquaviário para passeios turísticos,Comércio e serviços náuticos,21,69,59
2024,BA,5231101,Administração da infraestrutura portuária,Portos e navegação,9,1182,12
2024,BA,5231102,Atividades do operador portuário,Portos e navegação,14,844,26
2024,BA,5232000,Atividades de agenciamento marítimo,Portos e navegação,37,417,56
2024,BA,5239701,Serviços de praticagem,Portos e navegação,4,59,5
2024,BA,5239799,Atividades auxiliares dos transportes aquaviários,Portos e navegação,7,177,13
2024,BA,7719501,"Locação de embarcações sem tripulação, exceto para fins recreativos",Comércio e serviços náuticos,3,27,8
2024,BA,7721700,Aluguel de equipamentos recreativos e esportivos,Comércio e serviços náuticos,45,179,119
2024,BA,9319199,Outras atividades esportivas (inclui escolas e clubes náuticos),Comércio e serviços náuticos,26,138,177
2024,CE,0311601,Pesca de peixes em água salgada,Pesca e aquicultura,3,20,717
2024,CE,0311602,Pesca de crustáceos e moluscos em água salgada,Pesca e aquicultura,8,311,8011
2024,CE,0311604,Atividades de apoio à pesca em água salgada,Pesca e aquicultura,1,38,129
2024,CE,0321301,Criação de peixes em água salgada e salobra,Pesca e aquicultura,11,86,23
2024,CE,0321302,Criação de camarões em água salgada e salobra,Pesca e aquicultura,242,2729,526
2024,CE,0321303,Criação de ostras e mexilhões em água salgada e salobra,Pesca e aquicultura,0,0,2
2024,CE,0321305,Atividades de apoio à aquicultura em água salgada e salobra,Pesca e aquicultura,5,80,63
2024,CE,0321399,Cultivos e semicultivos da aquicultura em água salgada e salobra,Pesca e aquicultura,3,70,4
2024,CE,1020101,"Preservação de peixes, crustáceos e moluscos",Pesca e aquicultura,28,569,62
2024,CE,1020102,"Fabricação de conservas de peixes, crustáceos e moluscos",Pesca e aquicultura,12,1065,43
2024,CE,3011301,Construção de embarcações de grande porte,Indústria naval,1,200,1
2024,CE,3011302,"Construção de embarcações para uso comercial e usos especiais, exceto de grande porte",Indústria náutica,0,0,3
2024,CE,3012100,Construção de embarcações para esporte e lazer,Indústria náutica,1,242,4
2024,CE,3230200,Fabricação de artefatos para pesca e esporte,Indústria náutica,12,88,29
2024,CE,3317101,Manutenção e reparação de embarcações e estruturas flutuantes,Indústria naval,9,33,18
2024,CE,3317102,Manutenção e reparação de embarcações para esporte e lazer,Indústria náutica,4,5,8
2024,CE,4763605,Comércio varejista de embarcações e outros veículos recreativos,Comércio e serviços náuticos,4,28,10
2024,CE,5011401,"Transporte marítimo de cabotagem, carga",Portos e navegação,2,6,5
2024,CE,5030101,Navegação de apoio marítimo,Portos e navegação,13,100,17
2024,CE,5030102,Navegação de apoio portuário,Portos e navegação,9,144,13
2024,CE,5099801,Transporte aquaviário para passeios turísticos,Comércio e serviços náuticos,2,3,6
2024,CE,5231102,Atividades do operador portuário,Portos e navegação,15,2040,29
2024,CE,5232000,Atividades de agenciamento marítimo,Portos e navegação,24,129,46
2024,CE,5239701,Serviços de praticagem,Portos e navegação,1,29,1
2024,CE,5239799,Atividades auxiliares dos transportes aquaviários,Portos e navegação,1,160,2
2024,CE,7719501,"Locação de embarcações sem tripulação, exceto para fins recreativos",Comércio e serviços náuticos,1,2,1
2024,CE,7721700,Aluguel de equipamentos recreativos e esportivos,Comércio e serviços náuticos,37,202,108
2024,CE,9319199,Outras atividades esportivas (inclui escolas e clubes náuticos),Comércio e serviços náuticos,17,105,116
2024,DF,0311601,Pesca de peixes em água salgada,Pesca e aquicultura,0,0,1
2024,DF,0311602,Pesca de crustáceos e moluscos em água salgada,Pesca e aquicultura,0,0,3
2024,DF,0311604,Atividades de apoio à pesca em água salgada,Pesca e aquicultura,0,0,1
2024,DF,0321302,Criação de camarões em água salgada e salobra,Pesca e aquicultura,2,9,2
2024,DF,1020101,"Preservação de peixes, crustáceos e moluscos",Pesca e aquicultura,12,150,17
2024,DF,1020102,"Fabricação de conservas de peixes, crustáceos e moluscos",Pesca e aquicultura,4,22,9
2024,DF,3012100,Construção de embarcações para esporte e lazer,Indústria náutica,0,0,1
2024,DF,3230200,Fabricação de artefatos para pesca e esporte,Indústria náutica,1,38,4
2024,DF,3317101,Manutenção e reparação de embarcações e estruturas flutuantes,Indústria naval,1,2,2
2024,DF,3317102,Manutenção e reparação de embarcações para esporte e lazer,Indústria náutica,6,25,11
2024,DF,4329102,Instalação de equipamentos para orientação à navegação,Indústria náutica,0,0,4
2024,DF,4763605,Comércio varejista de embarcações e outros veículos recreativos,Comércio e serviços náuticos,8,44,23
2024,DF,5011401,"Transporte marítimo de cabotagem, carga",Portos e navegação,0,0,1
2024,DF,5030101,Navegação de apoio marítimo,Portos e navegação,0,0,1
2024,DF,5030102,Navegação de apoio portuário,Portos e navegação,0,0,1
2024,DF,5099801,Transporte aquaviário para passeios turísticos,Comércio e serviços náuticos,2,7,9
2024,DF,5231101,Administração da infraestrutura portuária,Portos e navegação,0,0,1
2024,DF,5232000,Atividades de agenciamento marítimo,Portos e navegação,0,0,1
2024,DF,5239799,Atividades auxiliares dos transportes aquaviários,Portos e navegação,1,3,3
2024,DF,7719501,"Locação de embarcações sem tripulação, exceto para fins recreativos",Comércio e serviços náuticos,1,8,7
2024,DF,7721700,Aluguel de equipamentos recreativos e esportivos,Comércio e serviços náuticos,31,116,81
2024,DF,9319199,Outras atividades esportivas (inclui escolas e clubes náuticos),Comércio e serviços náuticos,18,111,95
2024,ES,0311601,Pesca de peixes em água salgada,Pesca e aquicultura,30,118,346
2024,ES,0311602,Pesca de crustáceos e moluscos em água salgada,Pesca e aquicultura,11,43,5347
2024,ES,0311604,Atividades de apoio à pesca em água salgada,Pesca e aquicultura,0,0,17
2024,ES,0321301,Criação de peixes em água salgada e salobra,Pesca e aquicultura,0,0,1
2024,ES,0321302,Criação de camarões em água salgada e salobra,Pesca e aquicultura,0,0,4
2024,ES,0321303,Criação de ostras e mexilhões em água salgada e salobra,Pesca e aquicultura,0,0,13
2024,ES,0321305,Atividades de apoio à aquicultura em água salgada e salobra,Pesca e aquicultura,1,6,14
2024,ES,0321399,Cultivos e semicultivos da aquicultura em água salgada e salobra,Pesca e aquicultura,0,0,1
2024,ES,1020101,"Preservação de peixes, crustáceos e moluscos",Pesca e aquicultura,12,189,22
2024,ES,1020102,"Fabricação de conservas de peixes, crustáceos e moluscos",Pesca e aquicultura,5,106,11
2024,ES,3011301,Construção de embarcações de grande porte,Indústria naval,2,3255,4
2024,ES,3011302,"Construção de embarcações para uso comercial e usos especiais, exceto de grande porte",Indústria náutica,1,2,1
2024,ES,3230200,Fabricação de artefatos para pesca e esporte,Indústria náutica,8,29,16
2024,ES,3317101,Manutenção e reparação de embarcações e estruturas flutuantes,Indústria naval,11,98,40
2024,ES,3317102,Manutenção e reparação de embarcações para esporte e lazer,Indústria náutica,1,4,7
2024,ES,4329102,Instalação de equipamentos para orientação à navegação,Indústria náutica,0,0,23
2024,ES,4763605,Comércio varejista de embarcações e outros veículos recreativos,Comércio e serviços náuticos,11,34,27
2024,ES,5011401,"Transporte marítimo de cabotagem, carga",Portos e navegação,4,72,5
2024,ES,5030101,Navegação de apoio marítimo,Portos e navegação,10,867,20
2024,ES,5030102,Navegação de apoio portuário,Portos e navegação,15,360,23
2024,ES,5099801,Transporte aquaviário para passeios turísticos,Comércio e serviços náuticos,1,3,12
2024,ES,5231101,Administração da infraestrutura portuária,Portos e navegação,4,183,4
2024,ES,5231102,Atividades do operador portuário,Portos e navegação,22,2640,41
2024,ES,5232000,Atividades de agenciamento marítimo,Portos e navegação,44,278,95
2024,ES,5239701,Serviços de praticagem,Portos e navegação,7,70,8
2024,ES,5239799,Atividades auxiliares dos transportes aquaviários,Portos e navegação,7,83,22
2024,ES,7719501,"Locação de embarcações sem tripulação, exceto para fins recreativos",Comércio e serviços náuticos,2,14,9
2024,ES,7721700,Aluguel de equipamentos recreativos e esportivos,Comércio e serviços náuticos,17,56,49
2024,ES,9319199,Outras atividades esportivas (inclui escolas e clubes náuticos),Comércio e serviços náuticos,12,257,99
2024,GO,0311601,Pesca de peixes em água salgada,Pesca e aquicultura,0,0,1
2024,GO,0311604,Atividades de apoio à pesca em água salgada,Pesca e aquicultura,0,0,1
2024,GO,0321301,Criação de peixes em água salgada e salobra,Pesca e aquicultura,0,0,3
2024,GO,0321399,Cultivos e semicultivos da aquicultura em água salgada e salobra,Pesca e aquicultura,1,1,2
2024,GO,1020101,"Preservação de peixes, crustáceos e moluscos",Pesca e aquicultura,8,105,16
2024,GO,1020102,"Fabricação de conservas de peixes, crustáceos e moluscos",Pesca e aquicultura,7,85,11
2024,GO,3011302,"Construção de embarcações para uso comercial e usos especiais, exceto de grande porte",Indústria náutica,1,1,4
2024,GO,3012100,Construção de embarcações para esporte e lazer,Indústria náutica,15,121,31
2024,GO,3230200,Fabricação de artefatos para pesca e esporte,Indústria náutica,18,188,33
2024,GO,3317101,Manutenção e reparação de embarcações e estruturas flutuantes,Indústria naval,0,0,3
2024,GO,3317102,Manutenção e reparação de embarcações para esporte e lazer,Indústria náutica,7,25,17
2024,GO,4763605,Comércio varejista de embarcações e outros veículos recreativos,Comércio e serviços náuticos,24,84,61
2024,GO,5099801,Transporte aquaviário para passeios turísticos,Comércio e serviços náuticos,0,0,1
2024,GO,5231102,Atividades do operador portuário,Portos e navegação,1,256,3
2024,GO,5232000,Atividades de agenciamento marítimo,Portos e navegação,0,0,2
2024,GO,7719501,"Locação de embarcações sem tripulação, exceto para fins recreativos",Comércio e serviços náuticos,0,0,2
2024,GO,7721700,Aluguel de equipamentos recreativos e esportivos,Comércio e serviços náuticos,38,86,106
2024,GO,9319199,Outras atividades esportivas (inclui escolas e clubes náuticos),Comércio e serviços náuticos,33,194,168
2024,MA,0311601,Pesca de peixes em água salgada,Pesca e aquicultura,3,20,47065
2024,MA,0311602,Pesca de crustáceos e moluscos em água salgada,Pesca e aquicultura,1,25,148927
2024,MA,0311604,Atividades de apoio à pesca em água salgada,Pesca e aquicultura,0,0,1670
2024,MA,0321301,Criação de peixes em água salgada e salobra,Pesca e aquicultura,1,1,93
2024,MA,0321302,Criação de camarões em água salgada e salobra,Pesca e aquicultura,6,51,2591
2024,MA,0321303,Criação de ostras e mexilhões em água salgada e salobra,Pesca e aquicultura,0,0,55
2024,MA,0321305,Atividades de apoio à aquicultura em água salgada e salobra,Pesca e aquicultura,0,0,233
2024,MA,0321399,Cultivos e semicultivos da aquicultura em água salgada e salobra,Pesca e aquicultura,0,0,2
2024,MA,1020101,"Preservação de peixes, crustáceos e moluscos",Pesca e aquicultura,3,8,10
2024,MA,1020102,"Fabricação de conservas de peixes, crustáceos e moluscos",Pesca e aquicultura,1,3,8
2024,MA,3011301,Construção de embarcações de grande porte,Indústria naval,0,0,2
2024,MA,3011302,"Construção de embarcações para uso comercial e usos especiais, exceto de grande porte",Indústria náutica,4,424,5
2024,MA,3012100,Construção de embarcações para esporte e lazer,Indústria náutica,0,0,1
2024,MA,3230200,Fabricação de artefatos para pesca e esporte,Indústria náutica,1,3,3
2024,MA,3317101,Manutenção e reparação de embarcações e estruturas flutuantes,Indústria naval,5,131,15
2024,MA,3317102,Manutenção e reparação de embarcações para esporte e lazer,Indústria náutica,0,0,3
2024,MA,4329102,Instalação de equipamentos para orientação à navegação,Indústria náutica,0,0,1
2024,MA,4763605,Comércio varejista de embarcações e outros veículos recreativos,Comércio e serviços náuticos,6,10,14
2024,MA,5011401,"Transporte marítimo de cabotagem, carga",Portos e navegação,1,4,2
2024,MA,5030101,Navegação de apoio marítimo,Portos e navegação,7,227,17
2024,MA,5030102,Navegação de apoio portuário,Portos e navegação,9,654,18
2024,MA,5099801,Transporte aquaviário para passeios turísticos,Comércio e serviços náuticos,1,1,6
2024,MA,5231101,Administração da infraestrutura portuária,Portos e navegação,0,0,4
2024,MA,5231102,Atividades do operador portuário,Portos e navegação,18,1257,35
2024,MA,5232000,Atividades de agenciamento marítimo,Portos e navegação,29,206,56
2024,MA,5239701,Serviços de praticagem,Portos e navegação,8,15,8
2024,MA,5239799,Atividades auxiliares dos transportes aquaviários,Portos e navegação,5,28,13
2024,MA,7721700,Aluguel de equipamentos recreativos e esportivos,Comércio e serviços náuticos,21,51,48
2024,MA,9319199,Outras atividades esportivas (inclui escolas e clubes náuticos),Comércio e serviços náuticos,6,148,37
2024,MG,0311601,Pesca de peixes em água salgada,Pesca e aquicultura,0,0,7
2024,MG,0311604,Atividades de apoio à pesca em água salgada,Pesca e aquicultura,0,0,4
2024,MG,0321301,Criação de peixes em água salgada e salobra,Pesca e aquicultura,1,1,1
2024,MG,0321302,Criação de camarões em água salgada e salobra,Pesca e aquicultura,0,0,1
2024,MG,0321305,Atividades de apoio à aquicultura em água salgada e salobra,Pesca e aquicultura,2,4,2
2024,MG,0321399,Cultivos e semicultivos da aquicultura em água salgada e salobra,Pesca e aquicultura,0,0,1
2024,MG,1020101,"Preservação de peixes, crustáceos e moluscos",Pesca e aquicultura,29,435,55
2024,MG,1020102,"Fabricação de conservas de peixes, crustáceos e moluscos",Pesca e aquicultura,15,235,30
2024,MG,3011301,Construção de embarcações de grande porte,Indústria naval,0,0,2
2024,MG,3011302,"Construção de embarcações para uso comercial e usos especiais, exceto de grande porte",Indústria náutica,5,22,10
2024,MG,3012100,Construção de embarcações para esporte e lazer,Indústria náutica,14,254,25
2024,MG,3230200,Fabricação de artefatos para pesca e esporte,Indústria náutica,38,312,72
2024,MG,3317101,Manutenção e reparação de embarcações e estruturas flutuantes,Indústria naval,2,440,10
2024,MG,3317102,Manutenção e reparação de embarcações para esporte e lazer,Indústria náutica,3,40,15
2024,MG,4329102,Instalação de equipamentos para orientação à navegação,Indústria náutica,1,1,9
2024,MG,4763605,Comércio varejista de embarcações e outros veículos recreativos,Comércio e serviços náuticos,17,76,51
2024,MG,5030101,Navegação de apoio marítimo,Portos e navegação,1,2,8
2024,MG,5099801,Transporte aquaviário para passeios turísticos,Comércio e serviços náuticos,4,7,18
2024,MG,5231101,Administração da infraestrutura portuária,Portos e navegação,0,0,1
2024,MG,5231102,Atividades do operador portuário,Portos e navegação,1,34,5
2024,MG,5232000,Atividades de agenciamento marítimo,Portos e navegação,5,17,23
2024,MG,5239799,Atividades auxiliares dos transportes aquaviários,Portos e navegação,2,3,3
2024,MG,7719501,"Locação de embarcações sem tripulação, exceto para fins recreativos",Comércio e serviços náuticos,1,1,3
2024,MG,7721700,Aluguel de equipamentos recreativos e esportivos,Comércio e serviços náuticos,118,411,371
2024,MG,9319199,Outras atividades esportivas (inclui escolas e clubes náuticos),Comércio e serviços náuticos,85,438,647
2024,MS,0311601,Pesca de peixes em água salgada,Pesca e aquicultura,0,0,2
2024,MS,0311604,Atividades de apoio à pesca em água salgada,Pesca e aquicultura,1,1,2
2024,MS,0321305,Atividades de apoio à aquicultura em água salgada e salobra,Pesca e aquicultura,0,0,1
2024,MS,0321399,Cultivos e semicultivos da aquicultura em água salgada e salobra,Pesca e aquicultura,0,0,1
2024,MS,1020101,"Preservação de peixes, crustáceos e moluscos",Pesca e aquicultura,4,326,7
2024,MS,1020102,"Fabricação de conservas de peixes, crustáceos e moluscos",Pesca e aquicultura,4,641,7
2024,MS,3011301,Construção de embarcações de grande porte,Indústria naval,0,0,3
2024,MS,3011302,"Construção de embarcações para uso comercial e usos especiais, exceto de grande porte",Indústria náutica,1,1,1
2024,MS,3012100,Construção de embarcações para esporte e lazer,Indústria náutica,1,2,2
2024,MS,3230200,Fabricação de artefatos para pesca e esporte,Indústria náutica,2,151,6
2024,MS,3317101,Manutenção e reparação de embarcações e estruturas flutuantes,Indústria naval,2,6,9
2024,MS,3317102,Manutenção e reparação de embarcações para esporte e lazer,Indústria náutica,1,1,3
2024,MS,4763605,Comércio varejista de embarcações e outros veículos recreativos,Comércio e serviços náuticos,19,117,24
2024,MS,5030101,Navegação de apoio marítimo,Portos e navegação,0,0,2
2024,MS,5099801,Transporte aquaviário para passeios turísticos,Comércio e serviços náuticos,9,62,14
2024,MS,5231101,Administração da infraestrutura portuária,Portos e navegação,1,1,2
2024,MS,5231102,Atividades do operador portuário,Portos e navegação,4,38,8
2024,MS,5232000,Atividades de agenciamento marítimo,Portos e navegação,4,18,6
2024,MS,5239799,Atividades auxiliares dos transportes aquaviários,Portos e navegação,2,5,2
2024,MS,7719501,"Locação de embarcações sem tripulação, exceto para fins recreativos",Comércio e serviços náuticos,0,0,3
