ano,uf,cnae,descricao,grupo,estab_com_vinculo,vinculos_ativos,estab_declarantes
2024,MS,7721700,Aluguel de equipamentos recreativos e esportivos,Comércio e serviços náuticos,23,79,52
2024,MS,9319199,Outras atividades esportivas (inclui escolas e clubes náuticos),Comércio e serviços náuticos,22,74,100
2024,MT,0311601,Pesca de peixes em água salgada,Pesca e aquicultura,0,0,1
2024,MT,0311604,Atividades de apoio à pesca em água salgada,Pesca e aquicultura,0,0,1
2024,MT,0321301,Criação de peixes em água salgada e salobra,Pesca e aquicultura,1,2,1
2024,MT,0321302,Criação de camarões em água salgada e salobra,Pesca e aquicultura,0,0,2
2024,MT,0321303,Criação de ostras e mexilhões em água salgada e salobra,Pesca e aquicultura,0,0,1
2024,MT,1020101,"Preservação de peixes, crustáceos e moluscos",Pesca e aquicultura,10,330,21
2024,MT,1020102,"Fabricação de conservas de peixes, crustáceos e moluscos",Pesca e aquicultura,3,6,5
2024,MT,3011301,Construção de embarcações de grande porte,Indústria naval,1,2,1
2024,MT,3011302,"Construção de embarcações para uso comercial e usos especiais, exceto de grande porte",Indústria náutica,6,51,11
2024,MT,3012100,Construção de embarcações para esporte e lazer,Indústria náutica,5,19,8
2024,MT,3230200,Fabricação de artefatos para pesca e esporte,Indústria náutica,0,0,2
2024,MT,3317101,Manutenção e reparação de embarcações e estruturas flutuantes,Indústria naval,1,7,2
2024,MT,3317102,Manutenção e reparação de embarcações para esporte e lazer,Indústria náutica,1,1,7
2024,MT,4329102,Instalação de equipamentos para orientação à navegação,Indústria náutica,0,0,1
2024,MT,4763605,Comércio varejista de embarcações e outros veículos recreativos,Comércio e serviços náuticos,16,101,38
2024,MT,5011401,"Transporte marítimo de cabotagem, carga",Portos e navegação,0,0,1
2024,MT,5099801,Transporte aquaviário para passeios turísticos,Comércio e serviços náuticos,5,23,11
2024,MT,5231101,Administração da infraestrutura portuária,Portos e navegação,0,0,1
2024,MT,5231102,Atividades do operador portuário,Portos e navegação,0,0,1
2024,MT,5232000,Atividades de agenciamento marítimo,Portos e navegação,0,0,2
2024,MT,5239799,Atividades auxiliares dos transportes aquaviários,Portos e navegação,1,1,1
2024,MT,7719501,"Locação de embarcações sem tripulação, exceto para fins recreativos",Comércio e serviços náuticos,1,18,1
2024,MT,7721700,Aluguel de equipamentos recreativos e esportivos,Comércio e serviços náuticos,12,38,66
2024,MT,9319199,Outras atividades esportivas (inclui escolas e clubes náuticos),Comércio e serviços náuticos,12,21,95
2024,PA,0311601,Pesca de peixes em água salgada,Pesca e aquicultura,26,202,33508
2024,PA,0311602,Pesca de crustáceos e moluscos em água salgada,Pesca e aquicultura,9,117,644
2024,PA,0311604,Atividades de apoio à pesca em água salgada,Pesca e aquicultura,0,0,314
2024,PA,0321301,Criação de peixes em água salgada e salobra,Pesca e aquicultura,0,0,14
2024,PA,0321302,Criação de camarões em água salgada e salobra,Pesca e aquicultura,4,9,27
2024,PA,0321303,Criação de ostras e mexilhões em água salgada e salobra,Pesca e aquicultura,0,0,5
2024,PA,0321305,Atividades de apoio à aquicultura em água salgada e salobra,Pesca e aquicultura,0,0,123
2024,PA,0321399,Cultivos e semicultivos da aquicultura em água salgada e salobra,Pesca e aquicultura,0,0,2
2024,PA,1020101,"Preservação de peixes, crustáceos e moluscos",Pesca e aquicultura,23,1351,51
2024,PA,1020102,"Fabricação de conservas de peixes, crustáceos e moluscos",Pesca e aquicultura,21,642,43
2024,PA,3011301,Construção de embarcações de grande porte,Indústria naval,12,71,31
2024,PA,3011302,"Construção de embarcações para uso comercial e usos especiais, exceto de grande porte",Indústria náutica,10,691,35
2024,PA,3012100,Construção de embarcações para esporte e lazer,Indústria náutica,2,5,10
2024,PA,3230200,Fabricação de artefatos para pesca e esporte,Indústria náutica,0,0,7
2024,PA,3317101,Manutenção e reparação de embarcações e estruturas flutuantes,Indústria naval,27,301,74
2024,PA,3317102,Manutenção e reparação de embarcações para esporte e lazer,Indústria náutica,3,19,16
2024,PA,4329102,Instalação de equipamentos para orientação à navegação,Indústria náutica,1,1,5
2024,PA,4763605,Comércio varejista de embarcações e outros veículos recreativos,Comércio e serviços náuticos,63,268,130
2024,PA,5011401,"Transporte marítimo de cabotagem, carga",Portos e navegação,3,108,11
2024,PA,5030101,Navegação de apoio marítimo,Portos e navegação,6,224,13
2024,PA,5030102,Navegação de apoio portuário,Portos e navegação,24,451,43
2024,PA,5099801,Transporte aquaviário para passeios turísticos,Comércio e serviços náuticos,3,3,17
2024,PA,5231101,Administração da infraestrutura portuária,Portos e navegação,4,156,9
2024,PA,5231102,Atividades do operador portuário,Portos e navegação,48,2795,103
2024,PA,5232000,Atividades de agenciamento marítimo,Portos e navegação,34,175,63
2024,PA,5239701,Serviços de praticagem,Portos e navegação,7,173,18
2024,PA,5239799,Atividades auxiliares dos transportes aquaviários,Portos e navegação,13,122,26
2024,PA,7719501,"Locação de embarcações sem tripulação, exceto para fins recreativos",Comércio e serviços náuticos,7,57,31
2024,PA,7721700,Aluguel de equipamentos recreativos e esportivos,Comércio e serviços náuticos,20,123,47
2024,PA,9319199,Outras atividades esportivas (inclui escolas e clubes náuticos),Comércio e serviços náuticos,5,232,64
2024,PB,0311601,Pesca de peixes em água salgada,Pesca e aquicultura,0,0,321
2024,PB,0311602,Pesca de crustáceos e moluscos em água salgada,Pesca e aquicultura,0,0,1563
2024,PB,0311604,Atividades de apoio à pesca em água salgada,Pesca e aquicultura,0,0,27
2024,PB,0321301,Criação de peixes em água salgada e salobra,Pesca e aquicultura,1,1,3
2024,PB,0321302,Criação de camarões em água salgada e salobra,Pesca e aquicultura,18,403,50
2024,PB,0321303,Criação de ostras e mexilhões em água salgada e salobra,Pesca e aquicultura,0,0,1
2024,PB,0321305,Atividades de apoio à aquicultura em água salgada e salobra,Pesca e aquicultura,0,0,10
2024,PB,0321399,Cultivos e semicultivos da aquicultura em água salgada e salobra,Pesca e aquicultura,2,5,2
2024,PB,1020101,"Preservação de peixes, crustáceos e moluscos",Pesca e aquicultura,4,44,4
2024,PB,1020102,"Fabricação de conservas de peixes, crustáceos e moluscos",Pesca e aquicultura,2,12,6
2024,PB,3011302,"Construção de embarcações para uso comercial e usos especiais, exceto de grande porte",Indústria náutica,2,6,3
2024,PB,3012100,Construção de embarcações para esporte e lazer,Indústria náutica,0,0,1
2024,PB,3230200,Fabricação de artefatos para pesca e esporte,Indústria náutica,1,1,2
2024,PB,3317101,Manutenção e reparação de embarcações e estruturas flutuantes,Indústria naval,0,0,1
2024,PB,3317102,Manutenção e reparação de embarcações para esporte e lazer,Indústria náutica,1,2,2
2024,PB,4329102,Instalação de equipamentos para orientação à navegação,Indústria náutica,0,0,1
2024,PB,4763605,Comércio varejista de embarcações e outros veículos recreativos,Comércio e serviços náuticos,1,11,4
2024,PB,5011401,"Transporte marítimo de cabotagem, carga",Portos e navegação,0,0,1
2024,PB,5030101,Navegação de apoio marítimo,Portos e navegação,1,2,2
2024,PB,5030102,Navegação de apoio portuário,Portos e navegação,1,6,1
2024,PB,5099801,Transporte aquaviário para passeios turísticos,Comércio e serviços náuticos,13,44,21
2024,PB,5231101,Administração da infraestrutura portuária,Portos e navegação,1,2,2
2024,PB,5231102,Atividades do operador portuário,Portos e navegação,4,37,8
2024,PB,5232000,Atividades de agenciamento marítimo,Portos e navegação,1,4,3
2024,PB,5239701,Serviços de praticagem,Portos e navegação,0,0,2
2024,PB,5239799,Atividades auxiliares dos transportes aquaviários,Portos e navegação,3,42,5
2024,PB,7719501,"Locação de embarcações sem tripulação, exceto para fins recreativos",Comércio e serviços náuticos,0,0,2
2024,PB,7721700,Aluguel de equipamentos recreativos e esportivos,Comércio e serviços náuticos,22,45,49
2024,PB,9319199,Outras atividades esportivas (inclui escolas e clubes náuticos),Comércio e serviços náuticos,9,79,51
2024,PE,0311601,Pesca de peixes em água salgada,Pesca e aquicultura,1,47,733
2024,PE,0311602,Pesca de crustáceos e moluscos em água salgada,Pesca e aquicultura,0,0,4696
2024,PE,0311604,Atividades de apoio à pesca em água salgada,Pesca e aquicultura,0,0,10
2024,PE,0321301,Criação de peixes em água salgada e salobra,Pesca e aquicultura,0,0,3
2024,PE,0321302,Criação de camarões em água salgada e salobra,Pesca e aquicultura,17,341,39
2024,PE,0321305,Atividades de apoio à aquicultura em água salgada e salobra,Pesca e aquicultura,1,17,11
2024,PE,1020101,"Preservação de peixes, crustáceos e moluscos",Pesca e aquicultura,2,244,8
2024,PE,1020102,"Fabricação de conservas de peixes, crustáceos e moluscos",Pesca e aquicultura,19,1246,30
2024,PE,3011301,Construção de embarcações de grande porte,Indústria naval,3,560,5
2024,PE,3011302,"Construção de embarcações para uso comercial e usos especiais, exceto de grande porte",Indústria náutica,2,12,4
2024,PE,3012100,Construção de embarcações para esporte e lazer,Indústria náutica,4,947,7
2024,PE,3230200,Fabricação de artefatos para pesca e esporte,Indústria náutica,7,66,12
2024,PE,3317101,Manutenção e reparação de embarcações e estruturas flutuantes,Indústria naval,4,24,15
2024,PE,3317102,Manutenção e reparação de embarcações para esporte e lazer,Indústria náutica,6,24,16
2024,PE,4329102,Instalação de equipamentos para orientação à navegação,Indústria náutica,0,0,3
2024,PE,4763605,Comércio varejista de embarcações e outros veículos recreativos,Comércio e serviços náuticos,10,17,22
2024,PE,5011401,"Transporte marítimo de cabotagem, carga",Portos e navegação,8,71,13
2024,PE,5030101,Navegação de apoio marítimo,Portos e navegação,1,13,2
2024,PE,5030102,Navegação de apoio portuário,Portos e navegação,10,135,11
2024,PE,5099801,Transporte aquaviário para passeios turísticos,Comércio e serviços náuticos,16,62,38
2024,PE,5231101,Administração da infraestrutura portuária,Portos e navegação,1,110,4
2024,PE,5231102,Atividades do operador portuário,Portos e navegação,24,1151,38
2024,PE,5232000,Atividades de agenciamento marítimo,Portos e navegação,19,144,33
2024,PE,5239701,Serviços de praticagem,Portos e navegação,2,47,19
2024,PE,5239799,Atividades auxiliares dos transportes aquaviários,Portos e navegação,8,107,15
2024,PE,7719501,"Locação de embarcações sem tripulação, exceto para fins recreativos",Comércio e serviços náuticos,7,51,11
2024,PE,7721700,Aluguel de equipamentos recreativos e esportivos,Comércio e serviços náuticos,31,160,89
2024,PE,9319199,Outras atividades esportivas (inclui escolas e clubes náuticos),Comércio e serviços náuticos,11,36,97
2024,PI,0311601,Pesca de peixes em água salgada,Pesca e aquicultura,4,11,58
2024,PI,0311602,Pesca de crustáceos e moluscos em água salgada,Pesca e aquicultura,2,10,25
2024,PI,0311604,Atividades de apoio à pesca em água salgada,Pesca e aquicultura,0,0,9
2024,PI,0321301,Criação de peixes em água salgada e salobra,Pesca e aquicultura,0,0,6
2024,PI,0321302,Criação de camarões em água salgada e salobra,Pesca e aquicultura,14,323,31
2024,PI,0321303,Criação de ostras e mexilhões em água salgada e salobra,Pesca e aquicultura,0,0,1
2024,PI,0321305,Atividades de apoio à aquicultura em água salgada e salobra,Pesca e aquicultura,0,0,5
2024,PI,1020101,"Preservação de peixes, crustáceos e moluscos",Pesca e aquicultura,3,22,7
2024,PI,1020102,"Fabricação de conservas de peixes, crustáceos e moluscos",Pesca e aquicultura,2,7,8
2024,PI,3230200,Fabricação de artefatos para pesca e esporte,Indústria náutica,3,14,5
2024,PI,4763605,Comércio varejista de embarcações e outros veículos recreativos,Comércio e serviços náuticos,5,25,8
2024,PI,5099801,Transporte aquaviário para passeios turísticos,Comércio e serviços náuticos,2,2,3
2024,PI,5231101,Administração da infraestrutura portuária,Portos e navegação,1,28,1
2024,PI,5232000,Atividades de agenciamento marítimo,Portos e navegação,1,19,1
2024,PI,7721700,Aluguel de equipamentos recreativos e esportivos,Comércio e serviços náuticos,13,42,29
2024,PI,9319199,Outras atividades esportivas (inclui escolas e clubes náuticos),Comércio e serviços náuticos,6,30,31
2024,PR,0311601,Pesca de peixes em água salgada,Pesca e aquicultura,0,0,1043
2024,PR,0311602,Pesca de crustáceos e moluscos em água salgada,Pesca e aquicultura,0,0,3800
2024,PR,0311604,Atividades de apoio à pesca em água salgada,Pesca e aquicultura,0,0,12
2024,PR,0321301,Criação de peixes em água salgada e salobra,Pesca e aquicultura,1,6,4
2024,PR,0321302,Criação de camarões em água salgada e salobra,Pesca e aquicultura,1,8,8
2024,PR,0321305,Atividades de apoio à aquicultura em água salgada e salobra,Pesca e aquicultura,0,0,5
2024,PR,0321399,Cultivos e semicultivos da aquicultura em água salgada e salobra,Pesca e aquicultura,0,0,1
2024,PR,1020101,"Preservação de peixes, crustáceos e moluscos",Pesca e aquicultura,23,3076,44
2024,PR,1020102,"Fabricação de conservas de peixes, crustáceos e moluscos",Pesca e aquicultura,10,233,21
2024,PR,3011301,Construção de embarcações de grande porte,Indústria naval,3,22,6
2024,PR,3011302,"Construção de embarcações para uso comercial e usos especiais, exceto de grande porte",Indústria náutica,14,87,18
2024,PR,3012100,Construção de embarcações para esporte e lazer,Indústria náutica,19,315,41
2024,PR,3230200,Fabricação de artefatos para pesca e esporte,Indústria náutica,60,583,119
2024,PR,3317101,Manutenção e reparação de embarcações e estruturas flutuantes,Indústria naval,11,425,25
2024,PR,3317102,Manutenção e reparação de embarcações para esporte e lazer,Indústria náutica,13,15,47
2024,PR,4329102,Instalação de equipamentos para orientação à navegação,Indústria náutica,0,0,6
2024,PR,4763605,Comércio varejista de embarcações e outros veículos recreativos,Comércio e serviços náuticos,50,255,147
2024,PR,5011401,"Transporte marítimo de cabotagem, carga",Portos e navegação,1,21,9
2024,PR,5030101,Navegação de apoio marítimo,Portos e navegação,5,134,12
2024,PR,5030102,Navegação de apoio portuário,Portos e navegação,9,387,16
2024,PR,5099801,Transporte aquaviário para passeios turísticos,Comércio e serviços náuticos,10,232,29
2024,PR,5231101,Administração da infraestrutura portuária,Portos e navegação,0,0,1
2024,PR,5231102,Atividades do operador portuário,Portos e navegação,42,4560,71
2024,PR,5232000,Atividades de agenciamento marítimo,Portos e navegação,54,522,99
2024,PR,5239701,Serviços de praticagem,Portos e navegação,2,7,9
2024,PR,5239799,Atividades auxiliares dos transportes aquaviários,Portos e navegação,18,151,49
2024,PR,7719501,"Locação de embarcações sem tripulação, exceto para fins recreativos",Comércio e serviços náuticos,1,1,8
2024,PR,7721700,Aluguel de equipamentos recreativos e esportivos,Comércio e serviços náuticos,92,293,281
2024,PR,9319199,Outras atividades esportivas (inclui escolas e clubes náuticos),Comércio e serviços náuticos,89,528,757
2024,RJ,0311601,Pesca de peixes em água salgada,Pesca e aquicultura,111,871,2326
2024,RJ,0311602,Pesca de crustáceos e moluscos em água salgada,Pesca e aquicultura,1,1,6630
2024,RJ,0311604,Atividades de apoio à pesca em água salgada,Pesca e aquicultura,4,197,81
2024,RJ,0321301,Criação de peixes em água salgada e salobra,Pesca e aquicultura,0,0,3
2024,RJ,0321302,Criação de camarões em água salgada e salobra,Pesca e aquicultura,4,40,8
2024,RJ,0321303,Criação de ostras e mexilhões em água salgada e salobra,Pesca e aquicultura,0,0,18
2024,RJ,0321305,Atividades de apoio à aquicultura em água salgada e salobra,Pesca e aquicultura,0,0,7
2024,RJ,0321399,Cultivos e semicultivos da aquicultura em água salgada e salobra,Pesca e aquicultura,3,21,7
2024,RJ,1020101,"Preservação de peixes, crustáceos e moluscos",Pesca e aquicultura,11,270,23
2024,RJ,1020102,"Fabricação de conservas de peixes, crustáceos e moluscos",Pesca e aquicultura,17,1087,39
2024,RJ,3011301,Construção de embarcações de grande porte,Indústria naval,27,13037,54
2024,RJ,3011302,"Construção de embarcações para uso comercial e usos especiais, exceto de grande porte",Indústria náutica,15,396,33
2024,RJ,3012100,Construção de embarcações para esporte e lazer,Indústria náutica,13,211,40
2024,RJ,3230200,Fabricação de artefatos para pesca e esporte,Indústria náutica,9,87,27
2024,RJ,3317101,Manutenção e reparação de embarcações e estruturas flutuantes,Indústria naval,239,15762,504
2024,RJ,3317102,Manutenção e reparação de embarcações para esporte e lazer,Indústria náutica,44,214,139
2024,RJ,4329102,Instalação de equipamentos para orientação à navegação,Indústria náutica,12,67,142
2024,RJ,4763605,Comércio varejista de embarcações e outros veículos recreativos,Comércio e serviços náuticos,84,495,219
2024,RJ,5011401,"Transporte marítimo de cabotagem, carga",Portos e navegação,31,2483,62
2024,RJ,5030101,Navegação de apoio marítimo,Portos e navegação,119,18953,242
2024,RJ,5030102,Navegação de apoio portuário,Portos e navegação,39,1626,69
2024,RJ,5099801,Transporte aquaviário para passeios turísticos,Comércio e serviços náuticos,58,189,160
2024,RJ,5231101,Administração da infraestrutura portuária,Portos e navegação,8,495,11
2024,RJ,5231102,Atividades do operador portuário,Portos e navegação,56,9616,90
2024,RJ,5232000,Atividades de agenciamento marítimo,Portos e navegação,99,1706,239
2024,RJ,5239701,Serviços de praticagem,Portos e navegação,14,24,32
2024,RJ,5239799,Atividades auxiliares dos transportes aquaviários,Portos e navegação,30,363,98
2024,RJ,7719501,"Locação de embarcações sem tripulação, exceto para fins recreativos",Comércio e serviços náuticos,17,1130,62
2024,RJ,7721700,Aluguel de equipamentos recreativos e esportivos,Comércio e serviços náuticos,69,649,225
2024,RJ,9319199,Outras atividades esportivas (inclui escolas e clubes náuticos),Comércio e serviços náuticos,131,1484,506
2024,RN,0311601,Pesca de peixes em água salgada,Pesca e aquicultura,14,346,1235
2024,RN,0311602,Pesca de crustáceos e moluscos em água salgada,Pesca e aquicultura,2,23,2948
2024,RN,0311604,Atividades de apoio à pesca em água salgada,Pesca e aquicultura,0,0,334
2024,RN,0321301,Criação de peixes em água salgada e salobra,Pesca e aquicultura,6,19,12
2024,RN,0321302,Criação de camarões em água salgada e salobra,Pesca e aquicultura,128,2196,186
2024,RN,0321303,Criação de ostras e mexilhões em água salgada e salobra,Pesca e aquicultura,2,44,3
2024,RN,0321305,Atividades de apoio à aquicultura em água salgada e salobra,Pesca e aquicultura,3,83,13
2024,RN,0321399,Cultivos e semicultivos da aquicultura em água salgada e salobra,Pesca e aquicultura,0,0,1
2024,RN,1020101,"Preservação de peixes, crustáceos e moluscos",Pesca e aquicultura,11,1062,16
2024,RN,1020102,"Fabricação de conservas de peixes, crustáceos e moluscos",Pesca e aquicultura,8,287,17
2024,RN,3011301,Construção de embarcações de grande porte,Indústria naval,0,0,3
2024,RN,3012100,Construção de embarcações para esporte e lazer,Indústria náutica,0,0,3
2024,RN,3230200,Fabricação de artefatos para pesca e esporte,Indústria náutica,0,0,5
2024,RN,3317101,Manutenção e reparação de embarcações e estruturas flutuantes,Indústria naval,4,13,10
2024,RN,3317102,Manutenção e reparação de embarcações para esporte e lazer,Indústria náutica,1,1,3
2024,RN,4329102,Instalação de equipamentos para orientação à navegação,Indústria náutica,0,0,4
2024,RN,4763605,Comércio varejista de embarcações e outros veículos recreativos,Comércio e serviços náuticos,1,5,4
2024,RN,5011401,"Transporte marítimo de cabotagem, carga",Portos e navegação,7,47,16
2024,RN,5030101,Navegação de apoio marítimo,Portos e navegação,4,80,7
2024,RN,5030102,Navegação de apoio portuário,Portos e navegação,4,156,7
2024,RN,5099801,Transporte aquaviário para passeios turísticos,Comércio e serviços náuticos,26,117,46
2024,RN,5231102,Atividades do operador portuário,Portos e navegação,6,326,10
2024,RN,5232000,Atividades de agenciamento marítimo,Portos e navegação,3,8,8
2024,RN,5239701,Serviços de praticagem,Portos e navegação,1,2,2
2024,RN,5239799,Atividades auxiliares dos transportes aquaviários,Portos e navegação,1,3,4
2024,RN,7719501,"Locação de embarcações sem tripulação, exceto para fins recreativos",Comércio e serviços náuticos,0,0,2
2024,RN,7721700,Aluguel de equipamentos recreativos e esportivos,Comércio e serviços náuticos,17,50,49
2024,RN,9319199,Outras atividades esportivas (inclui escolas e clubes náuticos),Comércio e serviços náuticos,16,268,67
2024,RO,0311601,Pesca de peixes em água salgada,Pesca e aquicultura,0,0,1
2024,RO,0311604,Atividades de apoio à pesca em água salgada,Pesca e aquicultura,0,0,1
2024,RO,0321301,Criação de peixes em água salgada e salobra,Pesca e aquicultura,1,3,2
2024,RO,0321399,Cultivos e semicultivos da aquicultura em água salgada e salobra,Pesca e aquicultura,0,0,1
2024,RO,1020101,"Preservação de peixes, crustáceos e moluscos",Pesca e aquicultura,1,3,1
2024,RO,1020102,"Fabricação de conservas de peixes, crustáceos e moluscos",Pesca e aquicultura,6,267,11
2024,RO,3011302,"Construção de embarcações para uso comercial e usos especiais, exceto de grande porte",Indústria náutica,2,16,3
2024,RO,3012100,Construção de embarcações para esporte e lazer,Indústria náutica,1,6,2
2024,RO,3230200,Fabricação de artefatos para pesca e esporte,Indústria náutica,0,0,1
2024,RO,3317101,Manutenção e reparação de embarcações e estruturas flutuantes,Indústria naval,0,0,5
2024,RO,3317102,Manutenção e reparação de embarcações para esporte e lazer,Indústria náutica,1,1,5
2024,RO,4763605,Comércio varejista de embarcações e outros veículos recreativos,Comércio e serviços náuticos,7,27,14
2024,RO,5011401,"Transporte marítimo de cabotagem, carga",Portos e navegação,0,0,4
2024,RO,5030101,Navegação de apoio marítimo,Portos e navegação,1,1,3
2024,RO,5099801,Transporte aquaviário para passeios turísticos,Comércio e serviços náuticos,1,3,5
2024,RO,5231101,Administração da infraestrutura portuária,Portos e navegação,1,62,3
2024,RO,5231102,Atividades do operador portuário,Portos e navegação,5,165,7
2024,RO,5232000,Atividades de agenciamento marítimo,Portos e navegação,1,2,2
2024,RO,5239799,Atividades auxiliares dos transportes aquaviários,Portos e navegação,0,0,1
2024,RO,7719501,"Locação de embarcações sem tripulação, exceto para fins recreativos",Comércio e serviços náuticos,0,0,1
2024,RO,7721700,Aluguel de equipamentos recreativos e esportivos,Comércio e serviços náuticos,9,15,25
2024,RO,9319199,Outras atividades esportivas (inclui escolas e clubes náuticos),Comércio e serviços náuticos,6,43,52
2024,RR,0311604,Atividades de apoio à pesca em água salgada,Pesca e aquicultura,0,0,1
2024,RR,1020101,"Preservação de peixes, crustáceos e moluscos",Pesca e aquicultura,1,1,1
2024,RR,1020102,"Fabricação de conservas de peixes, crustáceos e moluscos",Pesca e aquicultura,1,27,1
2024,RR,3011301,Construção de embarcações de grande porte,Indústria naval,0,0,1
2024,RR,3317101,Manutenção e reparação de embarcações e estruturas flutuantes,Indústria naval,0,0,2
2024,RR,3317102,Manutenção e reparação de embarcações para esporte e lazer,Indústria náutica,0,0,1
2024,RR,4763605,Comércio varejista de embarcações e outros veículos recreativos,Comércio e serviços náuticos,3,11,4
2024,RR,5011401,"Transporte marítimo de cabotagem, carga",Portos e navegação,0,0,1
2024,RR,5099801,Transporte aquaviário para passeios turísticos,Comércio e serviços náuticos,0,0,1
2024,RR,5231102,Atividades do operador portuário,Portos e navegação,0,0,1
2024,RR,7719501,"Locação de embarcações sem tripulação, exceto para fins recreativos",Comércio e serviços náuticos,0,0,2
2024,RR,7721700,Aluguel de equipamentos recreativos e esportivos,Comércio e serviços náuticos,3,12,7
2024,RR,9319199,Outras atividades esportivas (inclui escolas e clubes náuticos),Comércio e serviços náuticos,5,18,12
2024,RS,0311601,Pesca de peixes em água salgada,Pesca e aquicultura,25,97,3688
2024,RS,0311602,Pesca de crustáceos e moluscos em água salgada,Pesca e aquicultura,4,29,120
2024,RS,0311604,Atividades de apoio à pesca em água salgada,Pesca e aquicultura,2,43,28
2024,RS,0321301,Criação de peixes em água salgada e salobra,Pesca e aquicultura,0,0,4
2024,RS,0321305,Atividades de apoio à aquicultura em água salgada e salobra,Pesca e aquicultura,0,0,9
2024,RS,0321399,Cultivos e semicultivos da aquicultura em água salgada e salobra,Pesca e aquicultura,1,1,2
2024,RS,1020101,"Preservação de peixes, crustáceos e moluscos",Pesca e aquicultura,15,287,32
2024,RS,1020102,"Fabricação de conservas de peixes, crustáceos e moluscos",Pesca e aquicultura,11,530,21
2024,RS,3011301,Construção de embarcações de grande porte,Indústria naval,7,806,10
2024,RS,3011302,"Construção de embarcações para uso comercial e usos especiais, exceto de grande porte",Indústria náutica,5,22,16
2024,RS,3012100,Construção de embarcações para esporte e lazer,Indústria náutica,11,103,30
2024,RS,3230200,Fabricação de artefatos para pesca e esporte,Indústria náutica,43,467,83
2024,RS,3317101,Manutenção e reparação de embarcações e estruturas flutuantes,Indústria naval,18,107,41
2024,RS,3317102,Manutenção e reparação de embarcações para esporte e lazer,Indústria náutica,2,5,10
2024,RS,4329102,Instalação de equipamentos para orientação à navegação,Indústria náutica,0,0,8
2024,RS,4763605,Comércio varejista de embarcações e outros veículos recreativos,Comércio e serviços náuticos,16,61,50
2024,RS,5011401,"Transporte marítimo de cabotagem, carga",Portos e navegação,3,32,12
2024,RS,5030101,Navegação de apoio marítimo,Portos e navegação,5,72,10
2024,RS,5030102,Navegação de apoio portuário,Portos e navegação,10,255,17
2024,RS,5099801,Transporte aquaviário para passeios turísticos,Comércio e serviços náuticos,5,41,15
2024,RS,5231101,Administração da infraestrutura portuária,Portos e navegação,3,404,9
2024,RS,5231102,Atividades do operador portuário,Portos e navegação,14,1668,27
2024,RS,5232000,Atividades de agenciamento marítimo,Portos e navegação,64,715,117
2024,RS,5239701,Serviços de praticagem,Portos e navegação,1,1,26
2024,RS,5239799,Atividades auxiliares dos transportes aquaviários,Portos e navegação,10,72,35
2024,RS,7719501,"Locação de embarcações sem tripulação, exceto para fins recreativos",Comércio e serviços náuticos,2,23,4
2024,RS,7721700,Aluguel de equipamentos recreativos e esportivos,Comércio e serviços náuticos,51,103,193
2024,RS,9319199,Outras atividades esportivas (inclui escolas e clubes náuticos),Comércio e serviços náuticos,79,427,847
2024,SC,0311601,Pesca de peixes em água salgada,Pesca e aquicultura,284,2519,11865
2024,SC,0311602,Pesca de crustáceos e moluscos em água salgada,Pesca e aquicultura,13,120,5069
2024,SC,0311604,Atividades de apoio à pesca em água salgada,Pesca e aquicultura,14,95,315
2024,SC,0321301,Criação de peixes em água salgada e salobra,Pesca e aquicultura,1,1,14
2024,SC,0321302,Criação de camarões em água salgada e salobra,Pesca e aquicultura,5,15,494
2024,SC,0321303,Criação de ostras e mexilhões em água salgada e salobra,Pesca e aquicultura,8,68,18
2024,SC,0321305,Atividades de apoio à aquicultura em água salgada e salobra,Pesca e aquicultura,1,1,90
2024,SC,0321399,Cultivos e semicultivos da aquicultura em água salgada e salobra,Pesca e aquicultura,4,7,8
2024,SC,1020101,"Preservação de peixes, crustáceos e moluscos",Pesca e aquicultura,98,1544,169
2024,SC,1020102,"Fabricação de conservas de peixes, crustáceos e moluscos",Pesca e aquicultura,49,6117,88
2024,SC,3011301,Construção de embarcações de grande porte,Indústria naval,20,3252,28
2024,SC,3011302,"Construção de embarcações para uso comercial e usos especiais, exceto de grande porte",Indústria náutica,17,406,30
2024,SC,3012100,Construção de embarcações para esporte e lazer,Indústria náutica,33,1657,80
2024,SC,3230200,Fabricação de artefatos para pesca e esporte,Indústria náutica,56,509,109
2024,SC,3317101,Manutenção e reparação de embarcações e estruturas flutuantes,Indústria naval,42,828,88
2024,SC,3317102,Manutenção e reparação de embarcações para esporte e lazer,Indústria náutica,40,211,144
2024,SC,4329102,Instalação de equipamentos para orientação à navegação,Indústria náutica,1,3,27
2024,SC,4763605,Comércio varejista de embarcações e outros veículos recreativos,Comércio e serviços náuticos,58,291,169
2024,SC,5011401,"Transporte marítimo de cabotagem, carga",Portos e navegação,1,1,11
2024,SC,5030101,Navegação de apoio marítimo,Portos e navegação,6,787,16
2024,SC,5030102,Navegação de apoio portuário,Portos e navegação,10,197,13
2024,SC,5099801,Transporte aquaviário para passeios turísticos,Comércio e serviços náuticos,17,205,63
2024,SC,5231101,Administração da infraestrutura portuária,Portos e navegação,6,360,17
2024,SC,5231102,Atividades do operador portuário,Portos e navegação,44,5056,80
2024,SC,5232000,Atividades de agenciamento marítimo,Portos e navegação,94,1295,153
2024,SC,5239701,Serviços de praticagem,Portos e navegação,2,9,23
